V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_10,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q2.5_1,Q2.5_2,Q2.5_3,Q2.5_4,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.7_1,Q2.7_2,Q2.7_3,Q2.7_4,Q2.8_1,Q2.8_2,Q2.8_3,Q2.8_4,Q2.9_1,Q2.9_2,Q2.9_3,Q2.9_4,Q2.10_1,Q2.10_2,Q2.10_3,Q2.10_4,Q2.11_1,Q2.11_2,Q2.11_3,Q2.11_4,Q2.12_1,Q2.12_2,Q2.12_3,Q2.12_4,Q2.13_1,Q2.13_2,Q2.13_3,Q2.13_4,Q3.1,Q3.2,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.3_5,Q3.3_6,Q3.3_7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.5_1,Q4.5_2,Q4.5_3,Q4.5_4,Q4.5_5,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q5.1,Q5.1_TEXT,Q5.2,Q5.3,Q5.3_TEXT,Q5.4,Q5.5,Q5.5_TEXT,Q5.6,Q5.7,Q5.8,Q5.9,Q5.10,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q6.9,Q51,Q7.1,Q7.2,LocationLatitude,LocationLongitude,LocationAccuracy,Exclude
R_1igLG3y6hv1UwJB,Default Response Set,Anonymous,,,139.62.165.89,0,11/12/2015 14:28,11/12/2015 15:33,1,f067,1,1,1,6,7,7,1,2,1,2,6,0,8,0,0,7,2,3,4,1,7,3,3,1,2,2,1,1,6,1,8,3,0,4,1,2,4,7,1,7,5,7,0,7,7,1,5,2,6,6,1,1,1,7,7,8,1,7,8,8,3,2,3,3,3,5,5,2,2,5,2,5,6,2,4,4,3,6,4,5,3,2,4,2,2,5,5,2,3,4,5,1,6,2,6,3,5,5,2,4,2,,19,1,,1,4,,1,0,1,20,1,1,1,no,to get a general idea on where we stand,to evaluate individuals take on their relationships.,"yes, they both ask about the relationships",not really,I don't know,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_1IiabuhFIltiE5v,Default Response Set,Anonymous,,,139.62.4.232,0,11/13/2015 10:30,11/13/2015 11:39,1,F068,1,1,1,0,2,5,0,0,0,0,5,1,1,6,1,5,1,3,2,0,0,2,3,3,0,2,0,0,2,0,8,3,0,3,0,0,3,4,3,3,3,6,0,3,2,0,1,0,0,3,0,1,1,8,8,8,0,8,8,8,1,3,4,6,5,4,3,2,2,5,2,3,5,2,5,3,2,3,3,3,3,4,2,5,1,4,4,3,1,3,1,5,5,2,5,6,3,7,2,4,2,,21,4,,1,4,,2,4,1,20,1,1,1,No,Current dating life and the importance of the other persons characteristics to your future plans with them,Evaluating how you would react in certain situations in your relationship,"Yes, both were about relationships and how you value them","Maybe, they made me think highly of my partner because I was told to pick good characteristics of them",They could have asked different questions on relationships,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_wWOEK0Vyp9idvZT,Default Response Set,Anonymous,,,139.62.7.92,0,11/13/2015 10:29,11/13/2015 11:39,1,F069,1,1,1,0,7,4,0,0,0,0,8,0,5,0,0,5,0,0,7,0,6,0,6,0,6,4,2,0,7,0,7,8,0,7,1,1,0,0,7,7,7,6,0,7,0,0,3,7,0,4,0,1,1,8,8,6,0,8,8,8,3,3,2,2,2,4,2,2,6,6,5,5,6,1,6,3,5,6,6,6,4,3,4,2,1,6,6,2,2,3,3,2,6,6,6,6,1,7,2,2,2,,20,3,,1,4,,2,3,1,0,2,1,1,No. ,The hypothesis of the pilot study was to answer questions that will be used to structure a study base on relationships.,The hypothesis is to understand how dating partners react to theoretical situations within their relationships.,"Yes, they are focused on the same topic which deals with relationships.",No.,Yes everyone received the same writing prompts.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_2yjfHcEGRbSKKAV,Default Response Set,Anonymous,,,139.62.158.186,0,11/13/2015 10:27,11/13/2015 11:40,1,F070,1,1,1,0,7,7,0,0,0,0,7,0,5,8,8,8,2,6,4,0,4,7,7,8,0,7,0,7,7,8,7,7,0,7,0,0,0,8,0,8,8,7,0,4,7,0,7,0,8,8,0,1,1,8,8,7,0,8,7,7,6,6,7,1,7,7,5,4,4,4,4,4,5,4,4,1,5,1,7,4,2,4,2,1,1,5,7,1,1,1,5,3,7,4,6,6,6,4,2,5,2,,26,3,,1,4,,1,10,1,25,1,1,1,I was curious about the questions regarding speeding and stealing as a child.,To gain insight on important attributes a partner should possess to increase their desirability.,To gain insight on intimate relationships.,"Yes, In a way you are evaluating your partner and your relationship with them.","No, I think it was a nice sag-way.",Yes. It depends on what the prompts were. ,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,1
R_3Rw79mWHGKL9OAh,Default Response Set,Anonymous,,,139.62.163.127,0,11/13/2015 14:43,11/13/2015 15:35,1,F071,1,1,1,1,7,7,0,0,0,0,7,0,5,0,3,6,0,5,4,0,3,5,7,4,5,6,0,1,3,5,8,7,0,5,0,0,6,0,2,8,8,8,0,3,8,0,8,0,0,7,0,1,1,8,8,8,0,8,8,8,3,5,3,4,4,7,5,2,7,7,4,5,4,2,7,2,6,5,6,4,4,2,3,1,1,3,5,2,3,4,2,3,5,4,4,3,2,6,3,2,2,,20,3,,1,4,,3,0,1,5,2,1,1,No,The purpose of this study was to assess how individuals describe their partners and how individuals describe themselves apart from their partner.,The purpose of the study was to assess how indivduals currently in a relationship would react to hypothetical situations.,The pilot study makes the individual think about nice characteristics about their partner. While the other study put your partner in a more negative light with the hypothetical situations.,No,"I believe everyone received the same writing prompt. However, I did not see anyone else's paper.",1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_10vN5q4rEtfg3G1,Default Response Set,Anonymous,,,139.62.145.250,0,11/16/2015 9:55,11/16/2015 10:57,1,F072,1,1,1,4,8,4,0,4,1,1,8,0,8,4,2,8,1,4,4,4,5,4,8,8,0,4,2,4,4,1,8,6,0,8,1,5,8,1,0,8,8,8,1,4,8,4,8,4,0,8,0,1,1,8,8,8,0,8,7,7,4,1,2,4,6,6,6,1,4,4,1,5,7,6,6,1,6,2,4,2,4,4,1,1,1,6,2,7,1,1,1,6,7,1,4,7,7,7,1,5,2,,27,4,,1,3,,2,2,1,20,1,1,1,"No, there was nothing strange.",Dr. Leone is trying to start another research experiment on relationships.,Dating relationships,"yes, related by the topic of relationships.","No, I responded similar on the online study and the pilot study.",I do not know if everybody received the same prompts because im the only participant.,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,1
R_Rzc4stNnGmo0u8F,Default Response Set,Anonymous,,,139.62.145.250,0,11/16/2015 11:06,11/16/2015 12:28,1,F073,1,1,1,0,7,7,0,6,1,7,8,0,8,4,0,7,5,7,8,0,6,6,7,3,6,7,4,5,4,6,8,8,3,8,3,5,7,3,7,5,6,8,0,6,5,3,4,5,4,7,0,1,1,8,8,8,1,8,5,6,6,3,4,7,4,6,5,2,3,7,2,6,4,6,3,3,6,5,4,6,6,3,2,1,3,6,7,4,1,4,6,1,7,5,7,4,6,5,3,6,2,,20,2,,1,4,,1,0,1,16,1,1,1,What I found difficult at times was that how I would truly react to a situation wasn't always one of the choices for a statement I was answering questions about.,"The purpose of the pilot study was to begin to analyze my relationship I am currently in, as well as, my view of relationships before starting the main study.",The purpose of the main study was to gather information on the status of my relationship with my partner as well as how I view myself as a person.,"Yes, both studies asked me questions about my current relationship","Yes, the pilot study influenced how I answered questions of the main study because I was already in ""deep thought"" about different aspects of my relationship and my partner.",n/a,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,2
R_0IirH3tY2fSnf3j,Default Response Set,Anonymous,,,139.62.145.250,0,11/16/2015 13:06,11/16/2015 14:02,1,F074,1,1,1,8,8,8,0,0,0,0,8,0,8,3,3,8,4,0,8,0,8,4,4,0,8,8,2,0,3,0,8,0,0,7,6,0,1,1,6,8,3,5,0,8,2,2,4,2,0,1,0,1,1,8,8,8,0,8,8,8,3,3,6,6,5,7,3,1,5,7,3,7,5,4,3,2,4,5,7,7,1,6,4,1,1,6,6,4,1,3,7,1,7,1,7,3,7,5,7,2,2,,25,3,,1,4,,2,6,1,30,1,1,1,No everything seemed normal.,Basically asking why is your partner special to you.,To see how I am as an individual. With or without my partner.,"Yes, because they both are asking questions about my relationship with my partner and how he makes me feel. ",No not really.,yes,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,1
R_1QxtOWeHEz9BhSJ,Default Response Set,Anonymous,,,139.62.148.193,0,11/16/2015 13:10,11/16/2015 14:04,1,F075,1,1,1,4,7,7,2,0,1,1,8,0,6,8,3,8,5,5,5,1,4,4,8,8,0,6,1,3,5,5,5,6,2,6,3,2,5,5,4,6,7,5,0,3,4,0,4,2,6,6,0,1,1,7,7,7,1,7,7,7,3,1,6,1,6,4,6,1,4,4,4,1,7,7,7,1,5,1,7,1,1,6,1,4,2,7,6,7,1,4,1,4,6,6,4,7,1,7,1,2,2,,22,4,,1,3,,1,7,1,14,1,1,1,nothing seemed strange . I was  a little confused on whether dating regularly and steadily were two different concepts.,The purpose of the pilot study was to gather information on relationships that is current and to see how committed  an individual is  to their partner., The purpose of the computer study is to get an idea of how the relationship works between you and your partner .,They were related to how  individuals perceive their relationships and their partners.,no,I am not sure ,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_1lAHMADB5VkQzKd,Default Response Set,Anonymous,,,139.62.163.127,0,11/16/2015 14:40,11/16/2015 15:30,1,F076,1,1,1,3,5,6,2,3,4,3,5,3,6,2,3,5,7,5,6,5,4,2,5,5,3,5,1,2,5,4,6,2,3,3,2,1,4,3,5,7,6,5,2,4,4,2,5,6,3,6,2,1,1,8,8,8,0,8,7,8,5,5,3,5,4,4,5,3,4,6,4,4,3,4,3,4,4,6,5,5,4,4,3,2,3,3,4,3,3,4,2,2,6,2,6,3,5,3,4,3,2,,20,2,,1,4,,0,3,1,29,1,1,1,"There was not anything that I was wondring about, I was just taken back of the questions about speeding and personal things rather than relationship wise.",The purpose of the study is to examine people who are in relationships currently.,The purpose of the study was to examine people who are currently or was in a relationship to ask questions about hypothetical situations.,They were differents because the pilot study asked about your partner's characteristics whereas the main study asked about hypothetical stituations.,No they did not.,Everybody did recieve the same writing prompts.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_3O7kSFnbIpdfXPw,Default Response Set,Anonymous,,,139.62.163.127,0,11/16/2015 15:31,11/16/2015 16:15,1,F077,1,1,1,3,7,2,6,0,1,1,7,1,8,0,1,6,4,3,4,2,5,2,6,2,5,5,2,1,3,0,8,1,2,5,2,2,6,4,3,6,7,3,1,3,7,2,6,2,2,7,0,1,1,8,8,8,2,7,8,8,3,4,6,3,4,7,5,3,4,6,1,5,2,3,3,5,3,5,6,6,4,4,4,2,3,5,6,3,2,2,3,3,5,1,2,3,6,6,6,4,2,,18,1,,1,4,,1,6,1,7,2,1,1,Some of the questions were about me and my past so it confused me becuase I thought this study was about relationships,To gather information for future studies,To see events in dating relationships / ,"The one on the paper asked more about why I was with my partner and having a future together, where as the computer one asked mainly questions about me and about situations that might happen with my partner.",no,I don't know,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_231NkdGSakJfrim,Default Response Set,Anonymous,,,139.62.163.127,0,11/17/2015 13:52,11/17/2015 14:21,1,f078,1,1,1,5,8,5,1,2,1,2,7,0,5,1,0,7,7,3,8,4,8,1,8,1,5,4,7,0,7,4,7,1,2,1,2,6,6,6,6,8,4,4,2,7,2,3,0,6,1,3,1,1,1,7,8,8,2,6,8,8,5,4,3,5,6,5,6,4,6,5,4,6,7,2,6,5,6,5,4,2,3,4,6,1,4,4,7,3,2,7,5,1,7,7,7,3,1,1,4,1,2,,21,3,,2,6,recently single ,1,9,1,30,1,1,1,The speed limit questions were a little off but I think that was just referring to honesty. ,To see how I view my partner and his behaviors. ,To evaluate our relationship and what would happen in certain situations. ,I think they were. They were both about my parnter. The paper one was more geared towards him as and indivdiual and the computer one was more our relationship.,The only influence it had on it was it made me think of the characteristics of him and what would happen in certain situations. ,"Im not sure if everybody recieved the same writing prompts. I was the only subject in my study. I am assumming they did though. If they were different, it could allow the researcher to expand on more topics. ",1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_27P8V3EvQskIVCS,Default Response Set,Anonymous,,,139.62.163.127,0,11/19/2015 13:38,11/19/2015 14:35,1,f079,1,1,1,0,6,8,0,0,0,0,8,0,8,0,0,3,2,4,2,0,5,7,8,3,0,7,0,2,7,0,6,4,1,7,1,2,8,2,2,8,8,8,0,0,8,0,8,3,0,3,0,1,1,8,8,8,0,8,8,8,5,3,3,1,3,5,6,2,7,3,4,1,7,5,6,2,6,2,7,1,4,2,2,1,2,2,2,6,2,3,1,5,5,7,1,1,6,5,1,6,2,,24,3,,1,5,,7,5,1,28,1,1,1,No,Used to generate questionnaire items for research that is being planned. ,Dating and relationships,both were about being in a relationship with someone,no,yes,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_2s1qANIilOHi3cP,Default Response Set,Anonymous,,,139.62.163.52,0,11/19/2015 14:21,11/19/2015 14:34,1,f080,1,1,1,1,4,6,1,7,0,0,5,1,5,7,5,4,0,6,0,1,1,6,5,5,2,4,1,6,1,5,2,5,0,4,0,1,4,6,1,5,6,6,0,4,6,0,5,2,7,4,0,1,1,8,8,8,0,8,8,8,4,3,2,3,5,4,3,2,5,3,3,3,6,2,4,3,5,2,5,3,3,3,2,2,1,5,3,3,4,6,2,6,4,2,6,3,6,4,2,3,2,,20,3,,1,4,,1,1,1,10,1,1,1,Why you asked about whether I ever stole anything,To ask why I want to be with my partner,To find out about my values and how seriously I value my partner,yes because they were both about dating,yes because it made me really think about my partner and why I want to be with them,I don't know,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_3mdSnysPnSd4M3p,Default Response Set,Anonymous,,,139.62.163.127,0,11/19/2015 14:36,11/19/2015 15:20,1,f081,1,1,1,1,7,8,1,1,0,0,6,0,5,7,1,4,1,7,2,0,0,8,7,0,0,0,8,1,5,0,8,0,0,7,0,2,2,8,1,5,8,8,0,1,7,0,7,0,7,8,0,1,1,8,8,8,1,5,8,8,6,4,1,7,2,6,2,1,1,7,1,5,2,7,2,1,3,6,6,6,7,2,7,1,2,4,7,6,2,7,7,1,7,4,7,1,7,7,7,1,2,,24,5,senior-fifth year,1,4,,1,0,1,5,2,1,1,"No, it was pretty straight forward.",They were questions about my relationship and what kind of person I am dating.,To know reaction and commitment for people in relationships. ,"Yes, because the person you are dating will correlate how you are treated/ they treat you.",No.,Yes,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_1IAzU25ikL4JNv9,Default Response Set,Anonymous,,,139.62.163.52,0,11/19/2015 14:35,11/19/2015 15:20,1,f082,1,1,1,5,8,6,1,0,0,0,8,1,7,7,0,6,2,2,7,1,7,1,2,1,5,7,0,1,8,0,8,4,0,3,1,6,0,1,7,8,8,7,1,6,1,0,5,7,0,7,1,1,1,8,7,7,2,8,7,8,7,3,6,2,6,6,6,3,7,5,3,5,6,6,5,1,6,6,7,7,6,2,3,2,3,7,3,6,1,7,1,6,6,1,5,7,7,7,1,2,2,,20,3,,1,4,,3,8,1,20,1,1,1,Some questions were the reciprocal of others,To make sure that each participant understands the questions in the same way,To see people's thoughts/reactions to events in dating relationships,They both were concerning relationships,No,"Yes, ",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_2Tu8v9YsFAfu9ta,Default Response Set,Anonymous,,,139.62.5.47,0,11/20/2015 10:27,11/20/2015 11:44,1,F083,1,1,1,2,8,7,0,1,2,1,8,4,8,0,0,5,4,3,8,1,7,3,8,8,8,1,5,0,8,3,8,4,4,7,7,2,3,7,5,8,8,6,2,7,3,4,5,4,1,8,0,1,1,7,8,8,0,7,7,7,4,3,2,4,2,7,5,4,5,4,2,2,6,1,3,2,3,2,4,3,2,3,2,1,3,6,5,2,1,7,6,1,7,2,6,2,7,3,4,3,2,,28,4,,1,6,3 yrs Cohabitation,2,11,1,31,1,1,1,"When you asked what I would do if my partner kissed another person at a party, there was no option to break-up, which is what would happen if I had any self-respect.",To determine questions for a study about dependence and independence in relationships and partner traits?,"To assess reactions to hypothetical situations in relationships. It seemed there was a response about revenge, rationale, and in between with each questions.",They were related in that they both assessed relationships. One was about independence and the other was about attachment and the emotions that come with betrayal by someone you are attached to.,"I'm not sure. If it did, it was implicit.",I have no idea. I didn't see other writing prompts.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,1
R_30o5VAbJfmELR6s,Default Response Set,Anonymous,,,139.62.150.226,0,11/20/2015 10:28,11/20/2015 12:29,1,F084,1,1,1,0,6,5,2,0,0,5,7,0,8,5,0,8,5,1,3,0,7,0,4,3,0,4,0,4,4,6,6,4,1,6,0,0,5,2,1,7,6,6,0,5,6,0,6,2,8,5,0,1,1,6,7,7,1,5,5,7,5,5,1,5,4,7,6,7,7,7,2,5,7,1,3,3,5,6,2,6,2,4,5,1,1,6,5,4,1,6,1,6,5,5,3,7,2,7,5,5,2,,23,3,,1,4,,3,6,1,30,1,1,1,when you asked how i react to criticism i didn't know if you meant constructive criticism or negative,to prime me on some ways I feel about my partner or the way I interpret if our relationship will last? i'm not completely sure the purpose of doing it before. to see if I'm happy in my relationship or if i think it will last.  ,maybe it was to look for some correlations between relationships that are stable and those that are not and their reactions to situations. data gained could possibly be used for discussing why some relationships aren't successful or why some people are not content with the relationship they are in. . ,probably to see if there are correlations between how someone reacts to situations and how they view their partner and if the relationship will last,"I don't believe so, I didn't think about it.",I don't know what other participants got. i would assume they are the same.,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_1CKHNQyxQtH5hdH,Default Response Set,Anonymous,,,139.62.163.127,0,11/20/2015 14:39,11/20/2015 15:27,1,F085,1,1,1,4,6,1,4,8,1,1,8,0,6,6,6,8,6,4,1,1,8,1,4,6,0,4,0,3,2,0,8,8,2,6,1,7,1,5,0,8,7,3,0,3,3,0,4,2,1,8,0,1,1,7,7,7,1,1,3,7,7,3,4,1,3,1,7,4,6,5,4,1,7,2,6,2,7,1,7,1,1,7,1,4,1,7,6,7,1,7,1,2,6,1,4,7,1,2,1,4,2,,50,4,,1,5,,14,7,1,20,1,1,1,I felt the question about quality of lover on thinks of him or her self thrown in among moral questions was odd.,describing your relationship,"to see levels of intimacy, satisfaction, self report esteem, and expectations within a relationship","yes, the two studies related in that they asked questions about your thoughts regarding relationships",no,I am not sure I only know the paper/pilot study I was given.,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,1
R_1jlwJDuNdaqgqOH,Default Response Set,Anonymous,,,139.62.163.127,0,11/20/2015 15:27,11/20/2015 16:07,1,F086,1,1,1,3,2,2,0,4,3,1,6,3,1,0,0,6,6,1,5,3,3,2,1,0,0,0,8,0,8,2,8,1,2,4,5,2,0,0,8,8,5,1,4,0,8,6,4,8,0,0,7,1,1,2,2,1,6,4,0,0,2,3,3,4,4,5,4,2,6,2,4,3,2,3,3,3,3,3,6,4,3,3,3,1,4,6,7,3,1,4,3,1,7,2,5,4,4,6,2,5,2,,21,4,,2,2,,2,0,4,5,1,1,1,,,describe feelings about relationships,relationships,"yes, made me think about how I still really don't like him ",,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,2
R_3jcBsMeU7QuN2tc,Default Response Set,Anonymous,,,139.62.149.10,0,11/23/2015 10:05,11/23/2015 13:58,1,F087,1,1,1,0,4,3,0,1,0,0,5,0,8,0,0,3,0,1,1,0,0,4,4,0,1,1,1,0,4,1,5,1,0,2,0,0,1,1,0,4,4,4,0,3,3,0,3,5,0,2,0,1,1,8,8,8,0,8,8,8,3,2,3,4,3,4,2,1,4,3,2,3,3,2,3,3,4,3,3,4,2,3,2,1,2,7,6,6,1,3,1,1,6,4,3,7,5,7,3,3,2,,24,3,,1,4,,0,10,1,31,1,1,1,No,Describing Relationships,Core values in relationships,"Yes, they were both about the relationship you are involved in.",no.,Yes.,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_22G5STdNtpsX1ss,Default Response Set,Anonymous,,,139.62.150.134,0,11/23/2015 10:08,11/23/2015 11:18,1,F088,1,1,1,1,7,6,1,2,6,6,3,1,7,7,2,3,7,6,7,6,1,2,4,1,1,6,3,1,6,4,7,5,3,6,3,1,4,6,4,6,6,6,2,4,6,1,6,6,4,4,6,1,1,6,6,6,2,6,6,6,2,4,4,4,2,7,4,2,5,4,2,4,6,4,5,2,4,6,6,6,3,6,6,1,6,5,6,2,6,4,2,7,7,1,7,6,6,6,6,4,2,,22,4,,1,3,,0,5,1,12,1,1,1,Some of the questions used terms like 'never' and then gave choices of 'somewhat agree'. Other questions just seemed a little irrelevant. ,To corroborate answers on the online questionnaire? Or to help an additional professor consider further social experiments? ,To consider the consistent standards in intimate relationships?,"Yes, because both asked for insight into relationships. One by presenting hypothetical scenarios and asking for reactions, the other, asking for a description of reasons to stay with a partner. ","Somewhat, it made think of my partner and all the reasons I'd like him to stay. Our relationship is fun and intimate with a lot of trust involved, and thinking of all that may have made me realize what I would put up with for him. ","I have no idea-if they differed, perhaps the questions asked for reasons not to stay with a partner?",1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_06WW6LoJKihLTpf,Default Response Set,Anonymous,,,139.62.4.146,0,11/23/2015 10:10,11/23/2015 11:19,1,F089,1,1,1,3,6,5,1,1,1,2,8,0,4,5,3,6,5,7,5,2,2,3,5,7,2,6,0,4,2,3,7,3,1,5,0,1,5,5,1,6,6,6,1,1,6,2,8,2,0,4,0,1,1,7,7,8,1,7,8,8,5,5,6,4,4,3,3,4,6,5,6,1,6,1,6,2,5,7,7,2,2,3,2,1,2,5,3,4,1,7,1,1,7,7,7,7,6,7,2,2,2,,22,4,,1,3,,2,2,1,7,2,1,1,Nothing seemed strange to me. I only needed some clarification on the pilot study questions to make sure I was answering properly,Are people truly independent of their partners at any time while in a relationship?,determining relationship strength based on values/personal qualities,"They both deal with relationships, and the pilot study could be a continuation of the qualtrics study","not too much, but i certainly was in a much more positive mood as there were no negative questions on the pilot form (what irritates you about your partner? etc)","I'm not sure about if everyone received the same prompts, but if not, and say someone else received a set of negative prompts, it could influence their responses on the qualtrics part of the experiement by having them negatively primed in their thoughts about their relationships",1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_AoI5gb19EzffNNn,Default Response Set,Anonymous,,,139.62.163.52,0,11/23/2015 15:08,11/23/2015 16:39,1,F090,1,1,1,1,3,5,1,2,1,1,4,3,7,2,1,5,2,3,3,3,2,5,4,1,5,3,0,1,3,2,6,5,1,6,2,3,3,6,2,6,6,7,1,2,6,1,5,1,4,5,1,1,1,6,6,7,1,6,5,6,5,2,3,4,2,3,5,2,3,3,5,3,6,5,3,2,5,6,5,5,5,3,3,1,3,1,2,3,3,3,4,2,6,2,7,3,1,1,2,4,2,,18,1,,2,4,,0,7,1,6,1,1,1,no.,The purpose was to see how we felt about our partner and get an idea of what we looked for in the relationship. ,the purpose was to figure out what kind of people we are about telling the truth and communication with our partners. How we react to specific situations. ,"yes, in the sense that they were both asking us about relationship scenarios and how it would affect us. ",No. ,yes,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,0
R_3m9r4VRfwWr4FLm,Default Response Set,Anonymous,,,139.62.163.127,0,11/24/2015 13:50,11/24/2015 14:34,1,f091,1,1,1,8,8,0,4,0,0,0,8,8,8,0,0,8,0,8,0,0,8,8,8,8,0,0,4,0,8,8,8,8,4,8,0,0,8,4,8,8,8,8,0,4,8,0,4,0,0,8,0,1,1,8,8,0,0,8,6,6,7,1,1,7,7,1,1,1,7,4,4,7,4,1,7,4,4,1,7,1,7,1,1,1,1,7,1,1,7,4,1,7,7,3,7,7,7,7,1,7,2,,19,3,,1,4,,1,6,1,20,1,1,1,Some of the questions didn't really relate much to dating (ie speeding). ,Describing Relationships,Reactions to Hypothetical Events in a Dating Relationship,"Yes, how you describe your relationship says a lot about how you would react under certain situations. If you're descriptions of your relationship indicate it's struggling, then you may be more harsh on your partner in the hypothetical situations.",Somewhat. It put me in a mood that favored my relationship with my partner rather than going into the main study without any prior thought to my significant other.,I don't entirely recall if the person next to me received the same writing prompt.,1,1,1,Fuglestad,30.28779602,-81.42639923,-1,2
R_cARh8ZkqmpUw2ml,Default Response Set,Anonymous,,,139.62.163.52,0,11/24/2015 13:51,11/24/2015 14:35,1,f092,1,1,1,2,6,7,2,0,1,0,5,0,5,0,0,7,3,1,6,1,3,5,4,1,1,7,3,4,6,4,7,4,4,4,4,2,1,3,4,8,4,6,1,7,5,3,2,3,2,2,0,1,1,4,3,6,5,3,2,2,3,5,5,6,2,4,3,2,3,6,3,4,5,1,4,2,4,3,5,4,2,3,6,3,3,4,4,3,2,5,3,2,7,7,1,4,4,7,2,5,2,,20,3,,2,2,,0,6,1,20,1,1,1,N/A,To make sure we understood the questions properly.,To receive opinions on different scenarios given to different people and how they would handle them in their relationships. ,Yes they were because they both asked questions about my current partner and relationship,"I would say, because each question was different and I though about my partner when answering, not the pilot study.",Yes,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,0
R_2QhSpS2D9ogV9QM,Default Response Set,Anonymous,,,139.62.163.52,0,11/24/2015 14:35,11/24/2015 15:33,1,f093,1,1,1,3,8,1,6,1,0,0,6,1,6,5,6,5,8,2,7,1,6,3,8,8,1,7,0,0,8,5,8,3,1,7,4,5,1,5,5,8,8,8,1,8,2,2,5,5,5,5,1,1,1,8,8,8,2,7,8,8,5,4,3,5,4,6,3,2,4,5,2,3,4,5,5,3,5,7,2,5,5,3,5,1,1,3,5,5,2,5,3,3,7,6,5,6,7,3,5,3,2,,20,4,,1,5,,1,3,1,30,1,1,1,"When there were I ""never"" or I ""always"" questions, I was unsure as to how to answer them.",To see if the questions you ask elicit an appropriate response. It might also be to get me to think a certain way about my partner before I begin the main study.,To determine how I perceive myself in a relationship compared to how I perceive my partner.,Both asked about relationships and got me thinking about my partner,It got me to think more favorably about my partner before I began the main study,This one focused more on independence; other studies may have asked in what ways are we similar to our partner. This one also asked questions that would make me look positively about my partner; others may ask questions that shed a negative light on my partner,1,1,2,Fuglestad,30.28779602,-81.42639923,-1,2
R_2wd9dJ9kmequHVQ,Default Response Set,Anonymous,,,139.62.157.37,0,11/30/2015 11:18,11/30/2015 13:05,1,F094,1,1,1,0,7,0,1,0,0,0,4,1,8,1,0,7,3,5,6,1,7,6,6,8,7,8,0,2,8,4,8,8,0,7,2,2,6,3,4,8,8,8,0,7,7,0,5,4,6,8,0,1,1,8,8,8,0,8,8,8,4,7,3,6,6,7,6,2,4,7,2,6,2,4,5,2,5,7,3,6,4,3,2,1,2,4,3,5,1,7,1,6,6,1,1,6,2,6,1,2,2,,20,3,,1,4,,2,10,1,27,1,1,1,"The study seemed normal, and everything was straight forward.","To get information for Dr. Leone's study, which may also correspond with the main study because the questions seemed relevant. ",To acquire information about how people in relationships will react in hypothetical situations.,"Yes, the first study asked questions that could relate to exactly how close the two people in the relationship are as well as their future expectancies. ",No.,"I do not know, but I assume so. I am not sure how they could have differed.",1,1,2,Fuglestad,30.28779602,-81.42639923,-1,2
