"UID","session","treatment","wta.pen","wta.mug","Date","ExperimentalID","SubjectItem","YourNumber","Condition","BirthYear","Gender","Ethnicity","Country","Language","Education","Major","HSSStudent","HSSClasses","IsTalkative","TendsFault","ThoroughJob","IsDepressed","IsOriginal","IsReserved","IsHelpful","Careless","IsRelaxed","Curious","Energy","Quarrels","Reliable","Tense","Ingenious","Enthusiasm","Forgiving","Disorganized","Worries","Imagination","Quiet","Trusting","TendsLazy","Stable","Inventive","Assertive","ColdAloof","Perseveres","Moody","Artistic","Shy","Considerate","Efficient","Calm","PrefersRoutine","Outgoing","Rude","FollowsThrough","Nervous","Reflect","FewArtistic","Cooperate","Distracted","Sophisticated","theMugBid","thePenBid","WillingToPay","LikeBetterSubjectItem","ThinkOtherItem","ThinkSubjectItem","ThinkMoreAboutSubjectItem","leaveWithItem","leaveWithLess","BDMItem","BDMPrice","Female","HighTreat","Age","Day"
"18B4","18_friday_10","ML",5.115,5.115,"10-16-2015",11,"mug",1,"ML",1994,"M","Asian","Canada","English","College","Economics",FALSE,"",4,3,4,2,3,3,4,4,4,5,3,2,4,4,3,3,4,4,2,3,4,4,2,4,3,2,3,4,2,2,4,4,4,4,3,3,3,4,2,4,3,4,4,2,"000","000","0","0","0","0","0","000","000","000","000",0,0,21,5
"18B5","18_friday_10","MH",9.075,6.105,"10-16-2015",11,"mug",8,"MH",1995,"F","African/African American","Kenya","Swahili","College","Biology",FALSE,"",2,2,5,3,4,5,5,5,5,3,2,4,4,5,2,5,5,1,2,5,5,2,2,4,4,3,4,3,2,4,4,5,5,5,2,2,2,3,2,2,3,3,3,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,20,5
"18B6","18_friday_10","ML",3.135,7.095,"10-16-2015",1011,"mug",1,"ML",1986,"F","Asian","United States","English","Graduate School","public policy",FALSE,"",2,4,4,4,3,5,5,2,4,4,3,2,5,4,4,3,4,1,4,4,5,5,3,4,3,2,4,4,4,5,5,5,4,5,4,3,3,4,4,5,2,5,2,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,29,5
"18B7","18_friday_10","MH",2.145,1.155,"10-16-2015",11,"mug",8,"MH",1995,"M","Hispanic","United States","English","College","Neurobiology",FALSE,"",5,2,3,2,3,1,5,4,5,5,5,2,4,2,5,5,3,1,4,2,1,4,2,4,2,2,1,5,4,2,1,5,5,5,5,5,2,4,4,5,3,4,4,1,"000","000","0","0","0","0","0","000","000","000","000",0,1,20,5
"18B8","18_friday_10","ML",0.495,3.135,"10-16-2015",11,"mug",1,"ML",1991,"M","Asian","United States","English","Graduate School","J.D. (Law Degree)",FALSE,"",1,5,4,5,1,5,2,3,1,3,1,2,4,5,4,2,1,3,5,3,5,2,3,1,2,2,5,3,4,2,5,1,4,3,4,1,5,4,5,4,4,4,5,3,"000","000","0","0","0","0","0","000","000","000","000",0,0,24,5
"18B9","18_friday_10","MH",2.145,1.155,"10-16-2015",11,"mug",8,"MH",1996,"F","African/African American","United States","English","College","Environmental Science",FALSE,"",5,4,5,3,4,2,4,4,3,5,4,3,4,3,4,5,2,3,4,4,2,3,1,2,4,5,3,4,5,5,4,5,4,3,2,5,5,4,2,5,2,4,4,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,19,5
"19A10","19_friday_1130","MH",7.425,5.445,"10-16-2015",21,"mug",8,"MH",1995,"F","African/African American","United States","English","College","Neurobiology",FALSE,"",4,2,5,1,4,4,5,2,4,4,3,1,5,3,4,4,4,2,2,4,2,4,1,4,4,2,2,4,3,3,4,5,5,4,4,4,1,4,2,3,2,5,2,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,20,5
"19A12","19_friday_1130","MH",0.825,2.145,"10-16-2015",21,"mug",8,"MH",1993,"M","Caucasian","United States","English","College","Economics",FALSE,"",2,4,4,3,3,5,3,1,4,4,5,1,5,2,3,2,4,1,3,4,4,2,2,4,4,3,4,4,2,5,4,5,5,4,4,2,1,5,2,3,1,4,1,5,"000","000","0","0","0","0","0","000","000","000","000",0,1,22,5
"19A7","19_friday_1130","MH",3.465,0.165,"10-16-2015",21,"mug",8,"MH",1995,"M","Caucasian","Turkey","Azerbaijani","College","Anthropology & Government",FALSE,"",4,3,4,1,4,2,4,3,4,5,4,2,4,4,4,5,4,1,3,4,2,4,2,3,4,4,3,4,2,5,3,4,3,4,1,4,3,5,3,4,5,5,4,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,20,5
"19A8","19_friday_1130","MH",1.155,1.155,"10-16-2015",21,"mug",8,"MH",1997,"F","Asian","United States","English","College","Neurobiology",FALSE,"",4,2,4,2,3,2,3,3,2,4,4,2,3,4,3,4,4,2,4,5,3,4,3,4,2,3,2,4,4,4,4,4,2,2,2,4,2,2,4,4,2,4,5,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,18,5
"19A9","19_friday_1130","ML",4.455,2.475,"10-16-2015",21,"mug",1,"ML",1996,"F","Caucasian","United States","English","College","Government",FALSE,"",4,3,4,2,4,4,3,2,2,4,2,1,5,4,3,4,1,2,5,3,2,1,3,2,3,5,4,4,2,3,4,3,5,3,4,1,3,4,4,3,2,1,4,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,19,5
"19B1","19_friday_1130","MH",3.135,6.105,"10-16-2015",21,"mug",8,"MH",1994,"F","Caucasian","Sweden","Swedish","College","Economics",FALSE,"",3,2,4,2,5,4,5,4,2,5,4,1,5,3,5,5,5,4,4,5,4,5,4,3,3,3,4,4,2,3,4,5,3,4,2,4,2,3,4,5,4,3,3,2,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,5
"19B2","19_friday_1130","MH",1.155,2.145,"10-16-2015",21,"mug",8,"MH",1987,"M","Caucasian","United States","English","Graduate School","public policy",FALSE,"",4,2,4,2,4,3,4,3,4,5,4,2,4,3,4,4,4,3,3,5,2,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,2,4,3,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,28,5
"19B3","19_friday_1130","ML",7.095,0.825,"10-16-2015",21,"mug",1,"ML",1994,"F","Caucasian","United States","English","College","African American Studies",FALSE,"",4,3,3,3,4,2,4,2,3,4,3,2,5,2,3,5,5,4,2,4,2,4,2,4,3,4,2,4,2,3,2,4,4,4,3,4,4,4,2,5,2,4,4,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,5
"19B4","19_friday_1130","MH",1.155,7.755,"10-16-2015",21,"mug",8,"MH",1995,"M","African/African American","United States","English","College","HEB",FALSE,"",3,2,4,3,5,4,4,4,3,5,3,1,4,3,3,3,4,2,2,5,3,4,2,4,4,3,4,4,3,4,3,4,5,4,3,3,4,4,2,5,1,5,2,5,"000","000","0","0","0","0","0","000","000","000","000",0,1,20,5
"19B5","19_friday_1130","MH",1.815,3.465,"10-16-2015",21,"mug",8,"MH",1994,"F","Asian","United States","English","College","Computer Science",FALSE,"",4,2,4,3,3,3,3,4,3,4,3,2,4,4,3,3,4,4,3,3,3,4,4,2,3,2,3,2,4,4,4,3,2,3,3,2,3,2,2,4,2,3,4,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,5
"19B6","19_friday_1130","ML",5.115,3.795,"10-16-2015",21,"mug",1,"ML",1995,"F","Hispanic","United States","Spanish","College","Romance Languages and Literatures",FALSE,"",4,2,5,4,4,4,4,2,2,5,3,2,5,4,5,3,4,3,5,3,4,5,2,2,3,5,1,4,4,5,4,5,4,2,2,3,2,4,4,5,2,4,3,5,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,5
"19B7","19_friday_1130","MH",1.155,4.125,"10-16-2015",21,"mug",8,"MH",1993,"F","Other","United States","English","College","Government/Slavic Studies",FALSE,"",2,3,4,2,3,4,4,2,4,5,3,1,5,4,3,4,5,2,3,4,3,4,2,4,2,3,4,5,2,3,2,4,5,5,3,3,2,4,2,4,2,4,4,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,22,5
"19B8","19_friday_1130","MH",5.775,5.115,"10-16-2015",21,"mug",8,"MH",1996,"F","Asian","United States","English","College","Economics",FALSE,"",3,3,4,3,4,4,4,4,2,5,4,2,4,4,4,4,4,5,5,5,4,5,2,3,3,3,4,4,4,5,3,4,2,3,2,3,3,4,4,4,5,4,5,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,19,5
"2B10","2_tuesday_4.00","MH",1.155,3.135,"10-06-2015",1,"mug",8,"MH",1996,"F","Caucasian","United States","English","College","Government ",FALSE,"",2,2,4,2,4,4,4,4,4,4,3,1,4,4,3,3,4,3,2,4,4,4,2,4,4,2,2,4,3,4,4,4,4,3,2,3,1,3,2,4,1,3,3,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,19,1
"2B11","2_tuesday_4.00","MH",0,0,"10-06-2015",1,"mug",8,"MH",1987,"F","Caucasian","United States","English","Graduate School","Ed.M.",FALSE,"",4,2,4,4,4,3,4,2,3,4,2,1,4,4,3,4,4,1,2,4,2,4,2,3,3,4,2,4,4,4,2,4,5,4,2,4,3,4,3,4,2,4,1,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,28,1
"2B12","2_tuesday_4.00","MH",1.815,0.495,"10-06-2015",1,"mug",8,"MH",1992,"M","Caucasian","Germany","German","Graduate School","Public policy",FALSE,"",4,4,4,3,5,4,2,2,2,4,4,3,5,5,5,5,4,1,5,4,3,4,2,2,4,4,4,4,4,5,4,4,5,3,1,3,4,4,2,4,2,4,2,3,"000","000","0","0","0","0","0","000","000","000","000",0,1,23,1
"2B8","2_tuesday_4.00","ML",1.485,0,"10-06-2015",1,"mug",1,"ML",1994,"F","Caucasian","United States","English","College","Math",FALSE,"",4,2,4,2,4,2,4,4,2,4,4,4,4,4,3,3,2,3,3,2,2,4,2,2,2,5,3,4,4,1,2,2,3,2,2,4,5,4,4,2,4,3,4,1,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,1
"2B9","2_tuesday_4.00","MH",1.485,5.115,"10-06-2015",1,"mug",8,"MH",1994,"F","Asian","United States","English","College","Economics",FALSE,"",2,4,4,4,5,5,4,4,5,5,2,1,4,3,4,2,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,3,5,5,2,3,4,4,4,5,2,2,4,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,1
"2C1","2_tuesday_4.00","MH",5.115,1.155,"10-06-2015",1,"mug",8,"MH",1995,"F","Caucasian","United States","English","College","Social Anthropology",FALSE,"",5,4,5,2,4,3,4,2,3,4,5,3,5,4,3,4,4,1,4,4,1,4,2,3,4,5,2,5,4,4,1,5,5,2,4,5,4,5,3,4,1,4,4,5,"000","000","0","0","0","0","0","000","000","000","000",1,1,20,1
"2C11","2_tuesday_4.00","ML",5.115,5.115,"10-06-2015",1,"mug",1,"ML",1990,"M","African/African American","Burundi","Kirundi","College","EE",FALSE,"",2,2,4,2,3,3,4,2,5,4,4,1,4,3,5,4,5,2,2,4,3,4,2,4,3,3,2,4,2,3,2,4,4,4,3,4,2,5,2,4,3,4,2,3,"000","000","0","0","0","0","0","000","000","000","000",0,0,25,1
"2C12","2_tuesday_4.00","ML",0.165,0.165,"10-06-2015",1,"mug",1,"ML",1995,"F","Caucasian","United States","English","College","philosophy of biology",FALSE,"",3,4,3,4,4,4,3,2,1,5,2,2,3,5,4,2,3,3,5,4,4,1,2,3,4,4,4,3,5,4,4,3,2,4,4,3,3,2,5,5,2,3,3,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,1
"2C2","2_tuesday_4.00","ML",9.57,9.57,"10-06-2015",1,"mug",1,"ML",1993,"F","Caucasian","United States","English","College","Molevular and Cellular Biology",FALSE,"",5,2,5,1,4,2,4,3,4,5,5,1,5,4,4,4,5,1,4,5,2,5,2,4,3,4,3,5,2,5,3,5,5,5,2,5,2,5,3,4,1,5,2,5,"000","000","0","0","0","0","0","000","000","000","000",1,0,22,1
"2C3","2_tuesday_4.00","ML",0.165,0.165,"10-06-2015",1,"mug",1,"ML",1995,"F","Caucasian","United States","English","College","Gender Studies",FALSE,"",3,4,4,2,4,3,5,2,1,4,3,2,4,4,5,3,3,4,5,5,3,2,1,1,4,2,2,4,4,3,4,5,4,4,4,3,1,4,4,5,3,4,4,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,1
"2C4","2_tuesday_4.00","ML",2.145,2.145,"10-06-2015",1,"mug",1,"ML",1996,"M","Asian","Korea South","English","College","Statistics",FALSE,"",4,3,3,2,4,3,3,4,4,4,4,2,4,3,3,5,3,4,3,4,3,4,4,4,4,4,3,4,3,4,2,4,4,4,3,5,2,3,2,3,3,4,3,4,"000","000","0","0","0","0","0","000","000","000","000",0,0,19,1
"2C5","2_tuesday_4.00","MH",9.57,8.745,"10-06-2015",1,"mug",8,"MH",1992,"M","Asian","United States","Cantonese","Graduate School","Biology",FALSE,"",3,4,4,3,3,3,3,2,3,4,3,1,4,4,4,3,4,2,4,3,4,3,4,4,3,2,3,4,2,4,4,4,2,3,4,3,2,4,4,4,2,3,2,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,23,1
"2C7","2_tuesday_4.00","ML",1.485,1.485,"10-06-2015",1,"mug",1,"ML",1987,"F","Caucasian","United States","English","Graduate School","Law",FALSE,"",2,4,5,5,4,5,4,2,2,5,2,2,5,5,4,2,4,2,5,3,5,1,2,2,4,3,5,5,4,4,4,4,4,4,4,2,4,4,4,4,2,2,2,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,28,1
"2C8","2_tuesday_4.00","MH",2.805,2.145,"10-06-2015",1,"mug",8,"MH",1994,"F","Caucasian","United States","English","College","Cognitive Neuroscience",FALSE,"",2,4,4,3,3,5,4,2,2,4,3,2,5,4,4,3,4,1,5,2,4,3,2,2,3,4,3,5,4,2,4,4,5,4,4,3,3,4,5,4,3,3,2,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,1
"2C9","2_tuesday_4.00","ML",4.455,5.115,"10-06-2015",1,"mug",1,"ML",1995,"F","Hispanic","United States","English","College","Economics",FALSE,"",5,2,4,1,4,2,5,2,4,5,5,1,5,2,4,5,5,3,2,4,2,5,1,5,5,4,2,5,2,5,2,5,5,5,5,5,2,5,2,3,2,5,4,5,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,1
"20A10","20_friday_230","ML",0.165,0.165,"10-16-2015",31,"mug",1,"ML",1995,"F","Other","United States","English","College","Religion",FALSE,"",5,4,5,2,4,3,4,4,2,3,1,2,5,5,4,4,3,1,5,5,2,3,5,3,3,4,2,4,2,4,4,4,5,4,2,3,3,4,4,4,3,4,4,2,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,5
"20A11","20_friday_230","MH",1.155,0.825,"10-16-2015",31,"mug",8,"MH",1993,"F","Caucasian","United States","English","Graduate School","Prevention Science and Practice: Adolescent School Guidance Counseling",FALSE,"",4,2,4,1,4,2,5,3,3,5,3,2,5,4,4,3,4,1,4,4,3,5,5,3,4,3,3,3,4,5,4,5,4,4,4,4,1,4,3,5,2,4,3,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,22,5
"20A12","20_friday_230","MH",8.085,9.405,"10-16-2015",31,"mug",8,"MH",1994,"F","Middle Eastern","Egypt","Arabic","College","Economics",FALSE,"",4,4,4,2,3,2,3,4,3,4,4,3,4,4,3,4,3,4,4,4,2,3,2,4,3,3,2,4,3,2,3,3,4,3,2,4,3,4,4,4,3,3,3,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,5
"20A7","20_friday_230","ML",4.455,4.785,"10-16-2015",31,"mug",1,"ML",1995,"M","African/African American","United States","English","College","Neurobiology",FALSE,"",2,2,4,3,4,2,4,4,5,4,2,5,5,2,5,5,5,3,4,4,4,4,2,4,4,4,4,5,3,4,4,4,4,4,4,3,2,5,3,3,4,4,4,4,"000","000","0","0","0","0","0","000","000","000","000",0,0,20,5
"20A8","20_friday_230","ML",5.115,0.165,"10-16-2015",31,"mug",1,"ML",1994,"M","Caucasian","United States","English","College","Chemistry and Physics",FALSE,"",3,4,4,2,4,4,3,3,4,4,4,3,5,4,4,2,2,2,2,4,4,2,1,4,2,4,4,4,3,2,4,3,4,4,2,2,4,4,3,4,4,3,3,1,"000","000","0","0","0","0","0","000","000","000","000",0,0,21,5
"20A9","20_friday_230","ML",1.485,6.765,"10-16-2015",31,"mug",1,"ML",1997,"F","African/African American","United States","English","College","Environmental Science and Public Policy",FALSE,"",5,2,5,3,5,2,4,2,2,5,4,1,5,2,5,5,5,2,4,5,1,5,4,2,4,5,2,5,5,4,2,5,5,3,2,5,3,3,2,5,4,5,3,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,18,5
"20B1","20_friday_230","ML",3.795,0.825,"10-16-2015",31,"mug",1,"ML",1996,"M","Asian","United States","Urdu","College","Economics",FALSE,"",5,4,5,4,5,2,5,2,3,4,5,2,5,5,5,4,3,2,5,5,2,2,2,3,4,4,2,5,3,4,4,5,5,3,5,5,2,5,4,4,3,4,3,2,"000","000","0","0","0","0","0","000","000","000","000",0,0,19,5
"20B3","20_friday_230","ML",6.105,7.425,"10-16-2015",31,"mug",1,"ML",1995,"M","African/African American","United States","English","College","Cognitive Neuroscience and Evolutionary Psychology",FALSE,"",2,4,4,1,3,5,3,2,4,4,3,2,5,3,4,2,4,2,2,5,3,4,4,4,4,3,5,5,4,5,4,3,4,5,3,1,4,2,3,4,1,2,5,3,"000","000","0","0","0","0","0","000","000","000","000",0,0,20,5
"20B5","20_friday_230","ML",5.115,2.475,"10-16-2015",31,"mug",1,"ML",1994,"F","Asian","United States","English","College","Economics",FALSE,"",3,4,5,2,4,4,4,2,3,5,3,1,5,4,4,3,2,1,3,3,4,3,1,4,3,3,3,4,3,4,4,4,4,3,3,3,2,4,3,4,2,4,2,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,5
"20B6","20_friday_230","MH",7.755,6.435,"10-16-2015",31,"mug",8,"MH",1994,"M","Caucasian","United States","English","College","Economics",FALSE,"",2,4,4,4,4,4,4,2,2,4,4,2,4,5,4,2,2,3,5,5,4,1,2,3,3,4,4,5,4,3,4,4,1,4,2,2,3,4,2,5,2,4,4,3,"000","000","0","0","0","0","0","000","000","000","000",0,1,21,5
"20B7","20_friday_230","ML",0.825,1.815,"10-16-2015",31,"mug",1,"ML",1995,"M","Caucasian","Romania","Romanian","College","Physics and Math",FALSE,"",3,2,5,2,3,3,4,3,3,4,4,3,4,4,4,4,4,1,2,4,3,4,2,4,4,3,3,4,4,4,3,3,4,3,3,2,4,4,3,4,4,2,3,2,"000","000","0","0","0","0","0","000","000","000","000",0,0,20,5
"20B8","20_friday_230","ML",3.135,1.155,"10-16-2015",31,"mug",1,"ML",1996,"M","African/African American","United States","English","College","English",FALSE,"",3,3,4,1,3,4,4,4,5,5,3,1,3,2,5,2,5,4,1,3,4,4,4,5,3,2,3,4,2,3,4,4,3,4,3,2,3,3,2,5,3,3,4,3,"000","000","0","0","0","0","0","000","000","000","000",0,0,19,5
"20B9","20_friday_230","ML",6.105,3.135,"10-16-2015",31,"mug",1,"ML",1994,"F","Other","United States","English","College","Applied Mathematics",FALSE,"",3,2,4,3,5,4,3,2,5,5,3,1,4,3,4,2,4,1,4,5,3,4,3,5,5,4,4,4,3,4,5,4,3,5,2,4,1,3,2,5,2,4,4,5,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,5
"3B11","3_wed_10.00","MH",9.57,6.435,"10-07-2015",111,"mug",8,"MH",1985,"F","Hispanic","Peru","Spanish","Graduate School","International Relations",FALSE,"",5,2,5,1,4,1,5,4,3,5,5,4,5,2,4,5,5,1,2,5,1,4,1,4,4,4,1,4,1,4,1,4,4,4,2,5,1,5,1,4,2,5,3,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,30,2
"3B12","3_wed_10.00","MH",5.115,9.405,"10-07-2015",121,"mug",8,"MH",1996,"F","Caucasian","United States","English","College","Applied Math - Engineering",FALSE,"",3,3,5,4,4,3,5,3,4,5,3,4,5,4,4,4,4,4,4,4,2,2,2,2,4,4,3,5,5,4,4,4,3,5,2,4,4,4,4,5,2,4,4,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,19,2
"3B7","3_wed_10.00","ML",1.815,0,"10-07-2015",71,"mug",1,"ML",1994,"M","Caucasian","United States","English","College","Visual & Environmental Studies",FALSE,"",4,4,2,3,5,3,2,2,5,5,4,4,2,2,4,2,5,5,3,5,3,4,4,5,4,3,4,2,4,5,4,3,2,5,2,3,4,2,1,5,1,4,4,5,"000","000","0","0","0","0","0","000","000","000","000",0,0,21,2
"3B9","3_wed_10.00","ML",1.155,4.125,"10-07-2015",91,"mug",1,"ML",1995,"F","Middle Eastern","United States","English","College","Biology",FALSE,"",3,2,4,1,4,4,4,2,4,4,4,1,4,4,3,3,4,1,2,2,4,4,2,5,4,2,2,3,4,5,2,5,3,4,4,3,1,3,1,3,1,5,4,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,2
"3C10","3_wed_10.00","MH",0.165,0.165,"10-07-2015",211,"mug",8,"MH",1995,"M","Middle Eastern","United States","Turkish","College","Molecular and Cellular Biology",FALSE,"",5,4,4,3,4,2,3,3,3,4,4,4,4,4,5,5,3,2,3,4,2,4,2,3,4,5,2,2,4,4,2,3,3,4,3,4,3,4,2,4,2,4,3,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,20,2
"3C11","3_wed_10.00","ML",0.165,0.165,"10-07-2015",231,"mug",1,"ML",1994,"F","Asian","United States","English","College","Economics",FALSE,"",3,4,5,2,4,3,3,4,3,5,4,2,5,2,4,3,3,2,5,5,4,4,3,2,5,4,4,5,3,5,4,4,4,3,2,4,3,4,5,5,1,4,4,5,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,2
"3C12","3_wed_10.00","MH",8.745,9.075,"10-07-2015",241,"mug",8,"MH",1989,"F","Caucasian","United States","English","Graduate School","Middle East Studies",FALSE,"",3,3,4,2,5,4,4,4,4,5,4,1,5,4,4,2,2,2,5,3,4,4,2,4,4,2,2,3,3,5,4,4,4,4,3,4,2,5,1,4,1,3,2,5,"000","000","0","0","0","0","0","000","000","000","000",1,1,26,2
"3C2","3_wed_10.00","ML",9.57,1.155,"10-07-2015",141,"mug",1,"ML",1986,"F","Asian","India","Malayalam","Graduate School","Public Administration",FALSE,"",2,2,5,1,3,4,3,4,3,3,3,1,5,4,3,2,4,1,2,3,4,5,1,5,3,3,2,5,2,5,5,5,5,4,3,3,2,5,3,5,4,5,3,5,"000","000","0","0","0","0","0","000","000","000","000",1,0,29,2
"3C3","3_wed_10.00","ML",1.155,2.145,"10-07-2015",151,"mug",1,"ML",1989,"F","Caucasian","Argentina","Spanish","Graduate School","management",FALSE,"",3,3,4,1,3,2,5,2,3,5,4,2,5,2,3,4,3,2,2,4,3,5,2,4,4,4,2,5,3,5,2,5,4,3,2,4,2,4,3,4,2,5,3,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,26,2
"3C5","3_wed_10.00","ML",9.57,4.125,"10-07-2015",171,"mug",1,"ML",1993,"F","African/African American","United States","English","College","Biomedical Engineering",FALSE,"",2,2,4,1,4,3,4,2,4,4,4,1,4,4,2,4,4,4,3,4,3,4,2,4,4,2,1,4,2,4,4,4,4,4,2,4,2,4,1,4,1,4,2,2,"000","000","0","0","0","0","0","000","000","000","000",1,0,22,2
"3C6","3_wed_10.00","ML",1.485,1.815,"10-07-2015",181,"mug",1,"ML",1994,"F","Asian","India","Hindi","College","Government",FALSE,"",4,3,4,2,3,4,2,4,4,4,4,2,4,4,3,3,2,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,2,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,2
"3C7","3_wed_10.00","ML",8.415,7.095,"10-07-2015",191,"mug",1,"ML",1994,"M","Hispanic","United States","Spanish","High School","",FALSE,"",4,2,5,4,4,2,4,3,5,5,5,2,4,5,5,5,3,4,4,5,2,4,4,5,4,5,3,4,4,4,4,5,4,5,4,5,3,4,3,4,4,5,1,4,"000","000","0","0","0","0","0","000","000","000","000",0,0,21,2
"3C9","3_wed_10.00","MH",1.155,5.115,"10-07-2015",211,"mug",8,"MH",1992,"F","African/African American","United States","English","Graduate School","Law",FALSE,"",4,4,4,2,4,3,4,2,3,4,3,3,4,4,4,4,2,2,4,3,2,3,2,4,3,5,4,4,4,4,2,2,4,3,3,4,4,4,3,3,3,4,2,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,23,2
"4B10","4_wed_11.30","ML",4.785,4.125,"10-07-2015",41,"mug",1,"ML",1994,"F","Other","United States","English","College","Archaeology and Social Anthropology",FALSE,"",5,2,3,2,5,2,4,5,4,5,3,1,4,2,5,4,5,5,2,5,2,5,4,3,4,4,1,4,3,5,3,4,3,5,5,5,3,2,2,5,1,4,5,5,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,2
"4B11","4_wed_11.30","MH",1.155,2.145,"10-07-2015",51,"mug",8,"MH",1996,"M","Other","United States","English","College","undecided",FALSE,"",3,3,3,4,3,5,2,4,2,4,1,1,2,4,3,2,3,3,4,4,3,3,4,2,2,2,4,2,4,4,4,2,2,2,4,1,3,3,4,3,2,2,5,2,"000","000","0","0","0","0","0","000","000","000","000",0,1,19,2
"4B12","4_wed_11.30","MH",1.155,3.135,"10-07-2015",61,"mug",8,"MH",1993,"F","Caucasian","United States","English","College","Neurobiology",FALSE,"",4,3,5,4,4,3,3,1,2,5,3,2,4,5,3,3,2,4,5,4,4,2,3,3,4,2,4,3,3,5,3,4,4,4,2,3,1,4,5,5,1,4,2,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,22,2
"4B9","4_wed_11.30","MH",2.475,2.805,"10-07-2015",31,"mug",8,"MH",1994,"M","Caucasian","United States","English","College","Economics",FALSE,"",4,5,5,3,2,3,3,1,3,4,4,3,5,4,4,4,3,1,2,3,2,4,1,3,3,5,2,4,3,2,1,4,5,4,4,4,3,5,2,3,4,2,1,2,"000","000","0","0","0","0","0","000","000","000","000",0,1,21,2
"4C1","4_wed_11.30","MH",7.095,4.785,"10-07-2015",191,"mug",8,"MH",1993,"M","Hispanic","United States","Spanish","College","Neurobiology",FALSE,"",4,4,5,2,4,3,4,2,4,5,4,3,5,4,5,5,4,3,2,3,4,4,2,3,4,5,1,5,4,2,4,4,5,5,3,4,4,4,2,5,4,4,3,2,"000","000","0","0","0","0","0","000","000","000","000",0,1,22,2
"4C2","4_wed_11.30","ML",2.805,3.795,"10-07-2015",201,"mug",1,"ML",1995,"F","Other","Canada","English","College","Sociology",FALSE,"",4,4,4,2,3,4,4,3,4,4,3,2,5,4,3,4,2,1,4,4,3,4,2,4,3,5,3,4,4,4,4,4,5,4,5,3,4,4,3,4,4,4,3,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,2
"4C3","4_wed_11.30","MH",1.155,1.155,"10-07-2015",221,"mug",8,"MH",1994,"M","Asian","United States","English","High School","",FALSE,"",4,4,4,2,2,4,4,4,3,4,3,1,4,4,2,2,4,4,3,3,4,4,2,4,3,3,2,4,4,4,4,5,2,3,4,3,3,2,3,2,2,4,4,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,21,2
"4C5","4_wed_11.30","ML",3.465,5.445,"10-07-2015",231,"mug",1,"ML",1996,"F","Asian","United States","English","College","Neurobiology",FALSE,"",2,2,4,3,2,5,3,4,2,5,3,2,4,4,4,2,4,3,4,4,4,3,4,4,4,4,4,3,4,2,4,3,3,2,1,2,3,3,4,5,5,3,4,2,"000","000","0","0","0","0","0","000","000","000","000",1,0,19,2
