V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,Un1,Un2
R_2D5IM3DM8hNObPa,Default Response Set,,,,192.38.127.143,,10/27/15 09:59,10/27/15 10:40,1,1,1,0,0,56.822,0,1,,,,,,,3000,1,0,0,15.402,0,1,9,1,"I contributed the full amount because it will have the highest yield for me if the group does the same as well, And if 2 other people do the same then we all stand to make more than if we do not contribute.",1,6,2,9,7,7,7,7,7,2,7,3,9,2,7,7,4,8,9,6,7,2,9,6,7,3,9,5,9,8,3,2,9,1,0,0,0,0,6,9,1,3,1,2,2,"I think the study is trying to show how people react when they have to trust a group of people who they don't know who are with money, and everyone has the opportunity to take money and also to give money, the study is trying to show that people are selfish when they are anonymous and no one knows who they are.",I suspect that people will try to keep the money instead of pooling it.,3,5,2,4,73,1,"Ry, Denmark",20,55.66670227,12.58329773,-1,,7,1
R_2dEHh2ZrbLVhUma,Default Response Set,,,,192.38.127.141,,10/29/15 10:02,10/29/15 10:37,1,1,1,0,0,57.95,0,1,,,,,,,0,1,16.466,16.466,35.905,1,1,9,1,"Jeg valgte ud fra, at i f蜋rste runde er mange skeptiske og derfor v蚠lger at l蚠gge f蚠rre ind, end hele bel蜋bet, som ville v蚠re det bedste for gruppen som helhed.",1,6,3,9,3,4,3,3,7,4,8,6,8,8,5,8,3,7,7,8,8,5,7,7,8,7,6,8,7,9,5,3,6,2,1,0,0,0,7,9,3,2,2,2,2,"Det m蜋nter pr蜋ver at vise, hvis man l蚠gger alle pengene ind i puljen, s外 vil det give flere penge, end det man startede med, s外 man kunne ved at t蚠nke p外 dne m外de fordouble sine penge. \\Anden del med sp蜋rgsm外l, er nok nogle sp蜋rgsm外l, som er knyttet til den besvarelse om har lavet i opgave 1, og m外ske for at se om man t蚠nker som en rationel forbruger/rationel menneske ?","Jeg tror ikke alle er villige til at l蚠gge alle deres penge, med fare for at komme ud med mindre end man startede med.",5,3,7,5,75,1,"Hiller蜋d, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_2DLzHpBAF4veaxv,Default Response Set,,,,192.38.127.139,,10/27/15 10:00,10/27/15 10:37,1,1,1,47.5,47.5,49.045,1,1,,,,,,,2997,1,0,0,23.806,0,1,9,9,"I chose to contribute 2997 蜋re because it is for the common good to put money unto the project. I kept 3 蜋re for the possibilty of having, marginaly,  the most money afterwards",1,2,2,8,3,7,6,7,6,7,3,5,7,1,7,7,3,7,5,7,9,2,8,7,8,3,3,3,6,2,2,2,8,1,1,1,0,0,8,9,1,3,1,2,1,"The more activity on a market the better. Interdependens. By trying to get the participants to distrust each other, even though the group would benefit the most if all where to put their money into the mix.",no,6,2,6,2,73,1,"Hellerup, Denmark",20,55.66670227,12.58329773,-1,,7,7
R_2DMv3HP31hOOs9P,Default Response Set,,,,192.38.127.158,,10/26/15 08:08,10/26/15 12:42,1,1,1,0,0,80.075,0,1,3000,1,0,0,9.122,0,,,,,,,1,9,9,I choose to contribute this amount because this way there is a change that i (and the rest of the group) in the end will make more money.,1,9,1,9,8,5,4,9,9,9,8,4,9,5,9,8,2,9,7,9,9,1,9,5,9,2,2,9,9,5,7,2,9,1,1,0,0,0,2,9,3,1,2,1,2,"The present study was trying to show how people interact with each other and  especially relationships between people in the real world. The study was trying to show how i think of other people, and if i even think of other people.",no.,5,9,6,9,77,2,"Hellerup, Denmark",20,55.66670227,12.58329773,-1,,7,7
R_2drK0NmWBsCkkaf,Default Response Set,,,,192.38.127.136,,10/27/15 12:41,10/27/15 13:40,1,1,1,0,0,110.521,0,1,2397,1,0,0,12.694,0,,,,,,,1,9,4,I choose it because I thought i would benefit me the most,1,6,7,5,7,4,8,7,5,7,7,2,8,6,6,7,2,5,3,5,4,1,5,5,5,2,3,2,3,8,1,2,2,1,0,0,0,0,8,9,1,2,1,2,2,I think it tried to show if there is any coherence between the actual decisions we make and the general perception we have on other people,no,9,5,2,6,74,1,"Fr蜋strup, Denmark",16,55.66670227,12.58329773,-1,,7,5
R_2dZayH9b9RM6lIl,Default Response Set,,,,192.38.127.144,,10/28/15 09:47,10/28/15 10:38,1,1,1,0,0,52.766,0,1,,,,,,,0,1,0,0,20.768,0,1,9,1,I've chosen to contribute with 0 蜋re because it's possible for me to make the most money. I don't trust that the others will donate all of their money.,1,8,5,7,9,5,8,8,7,6,8,3,7,9,8,8,7,7,3,7,7,1,6,2,4,2,2,4,3,8,3,3,4,1,1,0,0,0,3,7,3,1,3,2,2,"I think that the study tried to show the relationship between how much money you are willing to give and if you are a ""selfish"" person or not. If one says that he trust people, one would have contributed with all of his money while if it was the other way around, one wouldn't have contributed with any money. So it's a study about personality and how it affects your economic behalf.",No,6,2,7,2,76,1,"Copenhagen, Denmark",30,55.66670227,12.58329773,-1,,7,1
R_2e9ZiYChkYGTu38,Default Response Set,,,,192.38.127.156,,10/30/15 12:21,10/30/15 12:48,1,1,1,0,0,71.087,0,1,1184,1,0,0,19.116,0,,,,,,,1,9,1,I tried to find a balance between common and personal interest.,1,7,8,8,4,6,6,7,6,8,3,8,7,6,8,7,3,8,3,7,7,3,6,6,7,6,7,7,8,8,6,3,7,1,1,0,0,0,3,8,3,2,1,1,1,"How people interact with one another. The questions were asked in order to collect information about the participants, and the answers will be compared with the contributions in the experiment.",The participants will have to be honest when answering. If that's not the case the study isn't representative.,5,5,4,2,77,1,Denmark,23,55.66670227,12.58329773,-1,,7,1
R_2ggcU9F6kfT5UFr,Default Response Set,,,,192.38.127.147,,10/29/15 07:53,10/29/15 08:30,1,1,1,0,0,27.986,0,1,,,,,,,3000,1,0,0,10.105,0,1,9,1,I wish for the group to earn as much as possible,1,7,9,7,6,9,6,9,9,7,7,5,9,4,8,9,1,6,2,9,7,3,7,7,8,1,3,6,2,4,4,1,9,3,3,0,0,0,7,9,1,3,3,2,1,Trying to show how an individual makes decicions,no,4,2,5,6,76,1,"Gentofte, Denmark",25,55.66670227,12.58329773,-1,,7,1
R_2P6wVM5YQBvLsBl,Default Response Set,,,,192.38.127.142,,10/28/15 09:46,10/28/15 10:35,1,1,1,0,0,26.226,0,1,,,,,,,0,1,0,0,13.462,0,1,9,1,"There's a chance that no one will contribute with zero money, so I've done the same. \\If people contribute I will earn cash, I have no risk of losing any money.",1,5,3,9,9,4,5,7,5,9,9,6,9,9,5,9,1,9,9,9,8,1,9,9,9,1,5,3,4,9,2,2,9,1,1,0,1,0,5,10,1,2,1,2,2,"This study is trying to show, how people make decisions why they make them. Furthermore the study wants knowledge about us, to group the different answers.",No,9,5,7,9,75,1,Holte,30,55.66670227,12.58329773,-1,,7,1
R_2Pb5l3mK4pVDnZq,Default Response Set,,,,192.38.127.161,,10/28/15 09:50,10/28/15 10:38,1,1,1,0,0,48.782,0,1,999,1,0,0,14.983,0,,,,,,,1,9,4,"Jeg n外ede ikke at t蚠nke over det, fordi timeren var p外 10 sekunder, men ville ikke risikere at bruge det hele p外 桐n gang - s外 d外rlig forberedt og stresset af timer.",1,8,2,8,7,7,8,8,7,6,7,4,6,3,7,8,7,6,7,9,7,5,8,8,7,7,6,6,6,5,2,2,6,1,0,0,0,0,7,9,1,2,1,2,2,"I believe the study was trying to tell if we think of optimizing as a group or as individuals, by making us decide whether we would make a decision that creates the most value for all, or the decision that could turn the most profit for ourselves.",I may have read the early instructions too fast.\I don't know if i should answer in English or Danish.,9,7,9,7,75,1,"Fredericia, Denmark",30,55.66670227,12.58329773,-1,,7,4
R_2PhReTDZjUlxYFL,Default Response Set,,,,192.38.127.140,,10/27/15 10:00,10/27/15 10:41,1,1,1,0,0,137.198,0,1,,,,,,,1500,1,0,0,62.039,0,1,9,1,"you want to maximize your overall profit, but you don't cant be sure what the other will decide to invest all 30. I therefore decided to invest halve.",1,7,5,9,7,7,8,8,8,9,8,6,9,7,6,8,3,5,5,6,5,1,5,2,5,1,2,4,3,8,1,2,9,1,0,0,0,0,4,4,2,3,3,1,2,"The relationship between personality, especially with regard to ones trust in others and how that influences ones decision-making.",no,4,3,4,4,74,1,Denmark,20,55.66670227,12.58329773,-1,,7,1
R_2pXjVAt3oSogtZn,Default Response Set,,,,192.38.127.159,,10/30/15 10:06,10/30/15 10:32,1,1,1,0,0,61.296,0,1,999,1,0,0,12.015,0,,,,,,,1,9,1,"it seemed like a safe amount, not too much or too little",1,7,8,8,8,5,8,7,8,8,8,5,9,8,8,8,3,8,8,8,7,3,7,5,3,2,3,3,5,7,3,2,6,1,1,1,0,1,4,6,3,1,1,1,2,"how different kinds of people interact with each other,",no,2,2,2,2,75,1,Denmark,20,55.66670227,12.58329773,-1,,7,1
R_2qlNW8gYVJez7N2,Default Response Set,,,,192.38.127.142,,10/26/15 08:08,10/26/15 12:43,1,1,1,0,0,78.293,0,1,,,,,,,3000,1,0,0,13.507,0,1,9,1,"Because if everyone contributes a great amount, everyone will get a great amount back. I trust that no one is going to put in 0.",1,7,2,7,7,7,7,8,7,2,7,2,7,5,7,7,4,7,8,8,8,7,8,8,8,3,6,8,7,8,2,4,8,2,4,2,0,0,6,8,1,2,1,2,2,It is trying to show trust and faith in other people by risking your own money to others.,"I suspected some of the other participants wouldn't put any money in the pool.\Some of the questions didn't make sense. Like ""indicate how much much you trust a stranger""\And you had no option to indicate no trust at all.",2,6,3,5,75,1,"Farum, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_2QmSzpvfcCqQyyh,Default Response Set,,,,192.38.127.157,,10/30/15 12:24,10/30/15 12:42,1,1,1,0,0,53.192,0,1,,,,,,,1500,1,0,0,9.801,0,1,9,9,"Wanted to give 1/2 of the amount i was giving. Not sure if anyone else would give all 3000 蜋re. So no matter what, i will have 15dkk, when i leave.",1,8,4,5,5,3,8,8,5,6,7,7,4,7,7,8,6,8,6,8,8,2,9,7,7,2,7,7,7,5,8,3,7,2,1,0,0,0,6,8,3,2,1,2,2,"Economic trust in other people. You have to count on the others in the study, and hope they would give all their money to the pool.",no,5,3,6,3,76,1,"Denmark, Virum.",23,55.66670227,12.58329773,-1,,7,7
R_2QtV71op9DauDtp,Default Response Set,,,,192.38.127.151,,10/29/15 07:53,10/29/15 08:36,1,1,1,0,0,54.318,0,1,,,,,,,3000,1,0,0,17.27,0,1,9,1,so everyone could end up with as much as possible,1,5,3,7,7,7,5,6,7,2,9,2,7,1,5,6,8,6,5,9,8,2,8,6,5,3,5,4,7,6,5,2,5,1,1,0,0,0,7,9,1,3,1,2,1,"the study was trying to show if ""strangers"" can trust ""strangers"" this was done by giving us money not knowing whom you were going to share with and if they even were going to share with you",no,5,2,4,2,76,1,"kongens lyngby, DK",26,55.66670227,12.58329773,-1,,7,1
R_2QVQGcuMA8F4FNf,Default Response Set,,,,192.38.127.146,,10/29/15 07:53,10/29/15 08:29,1,1,1,0,0,43.572,0,1,,,,,,,3000,1,0,0,13.521,0,1,9,1,"To ensure the group gets a maximum, believing others will do the same.",1,8,9,9,5,7,9,9,4,7,7,4,8,4,9,8,1,4,1,3,7,2,3,3,7,1,1,1,1,3,3,2,7,1,0,0,0,0,2,6,3,3,2,2,2,"Benefiting the group as a whole, and thereby benefiting the most, or benefiting an individual at the cost of others.",no,4,3,4,3,76,1,Denmark,20,55.66670227,12.58329773,-1,,7,1
R_2R3untqDNxtekxm,Default Response Set,,,,192.38.127.148,,10/28/15 09:47,10/28/15 10:43,1,1,1,0,0,56.26,0,1,,,,,,,1995,1,0,0,31.115,0,1,4,1,"I found a moderate amount for start, so I might earn more later due, for them to believe i contribute a lot, while I decrease my contribution to the group.",1,8,3,9,5,5,7,4,7,6,9,4,4,6,7,3,4,8,6,7,8,5,7,7,8,2,3,6,7,6,7,4,5,2,1,0,0,0,7,8,3,2,3,2,2,"How people are affected by the chance of larger personal gain over a more evenly shared but lesser gain. It is a dilemma seen in societies, individual over group. \\It might shown it in a bad light, since most people here are trying to win as much as possible and we have nothing to lose, compared to people in society.",no,9,5,4,2,76,1,"Gladsaxe, Denmark",30,55.66670227,12.58329773,-1,,3,1
R_2roMhI5CM89R4ww,Default Response Set,,,,192.38.127.164,,10/30/15 10:06,10/30/15 10:42,1,1,1,0,0,49.665,0,1,3000,1,0,0,4.667,0,,,,,,,1,9,1,"I'm counting on the others to bet the highest amount. If the others bet low, and i do too, we will all loose, therefore I chose to bet high.",1,6,5,6,8,6,7,7,7,7,4,8,6,1,5,4,8,7,7,8,8,3,7,9,9,1,5,5,3,6,2,3,8,1,1,1,0,1,8,8,1,2,3,2,2,"The present study was trying to test how 'selfish' people are - if they would bet on a higher achievement for them selves or for the group. The questions afterwards tests what kind of person you define yourself as, and therefore shows, if there is a connection between if you trust others/prefer cooperation over working by yourself/consider a groups approval of you important and so on, and what you would do in a situation where you are risking to earn more or less money.",no,5,3,5,3,76,2,"Hvidovre, Denmark",30,55.66670227,12.58329773,-1,,7,1
R_2SBlFtn85O9dJor,Default Response Set,,,,192.38.127.141,,10/29/15 07:54,10/29/15 08:36,1,1,1,0,0,34.149,0,1,2001,1,0,0,13.582,0,,,,,,,1,4,4,It's just seem right,1,6,5,7,8,5,5,8,6,5,6,8,6,8,8,5,5,8,6,8,8,2,6,6,9,3,2,9,6,3,4,2,7,1,1,0,1,1,3,7,3,3,2,1,2,"I think i'ts was trying too show how, we generally think and interact. how independent and unique we see our self's. To see if we are individuals ore more a part of a group.",no,5,2,5,2,76,2,"Nyborg, Denmark",20,55.66670227,12.58329773,-1,,5,5
R_2SjlRNP2eJWxp38,Default Response Set,,,,192.38.127.146,,10/29/15 12:00,10/29/15 12:40,1,1,1,0,0,65.033,0,1,,,,,,,3000,1,0,0,23.56,0,1,9,9,"I chose to contribute the full amount, because I asumed/hoped that my two companions would do the same, and then we can all have a higher earning.",1,6,2,9,8,8,7,8,6,6,5,3,7,2,4,8,7,8,5,9,9,8,8,8,7,2,5,8,5,9,8,5,8,1,1,0,0,0,3,9,3,2,1,2,1,The present study is trying to connect the links between how a person interact in a market contra what the persons values are,no,2,3,2,3,76,1,"Kgs. Lyngby, Denmark",28,55.66670227,12.58329773,-1,,7,7
R_2sXdfBBFzuR8NDq,Default Response Set,,,,192.38.127.139,,10/29/15 07:54,10/29/15 08:33,1,1,1,0,0,69.778,0,1,29,1,0,0,27.032,0,,,,,,,1,4,1,I thought it would raise the payoff for the group  as a whole.,1,8,4,8,6,7,6,9,6,6,9,7,8,6,6,7,3,7,4,8,9,5,9,8,7,4,6,5,5,7,9,2,8,1,1,0,0,0,3,5,2,3,2,1,2,"It is trying to show behavioral patterns of people, and the extent to which our social behavior affects decision making.",No.,9,9,2,5,77,2,"Vedb蚠k, Denmark",30,55.66670227,12.58329773,-1,,5,1
R_2sYeYVPq97oaKVR,Default Response Set,,,,192.38.127.143,,10/29/15 07:54,10/29/15 08:33,1,1,1,0,0,36.984,0,1,,,,,,,3000,1,0,0,16.487,0,1,9,1,"Well, to get the money evenly split, so all can earn as much as possible",1,5,3,9,3,7,6,7,7,4,7,5,6,6,3,6,3,7,7,9,7,2,7,8,7,3,4,4,6,6,2,5,5,1,0,0,0,0,6,7,3,1,2,1,1,"The study was about if people want to be a part of a group, or they rather would stay alone. About the money, split it evenly so everyone earns alot of money, or to get it all alone",no,4,3,5,3,75,1,"Holsted, Denmark",23,55.66670227,12.58329773,-1,,7,1
R_2t08U7IX9VZhIZL,Default Response Set,,,,192.38.127.148,,10/27/15 09:58,10/27/15 10:37,1,1,1,0,0,106.046,0,1,3000,1,0,0,14.9,0,,,,,,,1,9,1,"To be a good person. To make sure that everybody got something out of it, if nobody contributed non would get something.",1,3,3,6,3,5,4,6,3,9,4,8,7,5,6,2,5,8,5,6,8,2,7,8,6,6,3,4,5,5,7,3,5,2,0,0,0,1,8,9,1,2,3,2,2,"How selfish we are as people, if we can work out how to do the best for a group. The best scenerio given what the competitor is doing. Competetive thinking strategies",That the 30DKK were not real. That I didn't play with anybody real.,9,6,4,2,74,2,"Hj蜋rring, Denmark",21,55.66670227,12.58329773,-1,,7,1
R_2TQPIfIjI4DKHTI,Default Response Set,,,,192.38.127.138,,10/29/15 07:55,10/29/15 08:32,1,1,1,0,0,48.679,0,1,19,1,0,0,23.346,0,,,,,,,1,9,1,..,1,6,4,9,1,3,7,6,3,7,8,5,7,8,7,7,2,7,4,5,5,1,3,4,4,2,3,2,5,7,7,1,6,1,0,0,1,0,3,4,3,3,2,1,2,hvad man bidrager med til f蚠llesskabet,no,2,3,3,3,75,2,Danmark,20,55.66670227,12.58329773,-1,,7,1
R_2trjWPujm5jFYsO,Default Response Set,,,,192.38.127.153,,10/27/15 09:57,10/27/15 10:52,1,1,1,0,0,86.347,0,1,,,,,,,1800,1,0,0,30.626,0,1,9,9,"I chose to contribute only 1800 蜋re, so I was sure that I would still have some money left. \But it might have been wrong, if we should get the highest payoff. \But at the same time I think the other people in the group did the same. Keep something for them self, so they could make sure that they would make a benefit.",1,2,9,6,5,7,8,8,6,6,6,5,3,4,7,6,5,7,8,5,5,8,7,6,8,3,4,8,5,2,8,4,6,1,0,0,1,0,9,10,1,2,1,2,2,It was trying to show us how much we trust strangers. \So if we trust stranger 100% be should deal 3000 蜋re.,no,9,2,2,2,74,1,"Denmark, Odense",22,55.66670227,12.58329773,-1,,7,7
R_2TZCRDQ5CNjTPGc,Default Response Set,,,,192.38.127.160,,10/30/15 10:06,10/30/15 10:34,1,1,1,0,0,61.951,0,1,6,1,0,0,19.005,0,,,,,,,1,9,4,"If everyone else contributed with a high number, and I only contributed with a low number, then I would recieve 1/4 of contributions while i received the most of my own money.",1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,3,1,1,1,9,1,4,3,2,4,1,9,9,3,7,1,1,1,0,0,1,5,2,1,3,1,2,own interest vs. mutual interests,In doubt why so much information is needed,4,4,4,4,75,1,Roskilde,20,55.66670227,12.58329773,-1,,7,2
R_2UYQM0z4Su1fQdL,Default Response Set,,,,192.38.127.161,,10/30/15 12:22,10/30/15 12:46,1,1,1,0,0,26.906,0,1,,,,,,,600,1,20.153,20.504,33.868,2,1,9,4,Because I don't know what contribute means,1,7,5,7,5,5,6,7,8,8,8,7,8,4,7,8,5,7,6,9,9,2,8,7,7,7,7,6,8,8,7,6,6,1,1,0,0,0,2,7,3,1,3,1,1,How people thing and make decisions,The questions about trust and family,2,4,4,4,77,1,Copenhagen,24,55.66670227,12.58329773,-1,,7,6
R_2Val6OKJdURLOlv,Default Response Set,,,,192.38.127.142,,10/30/15 12:20,10/30/15 12:47,1,1,1,0,0,56.502,0,1,,,,,,,2100,1,0,0,34.036,0,1,9,1,"i wanted our group to get as many money as possible, kept my odds of gaining a fair mount of money also so.",1,3,8,7,7,9,7,7,7,7,9,5,9,7,7,7,3,8,5,7,8,7,8,8,7,2,7,5,7,6,5,3,7,1,1,0,0,0,7,9,1,2,1,2,2,How much we care about other people and how much we are willing to give up to help other people. The questions were easy to relate to so it made me think of family and friends and how i interact in a society,no,6,2,6,2,75,1,"V蚠rl蜋se, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_2VOYbTt9TeDGpDv,Default Response Set,,,,192.38.127.140,,10/28/15 09:45,10/28/15 10:35,1,1,1,0,0,60.835,0,1,,,,,,,3000,1,0,0,46.589,0,1,9,1,"if all contribute with the full amount, the group earns the most money combined.",1,7,7,7,7,7,7,7,6,8,8,5,7,8,8,9,8,6,5,5,8,4,7,7,6,3,3,3,4,5,3,2,7,2,1,0,0,0,7,8,1,2,2,2,2,whether you wanted whats best for you as an individual or the group,no,5,3,5,3,77,1,"Kolding, Denmark",30,55.66670227,12.58329773,-1,,7,1
R_2WDqmed5V0hOPat,Default Response Set,,,,192.38.127.142,,10/27/15 07:41,10/27/15 08:55,1,1,1,67.051,68.21,68.668,2,1,,,,,,,2004,1,0,0,41.073,0,1,9,9,"I would not contribute with every single '蜋rer' that I had, but I still wanted to contribute with a larger amount; I hoped that a bigger contribution would give a larger pay-off for each one of us and that I would be better off.",1,7,5,8,7,7,3,8,8,5,6,8,7,7,9,6,4,8,7,8,6,7,7,8,8,2,2,8,7,6,6,5,5,1,1,0,0,0,6,8,3,3,1,2,2,"It was trying to show us how people interact on a market; to what degree people are selfish, and to what degree people are trying/are willing to help each other and make everyone better off etc.","I believe that trust is an important part of this exercise; you have to trust that everyone tries to reach a higher level of well-being, not only for themselves but for everyone. I doubted that everyone else would contribute with a larger amount of money; it was partly the reason why I did not contribute with all the money that I had.",5,4,3,5,77,2,Denmark,19,55.66670227,12.58329773,-1,,7,7
R_2wNqujGfUeLtLJa,Default Response Set,,,,192.38.127.150,,10/30/15 12:26,10/30/15 12:40,1,1,1,58.66,58.66,59.008,1,1,0,1,0,0,6.583,0,,,,,,,1,9,1,more money for me,1,7,7,8,6,6,8,5,7,4,8,7,9,9,9,9,5,6,6,8,7,1,7,5,6,2,6,3,3,7,3,3,1,3,3,0,0,0,3,8,3,1,3,1,2,"the study was trying to show how people interact within a group, when the rest of the group can't hold you accountable","if i had been a real life situation with friends, i would have benefited the group instead of trying to benefit my own good.",5,4,7,5,76,1,"Copenhagen, Denmark",23,55.66670227,12.58329773,-1,,7,1
R_2WPBUpbLGJmeE28,Default Response Set,,,,192.38.127.152,,10/29/15 12:02,10/29/15 12:35,1,1,1,0,0,95.004,0,1,0,1,6.151,6.859,9.502,2,,,,,,,1,4,1,To maximize my own profit,1,9,9,9,9,6,9,7,7,8,9,3,8,7,9,9,9,9,9,7,2,1,8,7,2,2,2,1,2,9,1,1,9,1,0,0,0,0,7,8,1,2,3,2,2,Om der var sammenh蚠ng mellem selvopfattelse og graden af individualisme i forhold til ens beslutning.,no,6,2,6,2,77,1,"Danmark, Frederikshavn",28,55.66670227,12.58329773,-1,,1,1
R_2wRdWCU9oez3zuU,Default Response Set,,,,192.38.127.153,,10/26/15 10:28,10/26/15 12:41,1,1,1,0,0,76.356,0,1,,,,,,,3000,1,0,0,33.289,0,1,9,1,"The group as one unit will get the most out of it by choosing the maximum amount of 3000 蜋re. If everyone does this, we will be richer as a group. I hope that the rest of the group has done the same - that would make us wealthier as a group.",1,6,1,9,6,9,2,8,5,4,5,6,6,1,4,3,7,9,6,9,7,4,8,4,4,1,2,7,5,3,5,1,1,1,1,0,0,0,4,9,1,2,1,1,2,I believe that this study is trying to show if we (as a society) would like to be a more social society or a more individual society. Like Denmark vs. the USA.,no,2,6,2,4,76,1,"Kerteminde, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_2wzgri2H59yqzDb,Default Response Set,,,,192.38.127.158,,10/28/15 09:49,10/28/15 10:46,1,1,1,0,0,97.248,0,1,0,1,0,0,11.297,0,,,,,,,1,9,1,I contributed with 0 DKK because it is most beneficial for myself.,1,7,7,7,3,9,7,7,5,9,5,6,7,7,5,6,2,7,2,8,4,3,4,6,6,3,7,3,2,7,3,3,4,1,1,0,0,0,4,9,3,2,1,2,2,"I think the present study was trying to show how people make decisions when facing other people. Although we knew we were in a group with 3 others in the room (people we are familiar with) we didn't know who, they therefore seemed as strangers. Which I think in my case led to an egoistic decision.","The study doesn't allow one to change earlier answers. So when put in different way you may answer opposite of earlier. Also some questions involved only family and other only ""strangers"", instead of both.",3,3,5,5,75,1,"Copenhagen, Denmark",30,55.66670227,12.58329773,-1,,7,1
R_2xAkfyB2wi3Jl6k,Default Response Set,,,,192.38.127.152,,10/30/15 12:27,10/30/15 12:52,1,1,1,0,0,95.358,0,1,,,,,,,600,1,0,0,22.202,0,1,4,9,"My actions were based on former research carried out relatively similar to this experiment. The topic of the research was basically greed. To make individuals willing to donate to a common cause, that would in turn be distributed equally among them, almost all individuals required the others to donate 20-30% of their budget, otherwise they were not willing to participate. This applied to all the places it was carried out, from wealthy communities in the United States to communities in the poorer regions of India. I'm sorry that I can't precisely remember the name of the project, however, I believe that The Economist did an article on it a few years back.",1,8,5,9,9,7,5,7,9,4,7,5,5,6,8,7,3,8,6,7,5,5,9,8,8,2,2,5,3,5,1,5,6,1,1,0,0,0,6,8,3,3,1,2,2,The behavior of an individual based on their personality,"I doubt it's entirely representative, given the fact that we study economics, and are thus inclined to think in a more rational way than others might do.",7,9,6,2,76,1,"Rungsted Kyst, Denmark",24,55.66670227,12.58329773,-1,,6,7
R_2xEhSBDuqOaulKc,Default Response Set,,,,192.38.127.149,,10/29/15 07:53,10/29/15 08:35,1,1,1,0,0,87.378,0,1,3000,1,0,0,8.419,0,,,,,,,1,4,9,"Fordi, hvis alle fra mit hold ogs外 giver 30kr. s外 f外r vi hver is蚠r 60kr. og dermed flere penge",1,6,5,6,5,7,7,7,3,6,6,3,8,5,5,4,6,8,7,8,9,3,9,9,9,4,6,9,6,6,6,3,7,2,1,0,0,0,7,10,1,3,1,2,1,Det pr蜋vede at indikere i hvor h蜋j grad man stoler p外 fremmede. Og om folk er blevet mere egoistiske og bange end f蜋rhen,"Det er meget subjektivt og det er sv蚠rt at svare dybdeg外ende, n外r der kun er valgmuligheder. Ved mange af dem vidste jeg ikke hvad jeg skulle v蚠lge, da jeg synes mit svar l外 midt i mellem.",6,4,6,2,76,2,Holte,20,55.66670227,12.58329773,-1,,4,7
R_2xJzy1UTbwkXu02,Default Response Set,,,,192.38.127.146,,10/30/15 12:26,10/30/15 12:46,1,1,1,0,0,70.993,0,1,,,,,,,,1,0,0,11.694,0,1,9,1,I think the amount was good,1,8,5,8,4,5,5,7,5,6,7,6,6,5,6,4,6,8,4,7,8,4,8,6,5,3,6,4,6,6,7,5,6,1,0,0,0,0,6,7,1,2,1,2,2,"The study was trying to show that the benefit you gain is largest when everyone cooperates and trusts 100% in the project, but that is often a utopia, and therefore people choose to contribute to the project where their chances of gains compared to their chances of losses are highest",no,2,4,4,4,75,1,"Charlottenlund, Denmark",0,55.66670227,12.58329773,-1,,7,1
R_2y8l9Q7ei5Hcznu,Default Response Set,,,,192.38.127.152,,10/28/15 09:48,10/28/15 10:40,1,1,1,0,0,94.355,0,1,,,,,,,1800,1,0,0,22.411,0,1,9,1,"I chose to contribute 18 kr, because it will contribute to the group, but on the other hand, if the others had contributed more i would have a larger profit.",1,3,2,9,3,4,4,8,2,9,9,9,9,7,8,9,2,5,7,8,8,2,9,3,6,3,1,3,7,7,5,3,9,2,1,0,0,0,8,9,1,3,1,2,2,"I think this study is trying to show how certain people make decisions. It tries to show which kind of people are more ""selfish"", and possible show why, considering how they feel about friends, groups they're a part of or relatives in relation to themselves. If they would help others before helping themselves, or if they just care about their own profit.",No,2,5,6,4,75,1,"K蜋benhavn S, Danmark",30,55.66670227,12.58329773,-1,,7,1
