datacollection,mod1US,mod2poptype,mod2popmajor,mod3location_moralinv,mod3location_intecon,mod3location_burn,mod4onlnlab,bih_order,mi_order,ie_order,subjectoverall,subjectinDC,subjectid,ResponseID,IPAddress,startdate,enddate,ordernumber,order1,order2,order3,order4,order5,order6,surveynumber,random,ie_condition,ie1_taxesf,ie1_taxesg,ie1_deficitf,ie1_defg,ie1_frnaidf,ie1_frnaidg,ie1_womanwff,ie1_womanwfg,ie1_techf,ie1_techg,ie1_tradeagf,ie1_tradeagg,ie1_downsf,ie1_downsg,ie1_trainf,ie1_traing,ie1_taxcutf,ie1_taxcutg,ie1_busprodf,ie1_busprodg,ie1_tecdispf,ie1_techdispg,ie1_overseasf,ie1_overseasg,ie1_savingf,ie1_savingg,ie1_profitf,ie1_prfitg,ie1_salrytopf,ie1_slrytopg,ie1_affactf,ie1_affactg,ie1_hardwrkf,ie1_hrdwrkg,ie1_govtregf,ie1_govtregg,ie1_immigf,ie1_immg,ie1_taxbrkf,ie1_txbrkg,ie1_wlfref,ie1_wlfrg,ie2_htxf,ie2_htxg,ie2_defctf,ie2_defctg,ie2_frnaidf,ie2_frnaidg,ie2_womnf,ie2_wmng,ie2_techwf,ie2_techwg,ie2_tradeagf,ie2_trdeagg,ie2_downsf,ie2_downsg,ie2_trainf,ie2_traing,ie2_taxcutf,ie2_taxcutg,ie2_busprodf,ie2_busprodg,ie2_techdispf,ie2_techdispg,ie2_jbovseasf,ie2_joboverg,ie2_savf,ie2_savg,ie2_profitf,ie2_profitg,ie2_slrytopf,ie2_slrytopg,ie2_affactf,ie2_affactg,ie2_hrdwrkf,ie2_hrdwrkg,ie2_govregf,ie2_govregg,ie2_immf,ie2_immg,ie2_txbrkf,ie2_txbrkg,ie2_wlff,ie2_wlfg,BIH_socialworkers,BIH_dealers,BIH_shoplifters,BIH_parkhandicapped,BIH_executives,BIH_prescription,BIH_dogs,BIG_carthieves,BIH_vandals,MI1c_MI_null,MI1_notmanip,MI1_trustworth,MI1_good,MI1_moral,MI2_c_MI_donat,MI2_notmanip,MI2_trustworth,MI2_good,MI2_moral,MI3_c_MI_wrst,MI3_notmanip,MI3_trustworth,MI3_good,MI3_moral,MI4_c_Mifurnit,MI4_notmanip,MI4_trustworth,MI4_good,MI4_moral,poltclid,gender,yearbirth,countrybir,englishexp,ethnicity,parented,befstudies,thissurvb,ifyes,citytown,postalcode,honestansw,familyinc,mturkhowm,Q122,Q137,mturkid,LocationLatitude,LocationLongitude,LocationAccuracy
4,1,0,4,1,0,0,0,3,1,2,1032,511, ,R_3MR3ikKzYQ81a3a,96.27.42.136,                    08-DEC-2014 12:36:22,                    08-DEC-2014 12:43:46,3, , ,1, , , , ,2052,1,7,3,7,1,6,2,1,7,1,6,6,7,3,2,7,1,7,2,7,1,5,3,7,1,7,1,7,2,7,1,5,5,7,1,3,6,3,5,6,5,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,25,1,10,18,10,20,10,5, , , , , ,1,8,9,9,9, , , , , , , , , , ,2,2,1959,187,55,1,5,1250,2, ,sterling heights,48312,1,26000, , , , , , , 
4,1,0,4,1,0,0,0,3,1,2,1034,513, ,R_6Qls4iG9POtWDHX,98.252.178.124,                    08-DEC-2014 13:13:37,                    08-DEC-2014 13:17:06,3, , ,1, , , , ,4741,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,3,3,3,4,3,7,7,6,5,5,5,3,2,3,3,6,5,4,4,3,2,1,1,4,4,5,5,2,2,6,6,3,3,5,5,2,2,3,3,5,5, , , , , , , , , , , , , , ,1,5, ,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,0,4,1,0,0,0,3,1,2,1037,516, ,R_DepTxIKR3dqcahr,174.98.8.71,                    08-DEC-2014 13:57:57,                    08-DEC-2014 13:58:27,3, , ,1, , , , ,2892, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,0,4,1,0,0,0,3,1,2,1039,518, ,R_3F2uYF5epJ3ME0W,24.107.218.87,                    08-DEC-2014 14:18:55,                    08-DEC-2014 14:26:32,3, , ,1, , , , ,8181,1,6,5,7,1,4,5,1,7,1,7,1,7,1,7,6,1,1,6,7,1,7,3,7,1,4,4,5,6,7,4,1,4,7,7,2,3,4,4,6,5,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1216,695, ,R_2VKoeywdMdyvVmA,68.11.166.252,                    08-DEC-2014 07:00:07,                    08-DEC-2014 07:07:06,5, , , , ,1, , ,5526,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,3,2,7,6,4,6,5,5,3,3,4,3,6,6,2,1,5,5,1,1,3,2,7,6,7,5,1,1,1,1,2,1,1,2,6,7,3,2,15,85,10,2,5,60,86,75,3, , , , , ,1,4,6,7,7, , , , , , , , , , ,4,2,1961,187,53,1,6,50,2, ,Baton Rouge,70808,1,34000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1220,699, ,R_1DuUTH6SJyq7sjQ,97.95.252.8,                    08-DEC-2014 07:10:08,                    08-DEC-2014 07:17:35,5, , , , ,1, , ,1843,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,4,1,7,7,7,4,7,7,7,7,4,1, ,1,6,1,4,1,7,1,7,1,7,7,7,4,7,4,4,4,1,1,7,7,1,1,1,1,7,1,0,10,10,10,0,20,20,20,10, , , , , ,1,9,9,9,9, , , , , , , , , , ,4,1,1989,187,25,1,1,52,2, ,California,90210,1,10000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1223,702, ,R_1UqbcvolPG3yQuh,65.16.24.196,                    08-DEC-2014 07:10:01,                    08-DEC-2014 07:18:04,5, , , , ,1, , ,6133,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,4,4,4,3,7,7,7,7,5,6,3,2,3,3,3,4,4,6,2,4,1,1,4,5,4,3,3,4,4,4,3,3,3,3,3,2,3,3,4,5,0,40,10,10,5,30,40,20,10, , , , , ,1,7,8,9,8, , , , , , , , , , ,4,2,1976,187,38,1,4,500,2, ,Hallie,41821,1,103000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1225,704, ,R_1Kv6hdeezfmInA4,72.207.103.13,                    08-DEC-2014 07:17:17,                    08-DEC-2014 07:23:53,5, , , , ,1, , ,1208,1,1,7,4,5,1,7,1,7,1,5,1,6,3,2,7,1,6,2,7,1,3,4,5,3,5,5,5,3,7,1,1,7,7,1,1,7,1,7,7,1,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,25,0,1,50,100,100,35,0, , , , , ,1,4,5,6,6, , , , , , , , , , ,1,1,1981,187,33,1,3,250,2, ,San Diego,92102,1,35000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1232,711, ,R_3dT7KjskAtQiENM,67.185.90.123,                    08-DEC-2014 07:23:31,                    08-DEC-2014 07:29:40,5, , , , ,1, , ,7212,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,2,5,4,7,4,4,4,4,5,3,3,3,3, ,4,4,3,3,3,1,1,4,4,4,5,2,1,6,4,2,3,7,4,3,2,4,4,5,3,5,50,20,5,10,50,10,5,5, , , , , ,1,5,5,5,5, , , , , , , , , , ,1,2,1978,187,36,1,5,50,2, ,"Spokane, WA",99218,1,45000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1234,713, ,R_89ey9seWcumFcrL,24.181.89.70,                    08-DEC-2014 07:25:56,                    08-DEC-2014 07:33:36,5, , , , ,1, , ,5680,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,2,6,3,7,7,5,3,3,5,1,2,2,3,3,4,4,2,1,1,1,1,4,5,1,3,1,2,5,4,3,2,6,5,4,5,5,5,5,5,5,50,25,50,95,50,95,40,10, , , , , ,1,6,6,7,7, , , , , , , , , , ,1,2,1973,187,41,1,4,2000,2, ,"Phil Campbell, AL",35581,1,30000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1239,718, ,R_3QxB1EAvVicgCAR,24.158.214.83,                    08-DEC-2014 07:31:56,                    08-DEC-2014 07:37:20,5, , , , ,1, , ,6920,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,4,4,6,5,7,7,6,6,5,5,3,3,3,3,4,4,3,3,4,4,4,4,4,3,4,4,2,2,5,5,4,4,5,5,4,4,4,4,5,5,0,60,10,10,50,60,5,30,5, , , , , ,1,4,4,5,5, , , , , , , , , , ,1,1,1988,187,26,1,4,2000,2, ,Covington,70433,1,50000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1243,722, ,R_3qrnWLrO5Lnnty7,99.43.85.48,                    08-DEC-2014 07:36:20,                    08-DEC-2014 07:45:06,5, , , , ,1, , ,3834,1,5,3,5,2,4,4,1,7,1,7,4,4,2,6,5,2,2,6,4,2,4,6,6,5,4,3,4,6,7,2,5,4,4,2,4,5,4,4,3,6,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,10,1,1,50,1,75,20,10, , , , , ,1,2,3,3,4, , , , , , , , , , ,4,1,1963,187,50,2,6,2000,2, ,"Los Angeles, CA",90042,1,17500, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1246,725, ,R_3CV1ALZGRUJQGog,24.156.62.166,                    08-DEC-2014 07:40:42,                    08-DEC-2014 07:53:56,5, , , , ,1, , ,5110,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,6,4,7,4,7,7,7,7,3,4,4,4,2,1,3,4,4,4,6,7,2,3,5,3,4,5,2,2,7,7,4,4,7,6,6,6,3,4,7,7,50,65,50,55,75,65,50,65,50, , , , , ,1,3,5,4,4, , , , , , , , , , ,1,1,1983,187,28,1,5,400,2, ,Eureka,95501,1,5000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1248,727, ,R_29b0cdQAk8a62J6,74.60.146.152,                    08-DEC-2014 07:50:21,                    08-DEC-2014 07:56:19,5, , , , ,1, , ,4631,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,7,7,7,7,4,4,4,5,4,2,1,1,4,4,1,1,1,1,1,1,4,1,4,5,1,1,7,7,4,1,1,3,4,4,7,7,7,7,50,50,50,50,90,50,80,50,50, , , , , ,1,4,5,6,6, , , , , , , , , , ,1,1,1986,187,28,4,4,142,2,n/a,Randallstown,21133,1,50000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1256,735, ,R_3hm82OUay8uN2FG,75.132.159.229,                    08-DEC-2014 08:01:11,                    08-DEC-2014 08:08:20,5, , , , ,1, , ,9266,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,4,2,5,2, ,7,7,7,4,3,4,4,4,4,2, ,5,1, ,3,1,1,4,4,4,5,1,2,6,6,4,4,5,4,1, ,4,6,4,4,0,50,5,2,3,10,10,15,5, , , , , ,1,9,9,9,9, , , , , , , , , , ,4,2,1940,187,74,1,3,100,2, ,OFallon,62269,1,30000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1260,739, ,R_3Ddn5GhCLT85R79,76.171.72.104,                    08-DEC-2014 08:12:17,                    08-DEC-2014 08:19:38,5, , , , ,1, , ,2857,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,1,6,3,5,7, ,7,5,5,4,4, ,2,4,4, ,1,2,4, ,1,4,2,4,4,3,4,6,4,6,6,4,4,4,3,6,6,4,4,25,50,25,10,75,50,50,50,30, , , , , ,1,5,5,5,5, , , , , , , , , , ,4,2,1972,187,42,6,6,0,2, ,lancaster,93534,1,50000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1265,744, ,R_3iHUwEgDMdryvRm,162.239.163.41,                    08-DEC-2014 08:22:14,                    08-DEC-2014 08:28:44,5, , , , ,1, , ,3798,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,4,4,6,4,5,4,4,4,4,4,5,5,5,5,5,4,4,5,5,4,5,5,5,4,4,4,4,5,5,4,4,5,5,5,5,4,4,4,4,4,10,100,100,10,100,10,10,100,100, , , , , ,1,7,7,7,7, , , , , , , , , , ,4,1,1974,78,20,2,5,10,2, ,san diego,92126,1,3000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1268,747, ,R_2ANLTbhVd6N8cM6,108.40.11.40,                    08-DEC-2014 08:28:25,                    08-DEC-2014 08:33:24,5, , , , ,1, , ,4361,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,4,2,4,3,7,7,7,7,5,5,3,4,2,1,5,5,3,1,5,4,1,1,4,3,6,6,1,4,3,1,1,1,5,5,1,1,5,5,5,3,5,20,5,1,5,20,5,5,1, , , , , ,1,5,5,5,5, , , , , , , , , , ,2,1,1982,187,32,1,5,1107,2, ,Essex,21221,1,62000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1272,751, ,R_vHtTeGgEapREFln,72.27.84.77,                    08-DEC-2014 08:37:44,                    08-DEC-2014 08:49:24,5, , , , ,1, , ,3562,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,1,5,4,7,7,4,4,4,5,4,2,4,1,5,4,4,1,4,4,4,1,4,4,4,4,4,1,4,4,4,1,1,4,4,4,4,4,4,2,60,100,60,10,99,100,10,70,0, , , , , ,1,5,5,5,5, , , , , , , , , , ,3,1,1990,85,22,6,4,50,2, ,Snellville,30078,1,75000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1280,759, ,R_2amfFbO7aSbpnxb,108.196.136.202,                    08-DEC-2014 09:01:09,                    08-DEC-2014 09:11:55,5, , , , ,1, , ,7249,1,7,4,6,1,3,2,1,7,1,6,3,6,5,2,5,3,2,4,4,2,6,3,7,1,5,5,2,6,7,4,3,5,6,2,3,3,5,2,3,6,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,80,50,10,50,50,5,50,20, , , , , ,1,5,5,6,6, , , , , , , , , , ,4,1,1978,187,36,3,3,10,2, ,Freeport,77541,1,35000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1283,762, ,R_DcscpKXZuKCdjnH,96.240.5.252,                    08-DEC-2014 09:15:12,                    08-DEC-2014 09:28:08,5, , , , ,1, , ,2351,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,2,1,6,5,7,7,6,6,6,6,4,2,2,1,4,4,2,2,3,2,2,1,4,2,1,1,1,1,7,6,1,4,7,4,4,5,1,1,7,6,10,50,25,40,60,55,65,30,5, , , , , ,1,5,7,7,8, , , , , , , , , , ,1,2,1986,187,28,3,5,10,2, ,Union City,7087,1, , , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1284,763, ,R_D1AGu6MYb1F6lVv,47.17.183.4,                    08-DEC-2014 09:21:59,                    08-DEC-2014 09:29:49,5, , , , ,1, , ,1742,1,7,3,5,1,2,4,1,7,1,7,1,7,5,5,7,1,3,5,5,3,6,3,7,1,3,6,2,7,7,4,2,6,4,4,1,7,6,2,7,1,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,90,70,10,20,100,100,70,40, , , , , ,1,9,9,9,9, , , , , , , , , , ,2,1,1988,187,26,1,5,401,2, ,White Plains,10606,1,37000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1288,767, ,R_AjGFx9pilExrKcF,173.66.29.113,                    08-DEC-2014 09:31:14,                    08-DEC-2014 09:40:40,5, , , , ,1, , ,2750,1,4,4,4,1,5,4,1,4,1,4,5,5,4,3,4,3,4,4,5,2,1,4,3,4,4,3,4,3,5,4,6,4,4,2,4,4,6,4,6,2,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,5,5,15,5,10,10,5, , , , , ,1,1,1,4,5, , , , , , , , , , ,4,1,1988,36,19,2,6,2000,2, ,dc,20001,1,82000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1292,771, ,R_2V9JwnMhede9Ny9,76.205.164.120,                    08-DEC-2014 09:44:50,                    08-DEC-2014 09:57:08,5, , , , ,1, , ,7070,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,4,3,6,2,7,7,3,5,2,3,1,1,1,2,1,1,2,1,1,2,1,1,1,7,1,5,1,1,3,4,1,1,7,5,1,3,1,3,7,7,0,20,5,5,30,10,10,20,0, , , , , ,1,2,4,5,5, , , , , , , , , , ,2,2,1946,187,68,1,5,40000,2, ,La Marque,77568,1,39000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1296,775, ,R_bxBm7snKDlEBC0N,98.176.145.25,                    08-DEC-2014 10:13:55,                    08-DEC-2014 10:19:32,5, , , , ,1, , ,6880,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,3,2,5,3,6,6,6,7,5,5,1,1,1,2,2,2,3,3,3,2,1,1,3,2,3,5,1,1,5,5,1,3,2,4,5,5,5,3,5,5,20,90,40,20,80,80,95,80,50, , , , , ,1,9,8,8,9, , , , , , , , , , ,2,1,1986,187,28,3,4,100,2, , , ,1,35000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1306,785, ,R_1DBwDrtVaDhA3Nn,98.95.38.178,                    08-DEC-2014 11:14:40,                    08-DEC-2014 11:23:53,5, , , , ,1, , ,1079,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,5,5,5,5,4,4,5,6,5,4,4,3,4,4,5,4,3,3,4,4,5,4,5,6,6,4,4,4,4,3,2,1,1,2,3,5,5,4,4,30,45,30,30,30,30,30,30,30, , , , , ,1,3,6,8,9, , , , , , , , , , ,5,2,1978,187,36,4,5,100,2, ,Mccomb,39648,1,39000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1309,788, ,R_27kaBr7AeUnen9f,68.50.243.209,                    08-DEC-2014 11:25:08,                    08-DEC-2014 11:28:46,5, , , , ,1, , ,7980,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,6,1,7,5,7,7,7,7,7,7,7,7,1,1,5,5,6,1,1,1,1,1,4,6,7,4,1,2,1,1,1,1,3,5,1,5,5,4,3,5,20,65,40,70,80,75,65,80,60, , , , , ,1,2,1,5,5, , , , , , , , , , ,5,1,1986,187,28,1,5,100,2, ,Arlington,22209,1,30000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1315,794, ,R_6EvT5Q0WyvKRDs9,74.109.230.193,                    08-DEC-2014 12:01:49,                    08-DEC-2014 12:07:57,5, , , , ,1, , ,5105,1,6,4,4,3,3,5,1,7,1,7,2,6,4,1,6,1,1,6,4,1,3,2,6,2,4,4,1,7,4,6,1,5,4,4,3,4,6,2,2,6,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,90,0,0,10,90,100,90,90, , , , , ,1,5,8,9,9, , , , , , , , , , ,3,2,1961,187,53,1,4,4000,2,n/a,Pittsburgh,15102,1,180000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1319,798, ,R_2qeMgYnfU5AHhQY,99.108.83.14,                    08-DEC-2014 12:10:54,                    08-DEC-2014 12:16:14,5, , , , ,1, , ,4454,1,5,1,5,3,4,3,4,4,2,6,3,5,3,5,3,2,1,7,4,5,3,5,3,5,4,3,1,7,2,6,6,2,7,1,5,2,6,5,2,6,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75,90,50,50,50,75,75,75,75, , , , , ,1,5,6,7,6, , , , , , , , , , ,6,1,1964,187,50,1,5,3000,2, ,oklahoma city,73139,1,93000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1320,799, ,R_2rqMLOXcpihfGEO,69.14.207.173,                    08-DEC-2014 12:15:37,                    08-DEC-2014 12:19:55,5, , , , ,1, , ,7881,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,3,4,7,4,7,6,7,7,5,4,3,2,1,1,5,5,5,2,3,2,2,3,4,1,3,6,1,3,6,5,2,2,6,3,3,4,2,5,5,4,20,70,80,75,40,60,75,80,70, , , , , ,1,7,7,8,7, , , , , , , , , , ,2,1,1985,187,29,1,6,14000,2, ,"Royal Oak, MI",48073,1,92000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1328,807, ,R_3j3ECDbmXuKNosK,75.149.107.217,                    08-DEC-2014 12:37:20,                    08-DEC-2014 12:45:25,5, , , , ,1, , ,7970,1,4,4,5,3,3,2,1,6, ,5,2,7,5,6,6,7,3,4,4,2,5,4,6,2,4,6,1,7,4,4,7,5,7,2,3,5,7,1,3,6,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,40,5,0,10,10,5,20,5, , , , , ,1,9,9,9,9, , , , , , , , , , ,4,1,1986,187,28,1,5,2000,2, ,Sewell,8080,1,20000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1329,808, ,R_233ldmAFks2g3Zr,184.53.32.54,                    08-DEC-2014 12:30:51,                    08-DEC-2014 12:46:57,5, , , , ,1, , ,4152,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,1,6,3,7,6,6,6,6,7,2,2,2,3,6,7,4,3,2,6, ,6,4,3,2,1,1,2,1,1,2,1,3,4,2,3,1,2,4,1,15,95,80,50,85,85,95,65,60, , , , , ,1,8,7,8,8, , , , , , , , , , ,5,1,1982,187,31,1,6,400,2, ,"Lenore, WV",25676,1,85000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1332,811, ,R_82LdvFkEvgBiN49,75.88.151.35,                    08-DEC-2014 12:49:37,                    08-DEC-2014 12:56:19,5, , , , ,1, , ,7554,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,5,2,7,4,7,6,6,4,4,5,4,3,2,2,5,5,4,3,4,3,3,2,4,3,3,4,2,2,2,2,4,3,4,5,2,3,4,4,5,3,20,95,45,55,95,95,85,90,65, , , , , ,1,5,6,6,5, , , , , , , , , , ,4,1,1965,187,49,1,5,100,2, ,volga,520777,1,74000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1335,814, ,R_5i5NqSHUlx8TR2d,74.139.47.8,                    08-DEC-2014 12:56:49,                    08-DEC-2014 13:04:32,5, , , , ,1, , ,4655,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,7,5,5,3,7,7,7,6,5,6,4,3,2,1,2,1,3,2,5,6,5,3,3,5,2,3,1,1,6,6,2,2,7,7,4,4,4,3,7,7,5,10,5,5,30,20,50,15,10, , , , , ,1,6,7,8,7, , , , , , , , , , ,2,2,1991,187,23,1,5,100,2, ,Newport,41071,1,24000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1341,820, ,R_2dyGsUrI8tzRVwh,68.14.31.181,                    08-DEC-2014 13:11:43,                    08-DEC-2014 13:16:40,5, , , , ,1, , ,5099,1,6,2,5,1,4,2,7,7,6,3,2,1,5,2,3,2,1,7,4,2,6,2,6,1,4,5,2,6,2,5,1,6,6,1,5, ,7,1,2,7,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,35,20,5,25,90,75,20,5, , , , , ,1,7,6,8,9, , , , , , , , , , ,6, ,1979,187,35,1,4,35,2, ,Hartford,6108,1,68000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1345,824, ,R_3kHvwAijmSDb1Lh,74.72.128.92,                    08-DEC-2014 13:19:04,                    08-DEC-2014 13:26:31,5, , , , ,1, , ,9932,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,4,4,6,5,7,7,4,4,5,5,1,1,1,1,4,4,4,4,1,1,1,1,4,4,4,4,3,3,5,5,1,1,4,4,4,4,4,4,1,1,0,50,0,0,0,50,50,0,0, , , , , ,1,8,8,9,9, , , , , , , , , , ,1,2,1986,187,28,3,4,3800,2, ,NEW YORK,10023,1,31500, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1353,832, ,R_cHcOnOWaNZv8zmh,98.70.130.138,                    08-DEC-2014 13:41:19,                    08-DEC-2014 13:49:46,5, , , , ,1, , ,1018,1,6,2,7,1,4,3,2,6,2,2,3,3,7,1,7,1,4,4,4,4,6,5,4,4,4,3,7,1,7,1,4,4,4,4,6,2,4,1,6,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,40,50,10,60,70,30,40,50, , , , , ,1,8,7,9,9, , , , , , , , , , ,6,2,1975,187,39,1,6,6600,2, ,jacksonville,32210,1,30000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1355,834, ,R_1pDutuewtEqZ87C,24.61.172.42,                    08-DEC-2014 13:49:58,                    08-DEC-2014 13:55:08,5, , , , ,1, , ,1891,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,4,5,4,7,6,6,7,6,6,4,3,3,5,4,4,4,4,3,3,3,4,4,4,4,4,3,3,5,4,3,3,4,4,4,4,4,4,4,3,50,50,50,50,50,50,50,50,50, , , , , ,1,5,5,5,5, , , , , , , , , , ,4,1,1985,126,28,4,5,400,2, ,everett,2149,1,48000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1361,840, ,R_22nWD7byRxI16a8,184.43.25.147,                    08-DEC-2014 13:55:10,                    08-DEC-2014 14:04:04,5, , , , ,1, , ,4091,1,2,6,3,4,4,3,1,7,1,7,1,7,4,3,6,1,4,5,4,2,3,3,3,3,5,3,2,6,3,4,5,3,5,2,2,6,3,5,5,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,100,80,10,35,100,60,75,20, , , , , ,1,7,6,6,7, , , , , , , , , , ,3,1,1984,187,30,1,4,5,2, ,Corbin,40701,1,50000, , , , , , , 
4,1,0,4,1,0,0,0,1,3,2,1362,841, ,R_1KrJKj816oZyhCY,12.150.181.20,                    08-DEC-2014 13:54:53,                    08-DEC-2014 14:04:29,5, , , , ,1, , ,5344,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,5,3,7,7,7,7,5,2,1,1,4,3,4,5,1,1,1,3,1,1, , ,1,3,1,4,7,7,1,1,1,1,1,1,1,1,5,4,2,50,5,0,10,5,8,10,10, , , , , ,1,7,7,9,9, , , , , , , , , , ,4,1,1973,187,41,1,4,32000,2, ,Burlington,5401,1,33000, , , , , , , 
