V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,,,,
R_2B4Z17m7ao76DtP,Default Response Set,,,,134.76.136.66,,15.09.2015 09:02,15.09.2015 10:14,1,1,1,0,0,41.148,0,1,0,1,0,0,12.809,0,,,,,,,1,9,1,"bei 0 Cent Beitrag erhalte ich insgesamt 10 ä‰å, wenn die anderen ihre gesamten 400 Cent in den Topf geben\bei 400 Cent Beitrag wird alles auf die Gruppe verteilt, im Idealfall erhalten alle je 8 ä‰å",1,8,5,8,7,8,6,8,7,8,9,6,6,6,7,7,4,7,5,8,8,8,7,6,7,7,7,7,5,6,5,5,8,3,1,4,0,2,7,7,3,3,3,2,2,Einfluss von Fragen zu Nicht-Vertrauen auf ausgedrí_cktes Vertrauen,nein,2,6,9,6,68,1,"Hí_rstel, Deutschland",1,51.53640747,9.938995361,-1,,28,1,1,1
R_2Bo0tQkXDvb0Xxr,Default Response Set,,,,134.76.136.120,,14.09.2015 09:01,14.09.2015 10:21,1,1,1,0,0,49.289,0,1,0,1,0,0,13.05,0,,,,,,,1,9,1,"Leider aus dem Grund, dass ich in bisherigen, í_hnlichen Experimenten schlechte Erfahrungen mit meinen Gruppenmitgliedern gemacht und deshalb nur sehr wenig verdient habe.",1,2,2,6,4,3,5,3,2,4,2,3,2,1,4,2,6,6,2,7,7,4,7,7,8,4,6,8,6,2,6,3,2,3,0,10,0,5,6,6,3,3,3,2,2,"Eventuell in wie fern eigenes Misstrauen und Persí_nlichkeit, die sich z.B. im Studiengang, Familienbezug, Gruppenarbeiten etc. zeigen kann, auf das Finanzverhalten auswirkt.",nein,6,6,2,6,75,2,"Ní_he Flensburg, Deutschland",0,51.53640747,9.938995361,-1,,21,1,1,1
R_2c7SOR53g5iVH2F,Default Response Set,,,,134.76.136.171,,08.09.2015 14:57,08.09.2015 15:47,1,1,1,0,0,38.499,0,1,,1,0,0,8.66,0,,,,,,,1,9,9,fairness zeigen,1,8,9,9,7,2,8,8,3,4,9,2,6,5,5,8,7,9,6,3,8,8,9,7,7,2,2,9,4,1,7,3,3,3,0,3,0,0,3,2,3,2,2,1,2,"Es soll untersucht werden inwiefern man mit anderen ""Unbekannten"" interagiert und ob man ihnen vertraut. In dieser Studie wird dies damit gezeigt, dass man in Gruppen eingeteilt und leistungs- bzw. vertrauensabhí_ngig seinen Gewinn am Ende der Studie bestimmt.",nein,2,6,3,6,71,1,Gí_ttingen,0,51.53640747,9.938995361,-1,,25,1,0,0
R_2cBjtHN4FalCGn6,Default Response Set,,,,134.76.136.48,,09.09.2015 15:36,09.09.2015 16:24,1,1,1,0,0,85.463,0,1,2,1,6.706,6.706,16.742,1,,,,,,,1,9,1,"Ich habe mich fí_r diesen Beitrag ""entschieden"", weil die Zeit zu schnell ablief.",1,7,7,9,7,8,7,8,8,6,9,7,8,1,7,6,3,7,7,8,8,8,8,6,9,2,2,2,7,6,4,5,2,3,3,3,0,2,6,8,3,1,2,1,2,"Ich denke es sollte ermittelt werden inwiefern man sein eigenes Wohl oder seine eigenen Angelegenheiten í_ber die anderer Personen stellt (die Fragen bzgl. des Geldeinsatzes und einige Fragen dazu, ob man Rí_cksicht auf die Meinung von Freunden/Familie nehmen wí_rde, wenn man selbst dabei nicht zufreiden ist) und es sollte gezeigt werden, wie man andere Menschen einschí_tzt bzw. wie man von anderen Menschen eingeschí_tzt wird (Fragen dazu, ob man fremden Menschen vertrauen kí_nnte etc.). Dazu kí_nnte auch noch ermittelt worden sein, wie man sich selbst sieht. Wenn man beispielsweise gesagt hat, man denkt dass viele bekannte Personen einen ausnutzen wí_rden, ist man sich vermutlich nicht sicher, was man diesen Menschen bedeutet, oder man will lieber doch nicht die Hand fí_r alle ins Feuer legen, denn man weiíô ja nie.","Ich hatte zu Beginn und zwischendurch die Vermutung, dass es sich um gar keine Gruppenaufgabe handelt (hatte das bereits vorher in einem Experiment), sondern dass man das nur denken soll. Mit der Aussage, dass der eingene Geldeinsatz mit der Gesamtvergí_tung der Gruppe zusammenhinge, sollte wahrscheinlich geschaut werden, ob man sich ""sozialer"" verhí_lt, wenn man denkt/weiíô, dass die eigene Entscheidung auch andere Personen betrifft.",3,6,5,9,74,2,"Salzgitter, Deutschland",0,51.53640747,9.938995361,-1,,22,1,1,1
R_2EcKwFXuv9SfV0S,Default Response Set,,,,134.76.136.167,,14.09.2015 13:04,14.09.2015 14:13,1,1,1,0,0,31.888,0,1,120,1,0,0,16.837,0,,,,,,,1,9,1,"Ich vermute, dass die meisten zumindest etwas Geld einzahlen, mit dem Betrag von mir, habe ich ein wenig dazu beigetragen, mir aber die Chance erhalten, mehr zu verdienen. Bei eventuellen weiteren Runden ist es sinnvoll, vorher nicht alles einzubehalten, um die Moral der anderen nicht zu zerstí_ren.",1,4,7,9,7,8,8,9,9,9,6,9,6,2,9,5,2,8,5,7,9,7,6,6,8,2,1,8,5,7,4,1,7,5,10,20,0,2,3,7,3,1,1,1,2,"Ich vermute, es wurde versucht, zu zeigen, dass man anonym mehr auf seinen eigenen Vorteil bedacht ist als auf den Gruppenvorteil.",nein,5,2,5,2,70,1,Berlin,0,51.53640747,9.938995361,-1,,26,1,1,1
R_2EvhZ1RnGUYmY8B,Default Response Set,,,,134.76.136.167,,09.09.2015 14:03,09.09.2015 14:53,1,1,1,0,0,90.869,0,1,,,,,,,150,1,0,0,28.173,0,1,9,1,"Ich gehe davon aus, dass niemand 0ä‰å und ebenso niemand 4ä‰å setzt. Daher ein eher geringer Einsatz von 1,50ä‰å.",1,8,7,7,7,8,7,7,7,5,7,6,7,6,6,7,3,7,8,9,8,8,8,7,6,5,2,6,6,7,6,6,7,1,1,1,0,0,6,5,3,3,3,2,2,"Es geht um das Vertrauen in andere Personen. Es wird untersucht, ob jeder sich selbst am ní_hesten ist und nicht im kollektiv denkt. Je nachdem fallen die Einsí_tze der Gelder unterschiedlich aus.",nein,4,3,4,4,73,1,"Osnabrí_ck, Deutschland",1,51.53640747,9.938995361,-1,,23,1,1,1
R_2fBcmrasLm9rM5t,Default Response Set,,,,134.76.136.186,,10.09.2015 11:37,10.09.2015 13:16,1,1,1,0,0,109.29,0,1,332,1,0,0,9.8,0,,,,,,,1,9,9,"Die ideale Wert wí_re 4 Euro, da ich somit den maximalen Betrag ausgezahlt bekommen wí_rde, falls auch alle anderen so denken und 4 euro zahlen. Aus frí_heren Experimenten wie solche weiíô ich aber erfahrungsgemí_íô, dass sowieso keiner so viel Geld beitragen wird. Deshalb habe ich den Betrag um 1 Euro gemindert und ca. 3 Euro beigetragen, denn dann fí_hle ich mich am Ende weniger verblí_det, falls alle anderen kein Euro beigetragen haben...",1,6,6,6,3,8,7,7,6,7,6,2,6,2,6,3,7,8,3,8,8,6,7,8,9,3,3,8,8,6,4,9,3,4,30,30,0,1,7,9,3,3,1,2,2,"Ob die Menschen eigensí_chtig handeln, oder bereit sind, fí_r Gemeinwohl etwas gutes zu tun, auch wenn sie dabei Risiken eingehen.","Ich vermute, dass die anderen Teilnehmer keine 4 Euro gespendet haben. Hí_chstens 2Euro.",6,9,4,9,72,2,"Seoul, Korea",0,51.53640747,9.938995361,-1,,24,1,1,1
R_2fIFiMqpCK8TtpE,Default Response Set,,,,134.76.136.62,,09.09.2015 11:49,09.09.2015 13:21,1,1,1,0,0,74.297,0,1,0,1,0,0,9.501,0,,,,,,,1,9,1,Weil so der hí_chste Gewinn fí_r mich rausspringen kí_nnte.,1,5,9,8,7,6,1,7,5,5,7,5,5,2,8,3,5,5,5,5,8,8,8,1,9,1,2,9,4,5,3,1,5,3,0,8,0,3,3,5,2,1,2,1,2,"Wahrscheinlich, wie man innerhalb einer Gruppe interagiert. Ob also die Tatsache, dass man in der Gruppe handelt und sein Gewinn von der Gruppe abhí_ngig ist, seine Entscheidung beeinflusst.",Nein,3,5,3,5,74,2,"Oldenburg (Niedersachsen, Deutschland)",0,51.53640747,9.938995361,-1,,22,1,1,1
R_2huuWzLtWLCWslb,Default Response Set,,,,134.76.136.171,,10.09.2015 09:59,10.09.2015 10:58,1,1,1,0,0,137.808,0,1,234,1,0,0,11.299,0,,,,,,,1,9,1,"Ich war mir unsicher, ob ich die Aufgabe so an sich richtig verstanden haben. Ich wollte, dass andere viel Geld bekommen, ich aber auch. Leider Vertraue ich nicht darauf, dass alle Anderen auch an andere denken. So habe ich einen Betrag gewí_hlt, der hí_her ist als die Hí_lfte...\Auíôerdem sind 10 Sekunden echt schnell um und...",1,7,8,8,9,9,5,7,8,6,7,6,5,3,6,6,3,7,4,8,7,9,6,6,7,2,7,7,5,6,3,2,6,2,10,10,0,2,7,3,3,2,1,2,2,"das Ziel war es herauszufinden, wie sehr Personen anderen Menschen vertrauen, wenn es um finazielle Vorteile geht. Mit der Geldverteilung wurde versucht dies herauszufinden","Ja, ich glaube, dass es vielleicht gar nichts um das Geld ging.",9,2,9,6,72,2,"Neuwied,Deutschland",0,51.53640747,9.938995361,-1,,24,1,1,1
R_2P4CeRzOhNICRM2,Default Response Set,,,,134.76.136.184,,09.09.2015 10:01,09.09.2015 10:52,1,1,1,0,0,67.06,0,1,260,1,0,0,10.31,0,,,,,,,1,9,9,"Da ich nach dem Einzahlen des Geldes im Endeffekt mehr Geld verlieren kann, aber dennoch mí_chte dass wir gemeinsam als Gruppe mehr Geld verdienen, habe ich mich fí_r ungefí_hr die Hí_lfte der 4 Euro entschieden.",1,9,9,9,8,7,6,8,8,7,7,7,8,8,8,7,2,7,8,8,7,7,6,3,6,9,7,9,1,2,6,3,3,1,4,4,0,1,7,9,1,3,3,2,2,#NAME?,nein,2,6,2,2,76,2,Gí_ttingen,0,51.53640747,9.938995361,-1,,20,1,1,1
R_2PbZEW3nNculo8Z,Default Response Set,,,,134.76.136.83,,10.09.2015 15:42,10.09.2015 16:22,1,1,1,0,0,94.823,0,1,78,1,0,0,10.482,0,,,,,,,1,9,9,Da sich der Beitrag verdoppelt und es von Vorteil fí_r die gesamte Gruppe ist.,1,9,7,5,4,9,4,6,8,4,2,5,3,2,6,3,2,7,7,9,8,9,9,9,7,3,2,6,7,6,8,8,8,1,0,0,0,0,7,8,3,2,3,2,2,"Ich denke es ging darum, wie schnell man sich entscheiden kann und andererseits wie wichtig mir andere Menschen sind, bzw wie wichtig ich mir selber bin.",nein,2,3,3,2,74,2,Neuwied,0,51.53640747,9.938995361,-1,,22,1,1,1
R_2Pz19RzbD9mVbHy,Default Response Set,,,,134.76.136.184,,14.09.2015 15:12,14.09.2015 15:57,1,1,1,0,0,70.333,0,1,200,1,0,0,19.496,0,,,,,,,1,9,1,"Ich habe mich fí_r 2ä‰å entschieden, um einerseits Geld fí_r mich zurí_ckzuhalten und um andererseits der Gruppe Geld zuzufí_hren.",1,7,8,9,8,9,8,8,8,7,7,6,6,6,7,5,3,8,4,7,8,7,9,3,8,4,2,9,6,5,6,5,5,1,0,6,0,1,5,6,3,2,1,1,2,"Ich denke, dass in dieser Studie die Kooperationsbereitschaft ermittelt werden soll. Zudem wird untersucht, wie viel Vertrauen (in diesem Fall mit monetí_rem gegenwert) wir vollkommen fremden Menschen entgegenbringen.",nein,5,2,4,2,72,2,"Unna, Deutschland",0,51.53640747,9.938995361,-1,,24,1,1,1
R_2qabESuj8ZznFRX,Default Response Set,,,,134.76.136.167,,10.09.2015 13:52,10.09.2015 14:54,1,1,1,0,0,106.443,0,1,,1,0,0,31.429,0,,,,,,,1,9,5,"Ich habe mich fí_r ""die goldene Mitte"" entschieden, um nicht nur Verlust zu machen, falls die anderen gar nichts mit einbringen und mit wenig Risiko einen mí_glichst hohen Gewinn erzieheln wollte.",1,5,2,8,7,6,6,6,5,6,1,4,1,2,6,3,7,9,5,6,9,7,7,9,6,2,2,6,7,4,7,5,2,4,8,3,0,4,7,8,1,3,3,2,2,"Wie vertrauenswí_rdig andere Menschen sind. Ob ich ihnen vertraue, wenn es um mein Geld geht. Durch fragen, die Geldentscheidung nochmal í_berdenken und verhalten reflektieren, ob es das was man glaubte í_ber andere Menschen zu denken, auch so angewand wurde.",nein,6,5,9,4,75,2,"Braunschweig, Deutschland",0,51.53640747,9.938995361,-1,,21,1,0,0
R_2qjCbPtVW54juNq,Default Response Set,,,,134.76.136.186,,11.09.2015 12:20,11.09.2015 13:16,1,1,1,0.873,59.286,60.61,4,1,227,1,0,0,21.745,0,,,,,,,1,9,1,"Ich habe mich in etwa fí_r die Hí_lfte des Betrages entschieden, um mich einerseits zumindest ein bisschen abzusichern und andererseits um mich nicht komplett der Gruppe zu entziehen und somit die Chance auf einen guten Gruppenbonus zu wahren.",1,5,5,9,4,9,5,7,5,7,9,7,7,3,4,8,3,6,8,9,8,7,8,6,7,3,6,8,8,6,7,7,8,1,3,5,0,2,3,7,3,1,3,2,2,"Ich denke, in dieser Studie soll gezeigt werden, inwiefern man seine eigene Entscheidung von der anderer abhí_ngig macht.",nein,3,5,2,5,73,1,"Hildesheim, Deutschland",0,51.53640747,9.938995361,-1,,23,1,1,1
R_2rADg5JsK4bNs8X,Default Response Set,,,,134.76.136.186,,10.09.2015 10:06,10.09.2015 10:48,1,1,1,0,0,85.17,0,1,,,,,,,244,1,0,0,17.267,0,1,9,1,Bauchgefí_hl,1,7,9,9,4,9,5,6,8,5,4,6,3,5,4,3,6,5,4,3,5,7,4,7,5,1,3,5,5,1,7,7,5,1,0,10,0,2,6,6,3,3,3,2,2,"Ob man den anderen Teilnehmern in der Grupper vertraut, dass diese sich fí_r die 4 Euro entscheiden, und ob man dann auch zum Gruppenwohl beitrí_gt oder fí_r sich selbst am meisten herausholen mí_chte",nein,4,4,4,5,68,2,"Hamburg, Deutschland",0,51.53640747,9.938995361,-1,,28,1,1,1
R_2rj8qYKQ3XmAZJE,Default Response Set,,,,134.76.136.66,,11.09.2015 12:22,11.09.2015 13:13,1,1,1,0,0,60.734,0,1,,,,,,,400,1,0,0,19.246,0,1,9,1,#NAME?,1,4,3,8,7,2,7,7,5,7,7,5,3,1,8,5,7,9,9,9,9,8,9,7,8,3,9,9,4,6,6,7,3,3,70,40,0,20,7,10,3,2,1,2,2,Vertrauen in andere: dass die anderen VP í_hnlich entscheiden werden wie man selbst,nein,4,5,9,5,72,2,Gí_ttingen,1,51.53640747,9.938995361,-1,,24,1,1,1
R_2s5a2DDf6SIaFPl,Default Response Set,,,,134.76.136.184,,14.09.2015 08:57,14.09.2015 10:21,1,1,1,0,0,45.863,0,1,100,1,0,0,10.846,0,,,,,,,1,9,1,"damit ich wenigstens etwas beitrage und eigentlich davon ausgehe, mehrere nichts beitragen werden und ich am Ende mehr verliere als dazubekomme",1,5,8,7,6,4,4,5,7,6,6,7,4,2,7,5,3,2,6,3,6,2,3,2,3,3,8,8,3,6,4,2,8,4,8,8,0,1,2,6,3,1,2,1,2,Vielleicht in wieweit man anderen vertraut und dabei dann das Geld setzt um den mí_glichst hohen Gewinn zu bekommen,nein,2,5,9,4,75,2,Hessen,0,51.53640747,9.938995361,-1,,21,1,1,1
R_2s7Hpfpwn6OtS9h,Default Response Set,,,,134.76.136.152,,09.09.2015 09:58,09.09.2015 10:58,1,1,1,0,0,118.439,0,1,,,,,,,,1,0,0,18.014,0,1,9,9,"Man kí_nnte max 400 cent an dem gemeinsamen Projekt beitragen, dementsprechend max 400 cent kann man auch bei sich behalten, falls man 0 cent beitrí_gt.",1,9,6,9,1,1,5,5,5,9,9,9,5,1,9,5,1,5,5,9,9,9,9,7,8,1,5,4,9,7,3,9,5,1,9,9,0,0,10,9,1,3,3,2,2,"Es wird gezahlt, wie man die Entscheidungen trifft, falls man in der Gruppe arbeitet muss. Wie man seine eigene Interesse schí_tzt, gleichzeitig aber auch ein Teil der Gruppe sein. Es wird dadurch gezeigt, wie viel Geld man fí_r den gemeinsamen Projekt beitrí_gt und wie viel man bei sich behí_lt. Wie man zwischen eigene Interessen und der Interessen der Gruppe als Ganzes balancieren kann.","habe momentan noch keine Strategie, wie ich einen Balance zwischen meinem persí_nlichen Geldgewinn und Interessen der Gruppe finde.",5,3,9,6,65,2,"Russland, Kaliningrad, Kí_nigsberg",0,51.53640747,9.938995361,-1,,31,1,0,0
R_2sbYj32co7LlUQJ,Default Response Set,,,,134.76.136.232,,10.09.2015 11:35,10.09.2015 13:15,1,1,1,0,0,71.919,0,1,,,,,,,0,1,0,0,14.789,0,1,9,1,"Ich kann nicht davon ausgehen, dass die anderen ihr Geld teilen mí_chten, ergo teile auch ich nicht.",1,8,9,9,8,8,7,7,7,7,9,6,5,9,7,7,3,7,7,9,9,8,4,6,5,8,3,7,8,7,4,1,7,3,3,3,0,0,3,7,2,3,3,1,1,"Es wird die Korrelation von Vertrauen an die Gesellschaft bzw. Menschlichkeit mit dem eigenen Ziel der Gewinnmaximierung verwobem, um festzustellen inwieweit z.B. Misantrophen ihr Geld teilen wí_rden, und zu welchem Zweck.",nein,3,6,3,6,71,1,Salzhemmendorf Deutschland,0,51.53640747,9.938995361,-1,,25,1,1,1
R_2SGLSQcNOhZzl3B,Default Response Set,,,,134.76.136.83,,09.09.2015 14:11,09.09.2015 14:50,1,1,1,0,0,55.242,0,1,320,1,0,0,10.957,0,,,,,,,1,9,4,Damit der Gewinn steigt und keiner benachteiligt oder bevorzugt wird,1,5,9,7,6,7,4,7,6,4,5,5,6,5,6,5,4,6,7,6,6,7,6,4,5,3,4,6,6,6,5,5,1,3,2,5,0,1,4,6,2,3,1,1,2,"Es sollte vllt gezeigt werden, wie Menschen , welche bestimmte Charakteristika aufweisen und eine bestimmte Einstellung zu Menschen haben, investieren.",Die Fragen zu den Elteren und Kindern waren etwas merkwí_rdig,4,3,3,3,74,2,"Deutschland, Bremen",0,51.53640747,9.938995361,-1,,22,1,1,1
R_2t9lY0HiVh8Xg9G,Default Response Set,,,,134.76.136.48,,10.09.2015 15:38,10.09.2015 16:16,1,1,1,0,0,34.37,0,1,,,,,,,400,1,0,0,11.792,0,1,9,3,"Weil ich hoffe, dass die anderen 3 Gruppenmitglieder auch 400 cent investieren, so dass alle einen Bonus erhalten.",1,8,8,9,8,9,3,7,8,6,2,3,3,3,6,4,7,5,2,1,6,2,7,2,7,1,1,2,4,5,5,1,1,3,1,1,0,0,3,4,3,1,2,1,2,"Es sollte gezeigt werden, inwieweit sich Unbekannte einschí_tzen, in welcher Weise die anderen handeln, und davon ihr eigenes handeln abhí_ngig machen. Genauer geht es hier um Profitgier und dessen Einschí_tzung von gí_nzlich Unbekannten und dessen Abwí_gen mit den eigenen Gewinninteressen.","ich zweifelte, ob die anderen der Gruppe alles der Summe des Bonus wollten oder ein tei ihnen ausreichen wí_rde.",4,3,2,5,60,1,Kiel,0,51.53640747,9.938995361,-1,,36,0,1,0
R_2tck7FW4YbHALhI,Default Response Set,,,,134.76.136.120,,10.09.2015 10:03,10.09.2015 10:50,1,1,1,0,0,73.269,0,1,,,,,,,300,1,0,0,22.222,0,1,9,1,"weil ich die chance fí_r einen groíôen gesamtgewinn fí_rdern wollte und gleichzeitig etwas ""sicher"" behalten wollte",1,7,5,7,7,8,6,6,6,7,5,6,5,5,5,3,4,3,4,7,8,7,5,7,4,2,4,3,6,5,5,5,3,2,0,2,0,0,2,3,3,3,3,2,2,entscheidungsverhalten unter berí_cksichtigung von vertrauen und eigener wahrnehmung des umfeldes,nein,9,7,2,6,67,1,hannover,0,51.53640747,9.938995361,-1,,29,1,1,1
R_2tfeL8GeFzDRN4B,Default Response Set,,,,134.76.136.152,,14.09.2015 15:15,14.09.2015 15:57,1,1,1,0,0,66.779,0,1,150,1,0,0,18.915,0,,,,,,,1,9,9,"In erster Linie war es eher eine ""Sicherheitsentscheidung"". Falls ich am Ende nichts hí_tte kriegen kí_nnen, wí_re noch ein bestimmte Betrag í_brig, mit dem ich zufrieden wí_re.",1,3,8,8,2,5,4,6,4,3,5,3,3,2,7,4,7,7,8,6,8,7,7,5,6,2,2,6,7,3,5,2,6,3,6,6,0,1,3,7,1,2,1,2,2,"Ich vermute, dass es hierbei um das Vertrauen gegení_ber Unbekannten Personen geht. Inwieweit wí_rden wir selbst etwas zur Gruppe beisteuern.\Eine zweite Vermutung wí_re, inwieweit wir risikofreudig sind.",nein,2,5,3,3,73,2,"Nordhorn, Deutschland",0,51.53640747,9.938995361,-1,,23,1,1,1
R_2ticWBeSxySb7ux,Default Response Set,,,,134.76.136.120,,10.09.2015 15:40,10.09.2015 16:16,1,1,1,0,0,86.334,0,1,,1,0,0,8.639,0,,,,,,,1,9,9,Sehr wenig Zeit. Die Mitte erschien mir angemessen und in Anbetracht der Zeit haben diese wahrscheinlich viele gewí_hlt...,1,7,7,9,7,9,7,7,5,4,7,3,7,5,5,5,4,7,9,9,9,9,9,8,9,5,5,8,4,6,5,5,9,1,2,3,0,0,2,4,3,3,3,1,2,"In wie fern man bereit ist Menschen zu Vertrauen, die man nicht kennt. Wenn ich der Gruppe hier Vertraue í_berhaupt Geld zu geben um einen Gruppengewinn mí_glich zu machen, kann ich zum Gruppenglí_ck mit meinem Einsatz beitragen.","Ich habe die Vermutung, dass alle ""etwas"" geben, da sich der Gewinn so maximieren kí_nnte.",2,6,2,4,70,1,Hameln,0,51.53640747,9.938995361,-1,,26,1,0,0
R_2TuZk3xIsiubZki,Default Response Set,,,,134.76.136.184,,09.09.2015 14:04,09.09.2015 14:52,1,1,1,0,0,91.734,0,1,,,,,,,0,1,0,0,20.35,0,1,9,1,"Natí_rlich ist es am fairsten, wenn alle ihr 4 Euro geben, aber ich wollte meinen Gewinn maximieren, also habe ich nichts zum gemeinsamen Projekt beigesteuert.",1,8,6,8,4,7,7,6,7,8,7,7,7,7,8,7,2,4,2,8,7,8,2,6,5,5,8,4,3,7,7,5,7,3,25,5,0,3,3,7,2,3,2,1,2,"Inwieweit hí_ngt die tatsache, dass man etwas von seinen 4 Euro abgibt mit anderen Lebenseinstellungen zusammen.","Viele Sí_tze waren sehr allgemein formuliert, ich bin mir nicht sicher ob ich sie in einem anderen Rahmen anders beantwortet hí_tte.",2,6,2,6,74,2,Salzgitter,0,51.53640747,9.938995361,-1,,22,1,1,1
R_2U2YLQtPgKnrmOw,Default Response Set,,,,134.76.136.152,,15.09.2015 11:00,15.09.2015 11:51,1,1,1,0,0,101.803,0,1,,,,,,,95,1,0,0,18.198,0,1,9,1,"Ich habe mich fí_r diesen Betrag entschieden, da ich nicht zu viel Investieren mí_chte und mí_glichst viel verdienen mí_chte.",1,6,5,7,5,7,7,7,5,4,6,2,6,7,7,6,5,7,8,8,8,8,8,8,8,5,4,7,5,3,7,7,3,3,0,0,0,0,6,8,3,2,1,2,2,"Ich denke es wird versucht zu untersuchen inwieweit das Vertrauen zu sich, der Familie und fremden Personen Investitionen beeinflusst. Jemand der ein hohes Vertrauen zu anderen Personen hat investiert vermutlich mehr als Personen, die wenig Vertrauen in Andere haben.",Nein.,3,5,3,5,76,2,"Halver, NRW, Deutschland",1,51.53640747,9.938995361,-1,,20,1,1,1
R_2U5Brf4XeujIYtn,Default Response Set,,,,134.76.136.62,,14.09.2015 11:01,14.09.2015 11:51,1,1,1,0,0,64.589,0,1,,,,,,,400,1,0,0,39.091,0,1,9,5,"weil, wemm alle nur wenig geben, ich auch wenig krieg, wenn aber alle geben, kriegen alle mehr geld, auch wenn es nicht der hí_chstbetrag ist.",1,9,6,8,9,9,5,9,9,3,9,3,9,7,9,8,2,7,4,9,5,9,7,4,7,1,7,1,6,8,2,6,7,2,0,10,0,0,3,7,2,1,2,1,2,"es sollte wohl gezeigt werden, wie das kooperationsverhalten von leuten ist, die nicht miteinander kommunizieren kí_nnen und nur auf den anderen vertrauen kí_nnen.","wahrscheinlich gab es keine kooperation mit anderen, sondern nur mit computern",9,4,2,2,74,1,"Braunschweig, Deutschland",0,51.53640747,9.938995361,-1,,22,1,1,1
R_2UhdjNR7GsRvKhl,Default Response Set,,,,134.76.136.167,,09.09.2015 11:38,09.09.2015 13:25,1,1,1,0,0,100.306,0,1,,,,,,,0,1,0,0,30.889,0,1,9,1,"Ich habe mich fí_r die gewí_hlte Hí_he des Betrags entschieden da ich das Gemeinschaftsprojekt noch nicht kenne fí_r das ich Geld beisteuern sollte, so dass ich auch nicht weiíô ob sich eine Beteiligung rentieren wí_rde.",1,6,6,7,5,5,6,6,4,3,3,3,2,1,2,5,8,8,9,7,9,9,6,5,8,3,2,7,6,2,5,5,7,2,3,6,0,0,6,6,3,3,2,1,2,Vermutlich sollte untersucht werden wie schnell man seinen Mitmenschen vertraut und ob man anderen etwas gí_nnt oder nur auf sich selbst und seinen eigenen Gewinn bedacht ist.,nein,9,6,9,6,73,2,Meckelstedt,0,51.53640747,9.938995361,-1,,23,1,1,1
R_2uKVQ1EPW9mmsKq,Default Response Set,,,,134.76.136.232,,10.09.2015 15:39,10.09.2015 16:19,1,1,1,0,0,94.256,0,1,,,,,,,400,1,0,0,15.999,0,1,9,1,"Ich habe mich entschieden, den vollen Betrag zu setzen, da die Mí_glichkeit aus meiner Sicht hí_her ist, durch ein interagieren mehr Gewinn zu betreiben, als alleine zu agieren.",1,8,5,9,5,9,6,5,5,2,5,2,6,1,7,8,3,8,3,9,9,9,8,4,8,8,1,2,8,2,3,5,1,2,3,3,0,0,3,7,3,1,3,2,2,"In der Studie soll gezeigt werden, wie Risikobereit man umgeht, wenn man mit fremden Personen interagiert. Dies hí_ngt jedoch sehr davon ab, welche eigenen Einstellungen man zum Vertrauen zu Dritten an sich hat.","Ich bezweifel, dass ich mit anderen interagiert habe, wie es vorher gesagt wurde.",2,6,4,6,69,1,"Mí_hlhausen, Thí_ringen",0,51.53640747,9.938995361,-1,,27,1,1,1
R_2uvxWMnVKERVvS5,Default Response Set,,,,134.76.136.171,,11.09.2015 09:48,11.09.2015 11:33,1,1,1,0,0,84.245,0,1,,,,,,,400,1,0,0,20.836,0,1,9,1,"Ich habe mich fí_r den kompletten Beitrag der 4 Euro entschieden, da ich mir denke, dass die anderen Teilnehmer 0 Euro investieren. Wenn jedoch alle Teilnehmer 0 Euro investieren, dann erhí_lt niemand von uns auch nur einen Euro. Demnach bin ich lieber mit 6 Euro zufrieden, als mit 0 Euro. Wenn jedoch alle ihr Geld investiert haben, dann erhalte ich 8 Euro, was auch gut ist.",1,7,9,9,8,8,1,8,4,1,9,1,1,1,2,2,9,9,9,9,9,9,9,7,9,1,2,4,9,5,4,6,1,3,5,5,0,1,7,10,1,2,1,2,2,"In dieser Studie sollte gezeigt werden, ob und wie man anderen Menschen vertrauen kann und wie eine Interaktion ( mit Geld) mit anderen Menschen zusammen hí_ngen kann. \Es wurde versucht dies zu zeigen, in dem man zuní_chst Fragen zu sich selbst und dann í_ber die Bindung zu anderen Menschen gefragt wurde.\Im Grunde genommen geht es um die eigene persí_nliche Einstellung und um das Sozialverhalten und wie man auf Grund seiner Einstellungen auf andere Personen zugeht und mit diesen umgeht.",nein,6,4,4,2,73,2,Bonn,0,51.53640747,9.938995361,-1,,23,1,1,1
