V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,HI2_2
R_2P82ln9hqcD8WmB,Default Response Set,Anonymous,,,130.241.220.166,0,11/12/15 07:28,11/12/15 08:23,1,1,1,0,0,79.973,0,1,,,,,,,5,1,11.36,11.36,14.049,1,1,9,1,"Jag valde att bidra med fem kronor eftersom jag hellre maximerar min egna nytta í_n gruppens som helhet, det í_r alltid en risk att bidra med hela summan ifall gruppen inte í_r likartat instí_lld, riskminimering  ",1,8,9,3,6,7,7,8,5,6,8,6,9,7,7,8,4,8,6,3,7,3,8,5,5,2,7,5,5,4,7,1,7,3,2,2,1,0,7,8,3,2,3,2,2,"Instí_llning till grupp och till andra mí_nniskor, hur man fí_rhí«ller sig och prioriterar sig sjí_lv eller medmí_nniskor.Hur mycket man pí«verkas av andras í«sikter.  ",nej,4,2,5,3,73,1,Gí_teborg Sverige,0,57.71670532,11.96670532,-1,,6
R_2Pj3qUlJGJDCwPj,Default Response Set,Anonymous,,,130.241.218.79,0,4/13/16 10:00,4/13/16 11:15,1,1,1,0,0,50.59,0,1,,,,,,,25,1,15.804,15.804,19.306,1,1,9,1,"Jag ville bidra sí« att vi alla tjí_nar mer, men samtidigt ville jag inte bli lurad. Dí_rfí_r valde jag en medelví_g.",1,5,4,5,7,9,2,6,5,7,2,6,3,1,6,2,5,8,5,6,8,3,8,7,9,1,3,3,5,1,9,2,5,3,2,4,0,0,6,8,3,1,3,1,2,Om mí_nniskor ví«gar lita pí« andra eller hellre enbart stí«r till sig sjí_lv. Kanske ocksí« om mí_nniskor ser till sin egen vinning eller alla andras vinning.,Nej,9,5,2,6,71,2,"Trelleborg, Sverige",0,57.71670532,11.96670532,-1,,1
R_2PtFlIDUyPJxI79,Default Response Set,Anonymous,,,130.241.232.188,0,4/14/16 08:48,4/14/16 11:26,1,1,1,0,0,68.659,0,1,,,,,,,5,1,26.498,26.498,30.684,1,1,9,1,Jag tyckte gissade att inte mí«nga skulle ger en stor summa till gruppen och vill inte riskera fí_rlora fí_r mycket fí_r ní«gonannans skul,1,9,7,6,8,9,5,8,7,2,3,1,7,7,8,4,6,7,8,8,7,6,6,4,7,3,4,7,6,7,7,2,5,1,0,0,0,0,8,8,3,3,1,2,2,Jag tror att studien fí_rsí_kte visa hur mycket en person kí_nner fí_r en grupp med mí_nniskor man inte kí_nner och hur mycket en skulle offra frí«n sina egna resurser fí_r gruppens skul.,nej,6,2,6,2,73,1,Nederlí_nderna,0,57.71670532,11.96670532,-1,,4
R_2qelbSO07xND8CA,Default Response Set,Anonymous,,,130.241.223.194,0,4/13/16 07:55,4/13/16 08:28,1,1,1,0,0,48.001,0,1,0,1,5.03,5.03,7.209,1,,,,,,,1,9,1,Jag antar att genomsnittspersonen bidrar med lite pengar/inte bidrar alls till gruppen och ví_ljer dí_rfí_r att bidra med noll fí_r min egen vinning,1,8,5,5,7,8,6,6,8,2,7,1,7,5,5,6,3,8,8,8,7,1,8,6,7,3,3,3,5,2,3,3,8,3,1,1,0,0,8,8,1,3,3,2,2,"Hur individers beslutsfattande pí«verkas av att det finns pengar med I bilden. Den fí_rsí_ker visa pí« huruvida individer fí_rlitar sig pí« ""frí_mlingar"" inom gruppen ní_r det handlar om beslut som kan gynna gruppen som helhet. ",Nej,2,3,5,3,70,1,"Varberg, Sverige",0,57.71670532,11.96670532,-1,,2
R_2rvZ0zmxIKs9C2E,Default Response Set,Anonymous,,,130.241.223.236,0,4/13/16 08:47,4/13/16 09:39,1,1,1,64.829,64.829,71.554,1,1,,,,,,,40,1,14.245,14.245,20.419,1,1,9,1,"Mot bakgrund av mina personliga ideologiska stí_llningstaganden ser jag det som en sjí_lvklarhet att socialisera till buds stí«ende resurser. Jag har alltsí« bidragit till att skapa en solidarisk gruppanda, dí_r omtanke och givmildhet premieras framfí_r optimering av fiktionella monetí_ra medel.",1,5,3,5,8,9,2,6,3,2,1,2,1,3,2,4,9,9,5,5,2,5,8,3,3,1,1,6,7,3,2,3,2,1,0,0,0,0,6,7,3,2,1,2,2,"Studien handlar om ví«rt beslutsfattande och vad som pí«verkar det, i det hí_r specifika experimentet mí«las scenariot ""egenintresse vs. blind tilltro till en grupp"" upp. Gruppen om fyra personer í_r varken formellt eller informellt bildad, sí«tillvida att gruppmedlemmarna inte vet vilka som ingí«r i gruppen. Trots detta í_r gruppen í_ndí« pí« ett mí_rkligt sí_tt formellt bildad dí« deltagarna vet att de ingí«r i en grupp. Min fí_rstí«else av experimentet í_r att det í_r den osí_kerhetsfaktorn som í_r poí_ngen - det har ocksí« varit min erfarenhet att mí_nniskor tenderar att kí_nna en hí_gre grad av tillit till mí_nniskor de pí« ní«got vis bekantat sig med. Den fí_rklarande texten i experimentets bí_rjan som fí_rklarar att individen kan gí« miste om (lí_s: fí_rlora) pengar í_r ocksí« tí_mligen vinklad fí_r att fí« deltagaren att tí_nka i banor kring rationellt egenintresse (fí_r jag har sví«rt att tro att rí«dande formuleringar skulle ha gjorts omedvetet). /  / Den efterfí_ljande enkí_ten syftar till att undersí_ka deltagarens syn pí« konkurrens, egenintresse och fí_rhí«llningssí_tt gentemot grupper. En kritik som bí_r riktas mot enkí_tfrí«gornas utformande í_r att de ibland í_r ví_ldigt svepande och generella - exempelvis ""barn bí_r uppfostras att"" - som ví_cker frí«gor om vems uppfattning som deltagaren ska ví_rdera. Deltagarens egen uppfattning, eller en generell samhí_llelig norm? Apropí« normer sí« í_r det normativa fí_rhí«llningssí_ttet gentemot familjen problematisk. Lí«ngt ifrí«n alla har en god relation till sin familj, om de ens har ní«gon. Vad frí«gorna om familj verkar fí_rsí_ka operationalisera í_r deltagarens bení_genhet att anpassa sig efter en grupp som spelar stor roll fí_r deltagaren, varfí_r det inte vore sví«rt att omformulera frí«gan fí_r att fí«nga just det istí_llet fí_r att stí_lla normativa implicita antaganden. ""Vore du bení_gen att sluta í_gna dig í«t ní«got du tycker om om en grupp du ingí«r i som betyder mycket fí_r dig (exempelvis din familj) ville att du slutade?"" kunde vara ett fí_rslag pí« en, i mitt tycke, bí_ttre formulering.","Jag har en kí_nsla av att ví_rderingsfrí«gorna inte kritiskt granskats, antar att jag skulle kategorisera den under ""misstankar"".",6,2,5,3,73,1,"íƒland, Finland",0,57.71670532,11.96670532,-1,,11
R_2SB2rXMs2f1idTx,Default Response Set,Anonymous,,,130.241.15.229,0,11/10/15 09:21,11/10/15 10:24,1,1,1,0,0,66.598,0,1,40,1,6.926,10.131,16.301,2,,,,,,,1,9,1,Eftersom det í_r det mest gynnsamaste beslutet fí_r gruppen om alla ví_ljer att fí_rdela hela summan (40kr) till gruppen,1,9,6,8,8,1,8,8,4,7,2,6,6,1,7,6,3,3,3,7,7,7,4,5,1,3,7,4,7,5,7,3,2,4,2,5,0,1,8,9,1,2,1,2,2,Egenintresset kontra vad som í_r bí_st ifrí«n gruppen. Den visade detta utifrí«n hur man fí_rdelade sina pengar. ,Nej,5,3,6,2,70,1,"Mí_lndal, Sverige",0,57.71670532,11.96670532,-1,,3
R_2sdysQPak6vJKdF,Default Response Set,Anonymous,,,130.241.13.157,0,4/13/16 08:47,4/13/16 09:18,1,1,1,31.097,34.945,51.741,2,1,,,,,,,40,1,14.996,14.996,16.064,1,1,9,1,"Fí_r att jag tror pí« en rí_ttvis ví_rld dí_r vi delar lika. Frí«n var och en utifrí«n resurser, till var och en utifrí«n behov.",1,2,1,6,9,5,2,5,2,5,1,3,1,1,2,3,9,9,9,9,6,4,7,6,9,2,4,5,5,1,5,5,1,3,1,1,0,0,8,10,1,2,1,2,2,Hur personlighet hí_nger ihop med tillit till samhí_llet,nej,9,6,6,7,70,2,"Luleí«, Sverige",0,57.71670532,11.96670532,-1,,10
R_2SpDzGxXXm8nKz3,Default Response Set,Anonymous,,,130.241.236.37,0,11/12/15 08:33,11/12/15 09:25,1,1,1,0,0,92.615,0,1,40,1,8.308,8.308,10.042,1,,,,,,,1,9,1,Jag har i en tidigare teoretisk variant av samma experiment fattat ett liknande beslut och det skulle vara inkonsekvent att gí_ra ní«got annat. Dessutom tror jag att rí_ttvisa gí«r framfí_r personlig vinning. Det skulle vara intressant att undersí_ka vilket parti deltagarna rí_stade pí« i senaste riksdagsvalet.,1,8,3,4,9,7,6,5,8,9,7,9,2,5,8,3,7,9,5,3,8,6,6,6,4,2,1,2,4,6,4,4,1,3,3,1,0,1,8,9,1,1,2,2,2,Studien fí_rsí_kte troligtvis visa ett samband mellan altruistiskt beteende (och gruppens bí_sta) och personlighet i bemí_rkelsen tillit till frí_mlingar och individualism/kollektivism. Det í_r í_ven mí_jligt att den fí_rsí_kte visa pí« motsí_gelsefullt beteende hos deltagarna och att forskaren tittar pí« hur ví_l svaren stí_mmer í_verens med faktiskt handlande.,"Inga sí_rskilda misstankar, men det í_r mí_jligt att vi deltagare inte alls har med varandra att gí_ra och att forskaren í_r ute efter att undersí_ka tillit bland frí_mlingar.",2,5,3,5,73,1,"Lysekil, Sverige",0,57.71670532,11.96670532,-1,,11
R_2sYGq7fIaNF0F61,Default Response Set,Anonymous,,,130.241.218.148,0,4/14/16 08:50,4/14/16 11:24,1,1,1,0,0,106.233,0,1,17,1,8.49,8.49,10.086,1,,,,,,,1,5,9,"Ville inte bidra med fí_r mycket, dí« jag inte vet vart pengarna kommer spenderas pí«. Tiden bestí_mde ocksí« dí« reaktionen pí« tiden blev fí_r lí«ngsam vilket gjorde att stress pí«verkade valet",1,7,3,8,3,8,3,6,1,3,8,1,8,8,2,5,2,6,8,5,7,1,6,6,7,3,8,8,7,5,5,2,7,3,0,4,0,1,2,7,2,3,2,1,2,Tror att studien vill visa hur pengar styr ví«rt beteende och hur vi prioriterar pengar fí_r oss.,nej,9,6,9,6,69,2,"Falkenberg, Sverige",0,57.71670532,11.96670532,-1,,11
R_2To4544pc8j7WJT,Default Response Set,Anonymous,,,130.241.15.75,0,4/14/16 08:50,4/14/16 11:20,1,1,1,0,0,79.809,0,1,40,1,3.393,4.815,6.44,2,,,,,,,1,9,1,Skillnaden fí_r mig att fí« 80 kr genom att inte bidra med ní«gonting í_r ví_ldigt liten ní_r jag í_ndí« fí«r 50 kr annars. Dí« kan jag lika gí_rna satsa hela potten pí« att fí« lite mer.,1,6,3,5,6,5,2,7,6,5,9,5,6,1,5,5,4,8,2,5,8,8,8,8,8,1,3,1,4,3,2,1,1,5,1,2,0,1,7,8,1,3,1,2,2,Att mí_nniskor som ser sig sjí_lva som mer hjí_lpsamma och/eller har fí_rtroende fí_r andra mí_nniskors ví_lvilja í_r mer villiga att lí_gga in stí_rre summor i den gemensamma potten.,nej,4,3,3,3,70,1,Sverige,0,57.71670532,11.96670532,-1,,11
R_2tzDm6JowSwYg9q,Default Response Set,Anonymous,,,130.241.219.122,0,11/12/15 09:56,11/12/15 12:26,1,1,1,0,0,188.891,0,1,,,,,,,0,1,18.981,38.296,45.064,4,1,1,9,"Fí_r att jag inte litar pí« att andra vill bidra lika mycket eller í_verhuvudtaget, eftersom vi í_r en grupp som inte kí_nner varandra och dí« inte heller litar pí« varandra. ",1,9,9,9,5,9,9,9,6,6,9,5,9,3,7,7,1,9,8,7,9,3,9,6,9,2,5,1,5,3,3,4,2,1,3,3,0,0,4,7,1,3,3,2,2,"Jag tror att den kan ha haft att gí_ra med konkurrens bland mí_nniskor, hur mycket man í_r beredd av att dela med sig av sitt liv och sitt monetí_ra samt hur mycket man tí_nker pí« sig sjí_lv i olika situationer. Kanske har att gí_ra med mí_nniskors ""rí_ttigheter"" i sina liv.",nej,3,6,6,4,68,2,"Lerum, Sverige",0,57.71670532,11.96670532,-1,,6
R_2UYiDmzvZkrC44V,Default Response Set,Anonymous,,,130.241.12.65,0,11/11/15 10:40,11/11/15 12:57,1,1,1,0,0,64.652,0,1,,,,,,,23,1,11.969,22.686,24.364,2,1,9,1,"Jag utgí«r frí«n att jag kan lita pí« att de andra deltagarna ocksí« ger en aning hí_gre summan till gruppen fí_r att í_ka den gemensamma nyttan. Dock vill jag inte lita helt och hí«llet pí« de andra, och dí_rfí_r ger jag inte hela min pott till gruppen utan sparar lite.",1,7,8,7,3,6,6,7,5,2,7,3,4,1,6,3,4,8,6,7,8,6,7,8,7,2,6,6,5,5,6,3,6,4,1,1,0,0,5,8,1,2,1,2,2,"Studien fí_rsí_kte antagligen visa hur mycket individer litar pí« andra, hur mycket andra kan lita pí« individen sjí_lv samt generositet fí_r att se ní«gon form av korrelation.","Kan vara skillnad pí« hur jag svarar jí_mfí_rt med hur jag agerar, í_ven om jag i stí_rta utstrí_ckning fí_rsí_ker ""leva som jag lí_r"". I vissa av de senare frí«gorna med hur mycket man kan lita pí« folk kí_ndes det som att svarsalternativen kanske var aningen fí_r sní_va.",4,6,4,7,73,1,"Borí«s, Sverige",0,57.71670532,11.96670532,-1,,5
R_2v7KgtnLmZa2UP0,Default Response Set,Anonymous,,,130.241.3.41,0,4/13/16 07:56,4/13/16 08:28,1,1,1,0,0,57.019,0,1,40,1,5.62,5.62,7.646,1,,,,,,,1,9,1,Utifrí«n kunskapen om att de í_vriga fí«tt samma instruktioner och utifrí«n antagandet att ingen av oss tre í_r i desperat behov av pengar vilket í_kar sannolikheten fí_r att en inte agerar sjí_lviskt.,1,7,1,8,6,8,8,6,8,6,7,8,7,5,7,4,7,8,3,6,9,9,9,7,7,2,5,2,7,2,7,1,6,5,0,0,0,0,7,8,1,2,1,2,2,Kopplingen mellan ens tillit till andra och andra karaktí_rsegenskaper hos oss deltagare. Kan sjí_lviska mí_nniskor lita pí« andra? Och dylika frí«gestí_llningar. ,nej,4,5,3,6,71,1,"í_stersund, Sverige",0,57.71670532,11.96670532,-1,,10
R_2VEiAbxvr1pt0lY,Default Response Set,Anonymous,,,130.241.219.172,0,11/11/15 09:37,11/11/15 10:18,1,1,1,6.945,6.945,52.283,1,1,,,,,,,40,1,6.71,6.71,16.779,1,1,9,1,"Om alla ger sin maxsumma sí« dubbleras den fí_r alla - om jag gí«r in med 0 sí« tjí_nar jag visserligen mer, men de andra fí_rlorar pí« det. ",1,5,5,7,7,6,5,5,6,4,3,4,4,2,5,4,8,9,6,7,7,5,8,8,8,2,5,2,6,3,3,3,3,1,0,0,0,0,6,9,3,2,1,2,2,Fí_rsí_ker se samband mellan val man gí_r och ens fí_rhí«llningssí_tt till livet och till samhí_llet.,nej,4,3,4,3,71,1,"Stockholm, Sverige",0,57.71670532,11.96670532,-1,,2
R_2vjMyqdM2QWMMSS,Default Response Set,Anonymous,,,130.241.3.41,0,4/13/16 08:46,4/13/16 09:26,1,1,1,2.946,2.946,94.367,1,1,,,,,,,0,1,17.072,24.522,28.854,7,1,9,1,"Fí_rra gí«ngen jag deltog i ett av era experiment var det en liknande frí«gestí_llning, och dí« hade de í_vriga gruppmedlemmarna generellt tagit sjí_lviska beslut.",1,5,1,3,7,8,3,6,7,3,7,2,6,3,5,5,5,8,5,4,7,7,8,8,8,3,2,2,6,2,3,7,9,4,1,2,0,0,7,8,1,3,3,2,2,Att man kan uppní« mer genom samarbete och genom att lita pí« varandra í_n pí« egen hand. Detta visades genom att en stí_rre monetí_r vinst gjordes om alla samarbetade í_n om alla jobbade fí_r egen vinning. ,nej,5,3,5,2,71,1,"Alingsí«s, Sverige",0,57.71670532,11.96670532,-1,,10
R_2w6R8jLrh6Oxlfs,Default Response Set,Anonymous,,,130.241.217.92,0,4/13/16 11:57,4/13/16 12:37,1,1,1,0,0,141.715,0,1,40,1,3.793,3.793,5.208,1,,,,,,,1,9,5,"Det í_r inget jí_ttebelopp det handlar om, dí_rfí_r chansar jag och lí_gger hí_gsta potten till grupppotten i hopp om att fí« mer tillbaka.",1,7,5,5,6,9,3,7,1,8,7,7,7,7,4,1,1,7,2,5,8,3,8,6,7,3,3,7,6,4,7,7,7,3,2,2,9,0,3,7,2,1,2,1,2,Den kan ge en fí_rstí«else hur solidariteten ser ut i samhí_llet idag och hur vi fungerar socialt. ,Nej,7,3,9,7,73,1,"Uddevalla, Sverige",0,57.71670532,11.96670532,-1,,2
R_2whRS3OY2Lysiey,Default Response Set,Anonymous,,,130.241.3.41,0,4/14/16 07:31,4/14/16 08:26,1,1,1,0,0,72.827,0,1,,,,,,,40,1,36.714,36.714,41.555,1,1,9,1,"I hopp om att í_vriga deltagare insí«g att mí_jligheten fí_r samtliga att gemensamt tjí_na sí« mycket pengar som mí_jligt genom att lí_mna ifrí«n sig allt och ansí«g att risken att fí« mindre pengar var fí_r stor att man inte var den enda som valde att inte lí_mna ifrí«n sig hela summan. Jag gjorde ocksí« det valet fí_r jag vill inte vara en som tjí_nar pí« andras tillit till í_vriga, tillit till mig inkluderad. Och sí« í_r jag sosse, vi gillar skatt. ",1,8,2,8,7,7,5,7,7,8,2,3,3,4,2,3,7,7,5,9,5,3,8,6,9,7,4,6,7,3,3,4,1,1,0,0,0,0,8,7,1,2,1,2,2,"Mí_nniskors vilja/ovilja att visa tillit till andra mí_nniskor och deras kí_nsla fí_r gemenskap, í_ven till individer de inte kí_nner, ní_r de sí_tts i en situation dí_r chansen till egen vinning blir stí_rre om man utnyttjar denna eventuella kí_nsla av tillit och gemenskap. Detta fí_rsí_kte man visa genom att undersí_ka (bland annat) hur ""sjí_lvisk"" eller ""egocentrerad"" den svarande í_r och korrelera det med hur hen agerade i experimentet med pengar. ",nej,9,3,2,2,71,1,"Gí_teborg, Sverige",0,57.71670532,11.96670532,-1,,12
R_2X6yH2LneuiNqDd,Default Response Set,Anonymous,,,130.241.232.188,0,4/13/16 09:55,4/13/16 11:22,1,1,1,0,0,45.805,0,1,40,1,6.094,6.094,9.079,1,,,,,,,1,9,1,bí_ttre att alla tjí_nar pí« det í_n jag sjí_lv ska roffa í«t mig sí« mycket som mí_jligt,1,7,8,7,7,9,8,9,6,3,6,1,4,1,2,1,9,6,9,8,4,7,7,7,8,2,2,1,6,1,8,3,6,1,0,1,0,0,10,10,1,3,1,2,2,"Jag tror den ska visa om mí_nniskor generellt sett tí_nker pí« sig sjí_lva i fí_rsta hand eller andra mí_nniskor och huruvida detta pí«vekas av hur trygg man kí_nner sig bland andra mí_nniskor, okí_nda eller familjemedlemmar",nej,4,4,5,3,60,2,bengtsfors sverige,0,57.71670532,11.96670532,-1,,5
R_2xWAHCa92PKpN2h,Default Response Set,Anonymous,,,130.241.12.160,0,11/11/15 10:42,11/11/15 12:54,1,1,1,0,0,43.854,0,1,,,,,,,20,1,9.727,29.394,33.097,2,1,9,1,Ville sí_kra en summa till mig sjí_lv samtidigt som jag vill att gruppen som helhet skall fí« en del ocksí«.,1,6,1,5,7,9,3,8,5,2,9,1,7,4,2,7,8,7,7,9,7,1,8,6,8,2,4,3,4,7,3,3,2,4,2,4,0,0,7,8,1,2,2,2,2,Hur alturistiska vi í_r. Genom att ge bort pengar till en grupp av totala frí_mlingar pí« bekostnad av en sjí_lv í_ven om man sjí_lv tillhí_r gruppen. / í‹r det alturism iofs?,nej,3,5,4,4,55,1,"Gí_teborg, Sverige",0,57.71670532,11.96670532,-1,,10
R_2yd9Xm6mnvHOeIp,Default Response Set,Anonymous,,,130.241.217.92,0,4/13/16 08:48,4/13/16 09:22,1,1,1,7.364,16.936,73.794,3,1,24,1,7.127,7.127,8.227,1,,,,,,,1,9,5,"Jag vill maximera min egen nytta fí_r att jag tror ingen annan kommer att ge 40 kronor, alltsí« hela summan, vilket hela gruppen hade tjí_nat pí«. Jag tror istí_llet att var och en kommer att maximera sin egen nytta. Att jag gav just 24 och inte 20 var att jag inte ""hann hitta"" 20 pí« skalan innan tiden var ní_ra pí« att ta slut. ",1,5,9,8,4,8,8,5,3,5,8,5,8,2,5,7,4,8,6,3,8,3,8,9,3,3,3,9,6,5,9,1,7,1,0,0,0,0,8,9,1,3,1,2,2,"Om man fí_rsí_ker se till sitt eget intresse eller om man ser till gruppens intresse, och hur det pí«verkas beroende pí« vad man svarade pí« de olika frí«gorna. Handla ocksí« om vad man tror andra gí_r, om man litar pí« att de ocksí« bidrar till sitt eget intresse eller gruppens. Vad man tror andra gí_r kommer pí«verka mitt beslut. ",Nej,9,6,9,7,75,2,"Ví_nersborg, Ví_stra Gí_taland, Sverige",1,57.71670532,11.96670532,-1,,6
R_2yfMkZmYr8HrQRl,Default Response Set,Anonymous,,,130.241.220.53,0,4/13/16 09:13,4/13/16 09:39,1,1,1,0,0,66.899,0,1,0,1,5.992,5.992,8.862,1,,,,,,,1,9,1,Jag bedí_mer att detta har stí_rt chans att maximera min egen vinst. ,1,8,8,6,8,7,7,6,8,5,8,3,7,7,6,7,3,6,8,7,6,4,7,7,7,2,3,3,5,7,5,2,8,2,1,1,0,0,7,7,1,2,1,2,2,Eftersom man var tvungen att fatta beslutet pí« tid sí« í_r min bedí_mning att studien fí_rsí_ker avgí_ra hur man fattar intuitiva fí_rdelningsbeslut och om detta pí«verkas av ens allmí_nna tillit till andra mí_nniskor. ,nej,5,3,5,3,72,1,"Sverige, Ví«rgí«rda",0,57.71670532,11.96670532,-1,,5
R_2yftH40s1Uyl8Ba,Default Response Set,Anonymous,,,130.241.223.236,0,4/13/16 07:51,4/13/16 08:35,1,1,1,0,0,91.476,0,1,36,1,10.016,10.016,11.466,1,,,,,,,1,9,5,"Jag vet inte vad jag bidrog med, blev stressad av tiden, men siktade pí« 40kr. Det í_r vad jag skulle gjort i verkligheten, bidra lika mycket som de andra. Tí_nker att om alla bidrar med 40kr sí« fí«r alla lika mycket och inga orí_ttvisor uppstí«r. ",1,9,9,6,9,9,2,8,9,1,5,1,7,1,6,4,6,7,8,5,8,6,8,6,9,1,1,1,2,1,8,4,2,1,0,0,0,0,1,3,2,3,2,1,2,"Mí_nniskors beteende. Hur man beter sig i samhí_llet ní_r sí« mycket kan influera ens beteende och den man í_r, beroende pí« hur man ví_ljer att agera i olika situationer. ","Tidspressen i valet om hur mycket pengar man ska ge bort. Tvivlar pí« om tiden verkligen hade tagit slut eller om man fortfarande kunde ta beslutet efter att tiden runnit ut. Ett hastigt beslut kan bli mer í_rligt, sjí_lvisk eller osjí_lvisk.",2,6,3,4,72,2,"Gí_teborg, Sverige",0,57.71670532,11.96670532,-1,,6
R_2yg8xXBdxGc1fqo,Default Response Set,Anonymous,,,130.241.221.206,0,11/10/15 08:04,11/10/15 08:30,1,1,1,0,0,55.626,0,1,,,,,,,0,1,14.591,14.591,16.78,1,1,9,1,Att bidra med alla medel som man kan forutsatter att man far samma tillbaka. Eftersom jag inte ser de andra gruppmedlemmarna kan jag ej vara saker pa att de bidrar med sin fulla pott till gruppens gemensamma kassa. Da jag personligen riskerar att fa det samre genom att bidraga maximalt nar ingen annan gor det valjer jag att behalla alla mina pengar sjalv.,1,7,8,9,5,3,8,8,4,3,4,2,7,5,5,3,3,9,7,9,8,7,9,8,3,6,5,6,5,8,7,3,4,3,2,4,0,0,8,10,1,2,3,2,2,Jag tror att studien forsokte visa huruvida man helst ser till gruppens eller sitt eget basta nar det handlar om att fordela resurser. Hur benagen ar man att dela med sig till folk man inte kanner; upplever man att man handlar for sig sjalv forst och framst eller for alla andras basta.,Nej.,3,4,2,4,67,1,"Saffle, Sverige",0,57.71670532,11.96670532,-1,,5
R_2YP0pKJjfHBd4FP,Default Response Set,Anonymous,,,130.241.219.62,0,4/13/16 07:48,4/13/16 08:20,1,1,1,0,0,30.579,0,1,40,1,7.585,7.585,9.264,1,,,,,,,1,9,9,Om alla satsar samma summa (maxbelopp) varje runda kommer pengarna totalt dubbleras fí_r samtliga i gruppen,1,9,5,1,9,7,5,7,9,7,5,5,5,7,9,7,1,5,7,7,6,5,7,5,8,3,8,1,7,5,3,2,4,5,1,1,0,0,2,7,3,3,3,2,2,Hur man prioriterar sitt eget liv i fí_rhí«llande till andra mí_nniskor och i gruppsituationer. ,"nej. Men jag trodde att vi skulle satsa pengar i flera omgí«ngar, dí_rav min motivering till varfí_r jag satsade det belopp jag satsade",5,3,7,2,69,1,"Alingsí«s, Sverige",0,57.71670532,11.96670532,-1,,2
R_2ZUn77cg0Cb2YZV,Default Response Set,Anonymous,,,130.241.192.25,0,4/14/16 08:49,4/14/16 11:30,1,1,1,0,0,87.483,0,1,40,1,4.73,4.73,5.572,1,,,,,,,1,9,1,"Fí_r att jag tycker att gruppens mí_jlighet till en stí_rre summa í_r viktigare í_n min egen. Fí_r att solidaritet í_r viktigare í_n egoism. Sen finns sí«klart risken att ingen annan bidrar och dí« fí«r ingen ní«got extra om alla valt noll, det gí«r ut í_ver mig med. Det vore trí«kigt. Men framfí_rallt gí«r det ut í_ver hela gruppen. Ní«gon mí«ste ge sin del sí_kert fí_r att gruppen ska tjí_na pí« det, och jag tycker det í_r viktigare att ge det fí_r gruppen í_n behí«lla det fí_r mig sjí_lv. Givetvis kan det resultera i att min inkomst blir mindre och ní«gon annans hí_gre, vilket í_r trí«kigt det med, men jag tror í_ndí« principiellt pí« att tí_nka pí« gruppen fí_rst.",1,8,1,3,9,8,6,7,9,1,1,1,1,1,1,1,8,5,6,8,5,7,2,8,2,1,3,6,8,1,5,3,1,1,0,0,0,0,8,8,1,3,3,2,2,"Jag gissar att den fí_rsí_kte visa sambandet mellan konservativa idí©er, tro pí« medmí_nsklighet och hantering av pengar fí_r att se om personer bryr sig mer om sig sjí_lva í_n andra och varfí_r de ví_ljer att gí_ra som de gí_r samt hur en person som bryr sig om andra skulle agera i denna situation, det í_r inte sí_kert att alla skulle agera lika av samma anledningar heller. Dí_rav kontroll frí«gor plus att frí«gorna underlí_ttar att se sambanden mellan í«sikter/í_ppenhet och agerandet. Det í_r inte helt lí_tt att avgí_ra om en gí_r rí_tt eller fel i en sí«dan situation och med stí_rre pengar mí«ste det vara í_nnu sví«rare. Och mí_nniskors agerande bygger mycket pí« erfarenheter, dí_rmed behí_vs sí_kert kontrollfrí«gorna fí_r att visa varfí_r en gjorde just det valet.","Risken finns sí«klart alltid att det í_ndí« í_r osanning i undersí_kningen, men helt oavsett í_r det bí_ttre att agera som att det inte í_r det fí_r att visa hur en skulle gí_ra i situationen som mí«las upp om det var pí« riktigt. Dessutom tror jag inte det finns ní«got direkt syfte att vara oí_rlig just hí_r.",4,3,3,3,70,2,"Stockholm, Sverige",0,57.71670532,11.96670532,-1,,10
