V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ICR,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,TPC_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,Un1,Un2
R_2AGQqrOsDGl8vOQ,Default Response Set,Anonymous,,,193.145.56.242,0,4/15/16 17:11,4/15/16 17:25,1,1,1,0,0,73.195,0,1,,,,,,,0,1,34.476,34.476,37.685,1,1,9,1,"Porqu_ aportando 0ó se saca el mayor beneficio personal. Si supiera que los dos otros compa_eros han aportado 2,50ó tambi_n los aportarÕa, pero como no s_ que haràn ellos, y teniendo como opciÑn que no hayan aportado nada, creo que lo que menos me afecta es no aportar nada.",1,6,2,9,6,8,5,7,8,3,2,2,2,5,5,1,7,6,7,9,8,2,8,6,7,8,4,6,3,5,5,7,9,3,5,5,0,0,2,7,3,3,1,1,2,"Intenta relacionar la personalidad de una persona ( si solo busca su propio inter_s, no se fia de los demàs etc) con su decisiÑn a la hora de compartir dinero con un grupo para beneficiarse todos o _l solo.",no,2,4,3,4,75,2,Espa_a,0,41.38879395,2.158996582,-1,11,1
R_2b1oP86Bb3iQf4q,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:24,1,1,1,0,0,57.081,0,1,50,1,7.526,7.526,9.163,1,,,,,,,1,9,1,Para redondear a 2ó,1,7,9,8,8,9,8,7,6,3,6,3,9,1,4,6,4,6,6,7,7,4,6,3,5,3,3,3,1,2,4,5,4,3,2,2,0,0,3,7,2,1,2,1,1,"Personalmente creo que no estas conectado con ninguna otra persona, y que simplemente de hace para ver como reaccionas ante esa situaciÑn. Pero igual me equivoco.",Que no estas conectado con nadie mas,3,3,6,2,78,1,"Viladecans, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_2cn2hgxbVJ2oGFX,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:22,4/13/16 15:36,1,1,1,0,0,102.521,0,1,0,1,4.988,4.988,7.291,1,,,,,,,1,9,1,"Ante el desconocimiento de cÑmo van a actuar los demàs miembros del grupo, prefiero no contribuir por tal de obtener el màximo beneficio personalmente. ",1,7,7,9,6,6,7,8,8,4,5,3,4,4,7,4,7,7,8,7,8,8,8,8,8,3,2,6,7,5,6,4,8,2,3,3,0,0,4,6,2,3,2,1,2,"Creo que el objetivo de este estudio era determinar el grado de confianza con el que interactÏas con otros sujetos, bajo el marco de unos intereses comunes. Se trataba de ver si antepones y arriesgas parte de tu beneficio confiando en la decisiÑn que tomen los demàs individuos.",Las remuneraciones segÏn las actuaciones no parecen contribuir a actuar de manera colectiva y solidaria.,5,2,5,6,78,2,"Badalona, Espa_a.",0,41.38879395,2.158996582,-1,11,1
R_2co6RJxrcqeXbVh,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:24,1,1,1,0,0,76.939,0,1,100,1,7.471,7.471,16.634,1,,,,,,,1,9,1,Una aportaciÑn inicial para observar el comportamiento de los demàs.,1,4,6,7,8,8,6,7,8,7,6,7,6,5,8,5,3,8,6,9,8,7,6,6,6,3,2,7,5,6,6,6,8,2,2,2,1,0,4,7,2,3,2,1,2,La capacidad de confiar en que unos desconocidos tomaran la mejor decisiÑn para el grupo a trav_s de la cantidad de dinero que proporcionas tu en funciÑn de lo que crees que haràn los demàs.,no,9,3,9,9,74,2,Mollerussa (Espa_a),0,41.38879395,2.158996582,-1,11,1
R_2D8IPW7l8GTn6fl,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:31,1,1,1,0,0,77.417,0,1,,,,,,,250,1,10.471,10.471,11.797,1,1,9,1,"La ganancia total (sumando las ganancias de todos los miembros) es mayor con mi decisiÑn, si bien el riesgo es mayor. Ahora bien, al ser una cantidad tan baja prefiero apostar por el bien comÏn, si hablàramos de cantidades superiores reducirÕa mi riesgo no aportando nada",1,8,5,8,6,9,7,8,8,7,6,6,7,4,7,7,4,7,8,8,7,6,6,5,4,2,2,6,6,2,1,2,7,4,5,10,0,2,5,8,3,3,3,2,2,"Presupongo que es otro juego relacionado con el dilema del prisionero en que existe una elecciÑn racional para el grupo (que deberÕa ser la que se tomara si los participantes pudieran interactuar) y otra (la que usualmente se toma) que minimiza los riesgos pero que comunalmente es menos deseable. El estudio, supongo, trata de ver (comparando perfiles psicolÑgicos) que individuos son màs proclives a ""cooperar"" por un bien comÏn y cuales actÏan de forma màs egoÕsta.",No,5,2,5,2,75,1,Sant Feliu de GuÕxols/Espa_a,0,41.38879395,2.158996582,-1,11,1
R_2dp4Hsn5Ohurd1q,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:22,4/13/16 15:34,1,1,1,0,0,118.26,0,1,,,,,,,125,1,31.374,66.878,67.723,3,1,9,1,"He elegido contribuir con la mitad porque asi la mitad me la que yo seguro, independientemente de lo que hagan mis compa_eros, y la mitad que aporto se dobla, contribuyendo a que todos ganemos màs. ",1,8,9,7,5,8,8,7,5,7,2,3,2,2,7,2,6,8,8,8,9,5,9,8,7,2,7,1,6,5,6,8,8,3,1,1,0,0,8,8,1,2,2,2,2,Puede ser que intentara demostrar que si puedes quedarte mas dinero de forma anÑnima lo vas a hacer,No,9,7,9,7,68,2,"Salamanca, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_2dT26uMe88ZkdS5,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:13,4/13/16 13:22,1,1,1,0,0,62.328,0,1,10,1,9.217,9.217,13,1,,,,,,,1,9,1,He decidido aportar sÑlo 10 c_ntimos porque mi beneficio personal es mayor,1,5,7,9,8,6,9,6,7,6,7,7,7,4,7,6,3,4,5,9,7,9,6,7,7,1,2,8,7,5,1,4,5,4,2,4,0,0,3,7,3,1,3,2,2,Creo que intenta demostrar cuànto somos capaces de sacrificar de nuestro beneficio personal por el beneficio comÏn.,No,6,2,6,2,73,2,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_2E4WEKUFwyFu304,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:17,4/14/16 17:31,1,1,1,0,0,101.206,0,1,,,,,,,75,1,21.824,25.927,32.672,2,1,9,1,"Por qu_ he dudado entre cooperar o no y finalmente no he hecho ni una cosa ni otra, aunque ahora probablemente cambiarÕa mi decisiÑn. El cronÑmetro me ha puesto nervioso.",1,8,8,7,7,8,8,7,8,4,7,5,7,6,6,7,6,6,7,7,8,4,8,3,5,3,5,7,7,2,3,2,9,3,10,10,0,0,6,7,3,3,2,1,2,"Intentaba demostrar el comportamiento de un sujeto en un grupo a la hora de cooperar sin saber qu_ decisiones tomaràn los otros, sabiendo que si todos cooperamos ganamos todos pero que si uno es free-rider gana màs _ste. Por lo tanto el estudio trata de demostrar si los sujetos cooperan o buscan su mayor beneficio. ",No,5,6,4,2,74,1,Llinars del Vallès (Catalunya),0,41.38879395,2.158996582,-1,11,1
R_2EhhyPj9FKcI6iR,Default Response Set,Anonymous,,,193.145.56.242,0,4/15/16 17:11,4/15/16 17:27,1,1,1,0,0,73.622,0,1,,,,,,,200,1,19.526,19.526,22.023,1,1,9,1,"No confÕo en que ninguno de mis dos otros compa_eros vaya a decidir poner 2,5ó porque quieren el mayor cobro, pero de la misma manera, pienso que si los 3 ponemos 0ó ninguno gana, por lo que no es una respuesta que yo haya tenido en cuenta. He puesto 2ó ya que es una cifra alta, y nos va a beneficiar a todos, individualmente de lo que ponga el resto.",1,6,1,7,8,4,7,6,5,5,5,6,3,2,3,4,3,7,6,8,7,7,8,7,7,3,2,8,4,9,2,6,8,1,5,5,0,0,6,9,3,3,2,2,2,"Creo que se trata de puntuar la confianza de unos con otros siendo completos desconocidos, ya que en la sociedad de hoy en dÕa hay mucha gente que se aprovecha de otra gente y esto esta degradando el grado de confianza en general de la sociedad. Lo intenta demostrar a trav_s del experimento del dinero ya que si no confÕas en la gente, ya que se puede buscar un bien comÏn o intentar aprovecharte de la gente.",no,9,6,2,7,76,2,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_2fs3PwWvbWo2FaK,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:24,1,1,1,0,0,75.469,0,1,52,1,8.356,8.356,10.593,1,,,,,,,1,4,1,"Porqu_ las otras personas decidiràn colaborar, de modo que si soy oportunista me llevar_ màs cantidad de dinero",1,8,9,9,6,7,9,8,8,7,7,7,7,8,9,7,2,6,6,3,7,8,6,2,3,3,5,7,5,6,4,3,7,2,0,0,0,0,3,7,2,1,2,1,2,"Creo que el presente estudio trata de demostrar la colaboraciÑn que existe entre las personas desconocidas. Es decir, si entre desconocidos se coopera o no.",No,6,2,6,2,76,2,"Vic, Espa_a",2,41.38879395,2.158996582,-1,9,1
R_2OOpreM7eb2kdmv,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:21,4/13/16 15:36,1,1,1,75.163,75.841,106.112,2,1,,,,,,,250,1,11.965,11.965,19.765,1,1,9,9,"Porque espero que todos los compa_eros que forman parte del fondo comÏn se den cuenta que si todos nos ayudamos, todos podemos salir beneficiados por partes iguales.",1,7,9,9,6,9,7,8,7,1,7,1,1,1,7,3,9,7,9,7,9,5,7,8,7,7,1,1,5,3,1,7,1,3,2,3,0,0,3,8,2,1,2,1,2,"Que a partir de las preguntas realizadas se puede deducir cÑmo es que puede llegar una persona a confiar en otras, y con el dinero en juego, cÑmo puede influir ese modo de pensar en la decisiÑn.",no,9,5,9,4,74,1,"Trujillo, PerÏ",0,41.38879395,2.158996582,-1,11,11
R_2OZ0HbUc8lmic5V,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:21,4/13/16 15:41,1,1,1,7.346,62.523,91.306,2,1,150,1,8.623,8.623,10.479,1,,,,,,,1,9,1,"Es una cantidad que aporta una cierta seguridad ya que como no se ha puesto la cantidad total posible, pero aun asÕ ha aportado bastante al fondo comÏn. Se podrÕa decir que se ha buscado una cantidad que contribuya al fondo comÏn pero con ciertas garantÕas para el beneficio individual.",1,6,2,8,7,2,8,6,3,2,2,2,6,2,6,6,4,8,8,9,8,3,8,6,5,1,5,3,5,6,7,5,8,1,0,0,0,0,6,8,1,3,3,2,2,"Creo que el estudio pretende medir el grado de competitividad entre los sujetos, en Ïltima instancia comprobar en qu_ grado sobreponemos los beneficios individuales a los colectivos, esperando conseguir datos sobre la posible impulsividad o a la toma de decisiones con criterio para el beneficio del conjunto.","Sospecho que el experimento busca conocer la impulsividad con la que se mueven los mercados y, teniendo en cuenta la edad aparente de todos los sujetos, supongo que los resultados tendràn un target joven.",9,7,9,7,73,1,"Palma de Mallorca, Espa_a",1,41.38879395,2.158996582,-1,11,1
R_2PpRrTcJxh1Dha2,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:28,1,1,1,0,0,69.759,0,1,180,1,8.681,8.681,10.349,1,,,,,,,1,9,1,"Aportar una cantidad alta en beneficio del grupo, reservando una peque_a parte por la incertidumbre que genera no saber la decisiÑn de los otros participantes.",1,7,2,9,7,7,8,7,9,7,8,3,4,6,8,7,4,7,7,9,8,6,7,3,6,2,3,4,3,5,4,2,8,3,4,4,0,0,6,8,1,2,2,2,2,"Las relaciones entre personas extra_as y la confianza. En este caso, apostando un dinero que podÕa duplicarse en base a la confianza en los otros sujetos de estudio. No sabemos nada sobre ellos, entonces, podemos confiar realmente en ellos? En mi opiniÑn, en la mayorÕa de la gente se puede confiar, sin embargo, se dan situaciones por las que en esas circunstancias su buena fe se desvÕa, pero pienso que en general si. ",No,6,2,5,2,76,1,"Barcelona, Espa_a",1,41.38879395,2.158996582,-1,11,1
R_2PzBRChvsu1Oynz,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:27,1,1,1,0,0,74.719,0,1,,,,,,,50,1,16.934,26.062,29.467,2,1,9,1,"Porque es lÑgico que los demàs miembros del grupo no daràn sus 2,5ó enteros, entonces elijo el punto medio entre darlo todo y no dar nada, de esta manera se dobla una parte de lo que tenia y mantengo una parte fija para mÕ.",1,8,7,9,9,6,6,5,7,2,7,2,3,1,6,6,6,5,7,9,8,8,8,7,7,3,3,6,4,7,4,4,7,4,9,9,0,0,3,6,3,3,2,1,2,"intenta demostrar como las personas se mueven en base a sus propios intereses y como calculan las contribuciones hacia sus iguales, incluso cuando estos iguales son desconocidos. ",no.,9,7,9,6,72,2,Argentina,0,41.38879395,2.158996582,-1,11,1
R_2Qf9IteSpKyZ6CK,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:22,4/13/16 15:36,1,1,1,0,0,86.489,0,1,,,,,,,100,1,7.987,7.987,12.505,1,1,9,1,No dar demasiado ni demasiado poco,1,8,8,9,9,3,8,8,8,1,2,1,2,8,5,1,8,9,6,8,9,5,9,5,8,2,2,3,9,1,2,9,9,1,2,2,0,0,3,6,3,1,2,1,2,"Que es incomodo plantearse en una situaciÑn inesperada si puedes, o no, confiar en la buena fe de 3 extra_os. Y que como respuesta podemos tender a reacciones limite( confianza completa/desconfianza completa) o a una reacciÑn mas democràtica e intermedia.",no,9,7,9,4,76,2,"VALENCIA, ESPAãA",0,41.38879395,2.158996582,-1,11,1
R_2qlOgJVXJkRP6j4,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:20,4/14/16 16:31,1,1,1,0,0,50.88,0,1,,,,,,,100,1,14.249,14.249,26.715,1,1,9,1,porque de este modo he contribuido al fondo comÏn pero tambi_n a mi fondo personal,1,6,3,6,6,5,6,8,3,5,3,2,3,2,7,1,7,7,8,9,7,8,9,6,8,5,3,5,6,5,5,3,7,2,10,10,0,5,7,9,1,3,3,2,2,"supongo que intenta ver que decisiones toma la gente cuando son decisiones que afectan a otras personas y de este modo, ver si la gente es empàtica con la gente o competitivos e individualistas",no,5,4,5,4,71,2,Barcelona Espa_a,1,41.38879395,2.158996582,-1,11,1
R_2RV8h5mQljNygeh,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:20,4/14/16 16:30,1,1,1,0,0,103.11,0,1,,,,,,,0,1,11.118,11.118,13.101,1,1,9,9,Porque puede ser que ningÏn miembro del grupo quiera aportar nada entonces saldrÕa perdiendo si solo aportara yo algo de dinero.,1,8,7,9,8,9,7,7,9,1,5,2,2,2,5,2,5,7,8,4,7,6,3,3,3,2,2,1,2,5,2,5,7,4,13,13,0,0,2,5,2,3,2,1,2,supongo que quiere demostrar la predisposiciÑn de la gente  a confiar y a compartir su dinero con desconocidos. Una de las mejores maneras de comprobarlo es utilizar como variable el dinero.,no,5,4,5,9,73,2,"barcelona, espa_a",0,41.38879395,2.158996582,-1,11,11
R_2UWvnoZ5jKuXujB,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:20,4/14/16 16:29,1,1,1,0,0,57.502,0,1,,,,,,,200,1,6.884,8.756,19.944,2,1,9,1,He querido ser generoso pero no puedo fiarme de que mis compa_eros seràn igual de majos que yo. ,1,8,9,9,6,9,9,8,9,1,1,1,5,1,1,1,6,8,9,9,8,4,9,8,9,5,8,8,7,2,5,9,9,5,2,30,0,0,1,8,3,3,3,2,2,La confianza de la gente con gente desconocida. ,Siempre tengo miedo de que la compensaciÑn que consta en el documento sea falsa o un error.,5,4,5,4,77,1,Espa_a,0,41.38879395,2.158996582,-1,11,1
R_2V2Waz6mDstCcjt,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:28,1,1,1,0,0,74.496,0,1,,,,,,,100,1,13.539,21.754,22.767,2,1,9,1,"Porque es posible que en mi grupo haya algÏn free rider que decida no participar, y ante eso es mejor protegerse. ",1,8,9,9,7,9,9,7,7,4,9,4,7,1,5,2,9,9,9,9,5,9,9,7,5,1,3,1,7,3,6,4,9,5,6,6,0,1,1,7,1,1,2,1,2,Intentaba averiguar el perfil de una persona egoÕsta y el de una persona que es altruista. ,no,9,9,6,3,75,2,"Espa_a, Barcelona",2,41.38879395,2.158996582,-1,11,1
R_2WBeFNAobGO5iUJ,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:28,1,1,1,0,0,72.698,0,1,,,,,,,98,1,20.233,20.233,26.609,1,1,9,1,DecidÕ dedicar un euro al fondo comÏn esperando que las otras dos personas que se me ha asignado se comporten de forma similar y contribuyan al fondo comÏn en mayor o menor cantidad. Pero al mismo tiempo he decidido guardar la otra parte para mi (ligeramente mayor) por si las otras partes decidieran actuar solo en su beneficio particular.,1,7,3,8,5,7,8,7,7,6,5,6,6,4,6,3,7,7,7,7,7,7,9,7,8,3,1,4,5,6,7,4,7,2,5,5,0,1,7,7,3,2,3,2,2,"Como la gente actÏa en su propio beneficio aunque colaborar comporte un beneficio mayor para todos: como tendemos a proteger nuestros intereses y a no confiar en los demàs, sobretodo si no los conocemos.",no,6,2,5,2,74,2,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_2wFxY92IKipW1bW,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:28,1,1,1,14.768,55.534,75.245,6,1,250,1,3.634,3.634,14.166,1,,,,,,,1,9,1,"porque confÕo en que los demàs tambi_n hayan aportado tal cantidad de dinero, pues asÕ salimos ganando todos.",1,9,5,9,4,9,7,7,8,5,8,4,7,3,3,3,2,2,2,8,3,7,5,8,2,9,3,8,1,6,6,8,9,2,6,6,0,0,3,7,1,1,2,1,2,Trata de demostrar la relaciÑn entre la visiÑn de una persona sobre la gente que lo rodea y sus relaciones con ella y la toma de decisiones frente a una apuesta donde su ganancia puede ser egoÕsta frente al resto. ,no,6,9,5,3,75,2,"Ibiza, Espa_a",1,41.38879395,2.158996582,-1,11,1
R_2wGeisl7eO9JegG,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:29,1,1,1,0,0,117.85,0,1,250,1,10.825,10.825,17.308,1,,,,,,,1,9,1,Porque asÕ todos podemos ganar mas,1,7,6,9,9,9,8,6,8,7,2,6,7,6,9,6,4,7,5,9,7,6,7,8,7,7,7,6,7,7,3,8,3,3,4,4,0,0,4,6,3,3,3,1,2,Creo que la idea es determinar que tan egoÕsta o colaboradora pueden ser las personas al momento de tomar decisiones,"No se si se tratan de estudiar actitudes, formas de comportamiento al momento de tomar decisiones con impacto econÑmico",9,4,4,7,64,1,"Bogotà, Colombia",0,41.38879395,2.158996582,-1,11,1
R_2wgn1m0KVW14StP,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:22,4/13/16 15:31,1,1,1,0,0,47.398,0,1,,,,,,,0,1,4.593,4.593,6.869,1,1,9,1,Para obtener el mayor beneficio.,1,7,8,9,8,7,9,8,6,6,5,4,6,3,8,8,3,6,8,7,6,9,8,4,6,2,1,5,5,5,1,5,7,3,2,2,0,0,2,5,3,1,2,1,2,Intenta demostrar el nivel de confianza y cooperaciÑn del individuo en el entrono social. ,no,6,2,2,2,71,2,"Uruguay, Montevideo",1,41.38879395,2.158996582,-1,11,1
R_2XmIgLYwYDtILLh,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:18,4/14/16 17:38,1,1,1,0,0,71.366,0,1,,,,,,,200,1,18.034,18.034,20.841,1,1,9,1,"He elegido aportar 200 porque con 250 todos salimos ganando por igual (eso serÕa lo ideal), pero contemplando la posibilidad de que las otras personas se queden su dinero para ellas, he decidido guardarme una peque_a parte.",1,5,3,9,4,7,4,8,5,2,1,2,1,1,1,1,9,9,2,9,9,2,9,6,5,2,2,6,4,3,6,7,2,1,0,0,0,0,8,7,3,3,2,2,2,"Intenta demostrar la capacidad de uno mismo de tomar sus propias decisiones y de ser autÑnomo / independiente, que a la vez creo que intenta mostrar un poco la autoconfianza que se tiene. Lo hace centràndose en las relaciones de dicha persona con su gente cercana, en cÑmo influye lo que piensan en su vida, pero tambi_n viendo reacciones frente desconocidos y viendo qu_ se piensa sobre la sociedad.",ËPuede considerarse un tipo de test psicolÑgico?,4,3,5,3,78,2,"Barcelona, Espa_a",1,41.38879395,2.158996582,-1,11,1
R_2Y2JFfIDZkHBsDS,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:31,1,1,1,0,0,62.894,0,1,,,,,,,0,1,14.22,14.22,15.076,1,1,9,1,"Soy consciente de que si todos aportamos saldremos ganando, pero no he hecho ningÏn pacto antes de someterme a este experimento, por lo que es 90% seguro que todos seremos egoÕstas. Por ello me conformar_ con las ganancias que podamos aportarnos individualmente.",1,5,5,9,7,9,9,9,9,1,8,1,7,7,6,9,1,9,9,9,9,4,9,9,9,1,1,2,5,6,2,9,9,1,4,4,0,0,3,8,3,3,3,1,2,Creo que este estudio intenta demostrar la capacidad que tenemos para confiar en desconocidos en base a nuestra forma de pensar.,"Mi duda es si se penalizarà el hecho de ser egoÕsta, pero simplemente he confiado en lo que he leÕdo al principio y estoy advertido de que podrÕa acabar molesto sobre el resultado, lo que me hace sospechar sobre un resultado inesperado.",9,4,9,7,76,1,"Espa_a, Castelldefels",0,41.38879395,2.158996582,-1,11,1
R_2zGwRahOlmoPk2v,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:30,1,1,1,0,0,102.341,0,1,250,1,6.951,7.369,8.529,2,,,,,,,1,9,9,Para que asÕ se doble la cantidad total para todos,1,4,6,7,6,8,7,5,6,5,2,3,3,2,4,3,4,7,7,8,8,3,8,7,7,3,4,7,5,5,4,5,6,3,5,10,0,0,6,8,1,2,3,2,2,Que piensa la gente sobre competir y compartir. Con esto supongo que se puede estimar haciendo un estudio de la gente que ha puesta màs o menos dinero para _l o para el grupo. ,No,9,6,5,6,74,2,Barcelona,1,41.38879395,2.158996582,-1,11,11
R_2zim0dy2mJpqKAH,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:21,4/14/16 16:33,1,1,1,0,0,77.89,0,1,,,,,,,250,1,9.216,9.216,10.341,1,1,4,7,cuanto màs se aporte al grupo mas se ganara,1,7,7,9,7,9,8,9,9,9,8,7,8,8,9,9,9,8,8,8,8,5,9,9,9,8,7,9,8,5,5,6,9,1,3,2,0,0,5,7,1,2,3,2,2,este estudio intenta demostrar como somos sociolÑgicamente en temas como confianza o valores entre unos y otros,no,4,4,2,7,71,2,Igualada,0,41.38879395,2.158996582,-1,7,7
R_31YEgt6cEvTidTo,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:20,4/14/16 16:34,1,1,1,0,0,74.43,0,1,250,1,6.428,6.428,10.746,1,,,,,,,1,9,1,"He elegido contribuir con 2,5 euros porque creo que de esta forma todos salimos ganando si todos ponemos lo mismo. Aunque no s_ que pondràn los demàs prefiero pensar que todos han pensado como yo.",1,4,4,8,8,8,9,8,7,2,1,2,2,1,4,3,9,8,9,9,9,6,9,8,7,1,1,6,7,7,5,4,2,4,6,6,0,1,5,7,3,3,3,1,2,Creo que el estudio intentaba demostrar cÑmo confiamos en personas que desconocidas. Lo intentaba demostrar con la cantidad que pondrÕamos al fondo comÏn sin saber qu_ pondrÕa el resto y despu_s con las preguntas se ha evaluado cÑmo ha influido nuestro caràcter en la decisiÑn de poner mayor o menor cantidad en el fondo comÏn. ,No.,6,9,6,9,75,2,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_33rwbuBwuxOmFdk,Default Response Set,Anonymous,,,193.145.56.242,0,4/15/16 17:11,4/15/16 17:21,1,1,1,4.876,30.746,33.561,14,1,250,1,2.692,2.692,3.46,1,,,,,,,1,9,1,Porque es mejor colaborar que competir. ,1,9,8,9,9,9,9,8,9,9,2,5,1,3,6,1,9,9,7,8,9,2,9,8,8,2,8,4,8,5,7,3,7,3,15,15,0,0,6,10,1,2,3,2,2,"Este estudio intenta demostrar que la gente se va a quedar todo su dinero ya que saben que si no dan nada se quedan con màs. Es una pena puesto que colaborando todos, vamos a ganar màs, asÕ que espero que mis compa_eros sean buena gente y hayan escogido mi opciÑn, y sino, me j _ _ o. Pero asÕ es el capitalismo que le gusta a tantos en este tipo de facultades, Ëno? O comes, o te comen. Pues no! Vamos a demostrar que no todos somos asÕ. ",No-. ,7,9,6,3,72,1,"Barcelona, Liverpool, Edimburgo",0,41.38879395,2.158996582,-1,11,1
R_3CCvdMqwEl1SUpG,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:22,4/13/16 15:34,1,1,1,0,0,86.967,0,1,250,1,7.662,7.662,8.943,1,,,,,,,1,9,7,Porque he pensado q,1,8,7,9,8,8,7,8,9,4,5,4,4,2,7,8,6,6,6,9,9,5,5,5,7,1,1,1,6,1,3,2,9,3,6,6,0,0,4,6,2,3,3,2,2,"Supongo que intenta demostrar cÑmo se comporta la gente en sociedad, su grado de confianza en un grupo o sociedad y cÑmo el sujeto ve a la sociedad en sÕ misma y como cree que ve la sociedad ve al sujeto en sÕ. ",No.,4,2,5,2,74,1,Canarias,1,41.38879395,2.158996582,-1,11,7
R_3CuWsqLruFP6ykh,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:17,4/14/16 17:31,1,1,1,0,0,55.159,0,1,37,1,12.244,26.581,28.312,3,,,,,,,1,9,5,"No voy a contribuir todo, sino solo una parte",1,5,7,6,7,8,8,6,6,2,5,3,4,2,6,6,6,8,9,8,9,4,9,6,8,5,2,8,3,5,7,4,8,2,2,2,0,0,5,7,1,3,2,2,2,Simplemente lo que intenta investigar es la personalidad o las maneras en como actuarÕa cada uno de nosotros. ,NO,9,7,4,7,73,1,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,5
R_3dKXfPOnzhj01JG,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:19,4/14/16 16:30,1,1,1,0,0,72.97,0,1,0,1,5.299,6.369,12.725,3,,,,,,,1,9,1,porque al ser una situaciÑn de dilema del prisionero probablemente todo el grupo haya elegido dar 0 dado que no puede haber interaccion entre nosotros por lo que tambi_n hay falta de confianza ,1,5,4,4,9,2,7,3,4,2,1,3,1,2,2,2,8,6,5,6,9,8,7,8,8,4,5,8,6,4,3,6,5,3,3,6,0,0,8,9,1,2,1,2,2,situaciÑn dilema del prisionero a partir de elegir colaborar con un grupo (equivalente a la matriz) y posteriores preguntas sobre grado de confianza de la persona enquestada respecto los miembros de dicho grupo,no,6,2,5,4,76,2,"Barcelona, Catalunya",3,41.38879395,2.158996582,-1,11,1
