V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,HI2_2
R_2QRQSqPEaJNtFGx,Default Response Set,Anonymous,,,130.236.248.220,0,11/4/15 11:05,11/4/15 11:29,1,1,1,0,0,73.909,0,1,,,,,,,25,1,0,0,53.71,0,1,5,5,Jag blev bara sjukt stressad just nu och t_nkte inte s‘ klart. F_rstod inte o det skulle vara ett beslut eller ifall det skulle ske i flera steg. T_nkte att jag kunde testa och se hur det s‘g ut i n_sta steg och sen g‘ tillbaka f_r att l_sa igenom igen. ,1,5,2,5,6,9,3,4,5,3,2,2,3,1,2,3,8,9,8,9,9,9,9,8,8,2,7,8,7,2,6,5,3,1,0,0,0,0,6,9,1,2,1,2,2,"Hur vi v_ljer att g‘ med i saker som vi inte vet s‘ mycket om fr‘n b_rjan. Vilken tillit vi har till m_nniskor som vi k_nner, vet om eller aldrig har tr_ffat f_rut. Hur vi skulle vilja att det social samh_llet skulle se ut, och hur vi vill se p‘ och fungera med andra m_nniskor ( f_r m‘nga av svaren blir mer eller mindre _nsket_nkande) Vad vi v_rdes_tter. Ocks‘ hur vi styrs av ledande fr‘gor, oavsett om vi vill eller inte eftersom m‘nga fr‘gor var liknande men olikt formulerade, vinklade. ","Tvivlade lite eftersom att det var pengar med, tycker inte riktigt om den biten alltid f_r b_rjar t_nka till vilket syfte, vinning. Ocks‘ f_r att det var lite otydligt och de som hade studien verkade stressade. ",9,6,3,7,74,2,"Sverige, Sk_vde",1,58.41670227,15.61669922,-1,,12
R_2qsXU4i1rlVvl3C,Default Response Set,Anonymous,,,130.236.248.222,0,11/3/15 15:41,11/3/15 15:57,1,1,1,0,0,71.65,0,1,,,,,,,40,1,0,0,13.799,0,1,9,9,F_r att kunna f‘ tillbaka s‘ mycket pengar som m_jligt och att alla i gruppen ska kunna f‘ ut det mesta av det p‘ samma g‘ng.,1,6,3,2,4,8,6,7,6,2,7,3,8,2,7,7,3,9,9,7,8,3,6,9,8,3,6,8,8,5,8,4,4,1,0,0,0,0,8,9,1,3,2,2,2,Tror den f_rs_kte visa varf_r vi tar de beslut vi g_r utifr‘n v‘r inst_llning och v‘rt f_rh‘llningss_tt till personer i v‘r omgivning s‘v_l som till fr_mlingar.,Jag har misstanke om att det beslut vi gjorde i b_rjan kommer att p‘verka v‘r ers_ttning.,5,3,5,3,76,2,"V_sterviks kommun, Sverige",1,58.41670227,15.61669922,-1,,11
R_2qvIHd1SB7KZ3AT,Default Response Set,Anonymous,,,130.236.248.217,0,11/3/15 15:40,11/3/15 15:52,1,1,1,0,0,52.778,0,1,40,1,3.849,3.849,4.467,1,,,,,,,1,9,9,f_r att d‘ f_rdubblas allas pengar och f_r att 100 kr _r inte tillr_ckligt mycket f_r att h‘lla p‘ och sn‘la OCH f_r att det blev lite f_r mycket matte f_r min smak s‘ jag bara gav det som jag t_nkte var b_st f_r alla :) ,1,4,3,2,7,4,3,4,6,8,7,4,7,4,6,2,2,7,4,6,5,3,5,6,6,2,5,1,6,7,5,4,8,1,0,0,0,0,3,7,3,1,2,1,2,"jag vet inte... kanske om folk _r sj_lviska eller inte, hur man ser p‘ omv_rlden typ. ",nej,9,7,9,7,76,2,"stockholm, Sverige",2,58.41670227,15.61669922,-1,,11
R_2R3oUfQ0EOAWbBy,Default Response Set,Anonymous,,,130.236.248.208,0,11/3/15 15:40,11/3/15 15:52,1,1,1,0,0,78.216,0,1,,,,,,,40,1,0,0,16.961,0,1,9,9,Eftersom summan inte var h_gre k_ndes det inte som ett sv‘rt beslut att ge hela summan till gruppen f_r att ha chansen att tj_na en slant. Hade summan varit st_rre hade jag med st_rsta sannolikhet agerat annorlunda. ,1,6,5,7,6,4,9,6,6,3,5,3,5,4,3,6,4,7,4,6,7,2,6,4,7,2,6,6,5,6,5,2,4,1,1,1,0,0,6,7,3,2,3,2,2,Jag tror att denna studie f_rs_kte visa n‘gon form av solidaritet hos m_nniskor genom att titta hur man ser p‘ andra m_nniskor i sin omgivning etc. ,Nej,2,5,2,5,75,1,"N_ssj_, Sverige",5,58.41670227,15.61669922,-1,,2
R_2R4E1cVYKMuve7y,Default Response Set,Anonymous,,,130.236.248.219,0,11/3/15 13:34,11/3/15 13:51,1,1,1,0,0,135.209,0,1,40,1,0,0,11.2,0,,,,,,,1,9,1,Jag t_nkte att jag skulle f_rs_ka r_kna efter f_r att komma fram till den optimala summan att ge f_r att tj_na s‘ mycket som m_jligt men n_r tidsnedr_kningen b_rjade s‘ blev det s‘ stressigt att valet blev v_ldigt spontant. Jag hoppas att mina gruppmedlemmar ocks‘ blev lika stressade och ocks‘ best_mde sig f_r att ge bort hela potten. Jag upplevde det som ett sv‘rt beslut d_r valet inte var sj_lvklart.,1,8,3,8,8,7,8,8,6,3,8,6,8,1,5,6,5,8,8,7,8,5,9,8,7,2,8,6,7,5,7,3,6,1,0,0,0,0,3,7,1,3,1,2,2,Hur m_nniskor p‘verkas av att s_ttas i en grupp. Om man instinktivt _r sj_lvisk eller t_nker p‘ gruppen. Om man litar p‘ fr_mlingar eller inte.,Sv‘rt att t_nka igenom sitt beslut p‘ bara 10 sekunder.,4,5,9,5,76,1,Stockholm,3,58.41670227,15.61669922,-1,,11
R_2s7QpqdnjdVn55C,Default Response Set,Anonymous,,,130.236.248.214,0,11/4/15 10:21,11/4/15 10:31,1,1,1,0,0,67.699,0,1,25,1,5.208,5.208,8.78,1,,,,,,,1,4,8,"jag ville inte bidra med allt, dock lite mer _n h_lften ",1,8,6,5,9,7,7,8,9,5,9,3,9,6,8,8,6,6,6,9,8,5,7,9,6,8,8,9,6,3,8,5,5,1,0,0,0,0,3,6,2,3,2,1,2,jag tror att den f_rs_ker visa p‘ hur egoistisk man _r i f_rh‘llande till hur mycket/lite man litar p‘ omgivningen,Nej,2,3,4,5,74,2,"j_nk_ping, sverige",4,58.41670227,15.61669922,-1,,3
R_2SGj3rRPs6rLt4F,Default Response Set,Anonymous,,,130.236.248.204,0,11/3/15 13:33,11/3/15 13:48,1,1,1,0,0,114.08,0,1,35,1,0,0,16.494,0,,,,,,,1,9,1,Jag valde en h_g summa eftersom jag hoppas att de andra i gruppen gjorde detsamma och vi alla f‘r en r_ttvis utdelning av de dubblerade pengarna. Ifall alla endast hade t_nkt p‘ sig sj_lva och inte lagt in n‘got alls i potten s‘ hade vi som grupp f‘tt ut minsta m_jliga summa. Genom att alla d_rf_r t_nker p‘ gruppens b_sta s‘ blir alla s‘ n_jda som m_jligt i slut_ndan och det vinner vi p‘ som grupp. ,1,7,8,6,4,8,5,6,9,6,7,5,6,3,6,3,7,9,8,8,9,9,9,7,9,4,7,5,6,4,9,6,6,2,0,0,0,0,7,9,1,3,1,2,2,Den f_rs_kte nog se hur olika m_nniskor agerar n_r pengar _r involverat och hur detta kan leda till sj_lviskhet,nej,6,5,4,5,77,2,Stockholm,0,58.41670227,15.61669922,-1,,5
R_2tanXBuvOvqruob,Default Response Set,Anonymous,,,130.236.248.207,0,11/3/15 09:20,11/3/15 09:40,1,1,1,0,0,104.829,0,1,,,,,,,40,1,0,0,23.175,0,1,9,9,Jag uppfattade uppgiften som om jag ger 40 kr till gruppen och ALLA andra ocks‘ g_r det s‘ f‘r vi 100 kr var medan om jag beh‘ller mina 40 kr s‘ f‘r jag 80 kr. Jag valde att lita p‘ gruppen.,1,2,2,1,8,7,5,7,9,8,8,8,7,2,9,3,8,8,8,9,7,8,8,9,5,6,8,8,2,8,6,1,9,3,0,2,0,0,9,9,1,2,1,2,2,En av samh_llets grundprinciper f_r att populationen ska m‘ v_l grundar sig p‘ tillit i andra m_nniskor/myndigheter. Jag tror syftet _r att se i vilken utstr_ckning vi litar p‘ andra. ,nej ,9,4,2,3,66,1,Sverige,1,58.41670227,15.61669922,-1,,12
R_2trHx0kQ1BB9lSa,Default Response Set,Anonymous,,,130.236.248.207,0,11/3/15 15:40,11/3/15 15:54,1,1,1,0,0,60.558,0,1,40,1,0,0,20.879,0,,,,,,,1,9,1,Inst_llningen att alla skulle g‘ ut med fler pengar om var och en gick in med 40 kr,1,2,2,7,7,9,3,6,2,4,6,3,9,3,8,7,3,8,8,4,6,2,7,7,7,3,2,9,2,2,4,1,5,1,0,2,0,0,5,9,1,2,3,2,2,Hur jag som person ser p‘ pengars v_rde i f_rh‘llande till pengars v_rde,nej,9,2,6,2,74,1,Trollh_ttan,8,58.41670227,15.61669922,-1,,12
R_2uuTdX4slMNNANr,Default Response Set,Anonymous,,,130.236.248.207,0,11/3/15 11:36,11/3/15 11:51,1,1,1,0,0,65.904,0,1,,,,,,,10,1,0,0,35.885,0,1,9,1,"F_r att jag ville fr_mst maximera vinsten f_r mig och inte gruppen. Eftersom jag inte vet n‘got om personerna i gruppen s‘ k_nner jag mig inte skyldig till att bidra med hela min summa, men jag valde att bidra med en fj_rdedel av summan f_r att jag ska k_nna att jag bidragit med n‘got. ",1,7,6,7,8,9,8,7,6,5,9,3,9,8,7,7,2,7,5,6,6,2,5,7,7,7,9,4,5,8,7,1,9,1,0,0,0,0,4,6,3,3,1,2,2,Jag tror att den f_rs_ker visa hur olika individer f_rh‘ller sig till andra m_nniskor i grupper. Studien f_rs_ker visa hur mycket h_nsyn vi tar till andra eller om vi endast str_var efter egenvinning.,nej,4,2,5,9,76,2,Stockholm,1,58.41670227,15.61669922,-1,,3
R_2VBAyxaFmBH5kKN,Default Response Set,Anonymous,,,130.236.248.207,0,11/3/15 16:13,11/3/15 16:28,1,1,1,0,0,71.957,0,1,,,,,,,32,1,0,0,28.506,0,1,9,1,"Chanserna att man v_ljer r_tt mellan ytterligheterna p‘ bidragsskalan _r sm‘, varf_r jag kompromissat. En viss p‘verkan av valet _r tilltron till den genomsnittlige m_nniskans f_rtroende f_r gruppnyttan - ett f_rtroende som jag dock inte tror _r 100 procentig.",1,7,1,5,4,6,2,5,5,1,1,4,1,1,6,3,7,8,5,8,7,6,7,7,5,2,2,9,6,2,3,2,5,1,0,0,0,0,7,8,1,2,1,2,1,"Studien f_rs_ker m_ta individens f_rh‘llande till gruppdynamik, och sj_lviskhet kontra socialt deltagande.",Nej.,6,2,4,2,77,1,"Ästerbymo, Sverige",0,58.41670227,15.61669922,-1,,10
R_2VxW6ru8MrP0l4D,Default Response Set,Anonymous,,,130.236.248.205,0,11/3/15 12:20,11/3/15 12:35,1,1,1,0,0,67.54,0,1,24,1,0,0,10.39,0,,,,,,,1,9,9,"Jag h_ftade, ville bidra med en stor del men inte allt.",1,8,6,7,9,9,7,9,9,6,8,2,9,1,1,5,5,9,9,8,6,7,8,6,7,3,2,8,6,5,5,1,5,1,1,1,0,1,7,7,1,2,3,2,2,Hur man t_nker kring monet_ra beslut i j_mf_relse med hur mycket man trivs och litar p‘ andra m_nniskor.,Nej,3,3,3,4,72,2,"Stockholm, Sverige",1,58.41670227,15.61669922,-1,,3
R_2w4rTgol5AmNn6W,Default Response Set,Anonymous,,,130.236.248.212,0,11/4/15 10:18,11/4/15 10:31,1,1,1,0,0,108.598,0,1,20,1,0,0,22.21,0,,,,,,,1,9,1,Jag valde att bidra med tjugo kronor eftersom jag inte vet hur min grupp kommer agera och vill maximera min vinst.,1,7,9,9,6,9,7,6,9,2,5,2,7,2,4,3,5,9,9,8,9,5,9,9,9,1,1,5,7,2,8,8,6,1,0,0,0,0,7,10,1,2,1,2,1,"Denna studie f_rs_ker unders_ka huruvida m_nniskor ser p‘ sin egna vinning f_re andras n_r det kommer till pengar. Men _ven huruvida barnuppfostran, kultur och egna intressen har f_r p‘verkan p‘ tillit till andra m_nniskor.",nej,9,9,4,5,72,2,"J_nk_ping, Sverige",0,58.41670227,15.61669922,-1,,6
R_2wABFPkZQqLCgw9,Default Response Set,Anonymous,,,130.236.248.219,0,11/3/15 11:36,11/3/15 11:49,1,1,1,0,0,58.032,0,1,0,1,0,0,5.904,0,,,,,,,1,9,1,F_r att jag kunde.,1,7,6,9,7,8,5,9,3,1,7,1,9,1,9,3,8,9,9,7,8,9,9,9,7,3,9,5,9,8,7,1,9,3,1,4,0,0,3,6,2,2,2,1,2,"Vad vi tror att andra g_r, och med facit i hand hur de faktiskt gjorde.",nej,5,3,4,3,75,1,Kalmar,0,58.41670227,15.61669922,-1,,3
R_2wMpmgcydDM5BqP,Default Response Set,Anonymous,,,130.236.248.208,0,11/3/15 16:13,11/3/15 16:38,1,1,1,0,0,89.493,0,1,32,1,6.339,6.745,8.328,2,,,,,,,1,9,1,"Jag valde att ge drygt 30 kronor f_r att s_kra upp min del. Allts‘ f_r att minska risken att f_rlora pengar. Skulle jag ist_llet gett 40 kronor skulle risken vara st_rre att jag f_rlorar pengar, samtidigt _r sannolikheten att resten av gruppen inte ger n‘gonting ytterst liten. Jag chansar p‘ att resten av gruppen ger ungef_r lika mycket vilket g_r att risken f_r att jag hamnar i kl_m minskar. . ",1,6,7,5,6,6,7,7,6,7,7,4,7,6,7,6,3,8,8,9,8,8,8,8,9,5,7,8,4,5,8,3,3,1,0,0,0,0,6,8,1,3,1,1,2,I vilken utstr_ckning man v_rnar om andra mer _n sig sj_lv. Hj_lper man hellre en familjemedlem eller en v_n ist_llet f_r en fr_mling. Huruvida man v_ljer att riskera sitt eget v_lm‘ende f_r allas b_sta. Verkade handla v_ldigt mycket i vilken m‘n man litar p‘ att andra ska g_ra samma sak f_r en sj_lv som man g_r f_r dem. ,Nej,6,4,5,2,76,1,"Stockholm, Sverige",3,58.41670227,15.61669922,-1,,4
R_2X0cXKmh9sTEkZ7,Default Response Set,Anonymous,,,130.236.248.210,0,11/4/15 11:05,11/4/15 11:15,1,1,1,9.503,53.724,61.212,14,1,40,1,0,0,9.55,0,,,,,,,1,9,1,"Om alla l_gger in max dubblas allas pengar. Om endast tv‘ g_r det g‘r jag tillbaka till lika mycket som att jag la in 0. Risken att bli ensam _r v_rd det f_r det ger mig information om hur andra t_nker. Och eftersom jag inte hade f‘tt n‘gra pengar om jag inte g‘tt hit _r det h_r, oavsett val, en win/win-situation f_r mig. Jag gynnar _ven gruppen med mitt val.",1,8,1,3,8,9,8,9,8,6,8,6,1,3,5,7,4,9,4,9,9,4,7,9,8,5,3,7,5,3,9,7,8,3,3,3,0,0,7,7,3,3,1,2,2,Studien handlar om tillit och tro p‘ andra.,nej,4,5,9,4,73,1,"Sandviken, Sverige",1,58.41670227,15.61669922,-1,,10
R_2X4FTio4P36cZ0w,Default Response Set,Anonymous,,,130.236.248.207,0,11/4/15 10:21,11/4/15 10:38,1,1,1,0,0,59.448,0,1,,,,,,,40,1,0,0,13.367,0,1,9,1,Mer pengar till alla totalt.,1,7,6,6,8,6,7,8,6,7,7,6,8,2,7,7,3,8,8,8,9,8,7,8,8,3,6,8,5,4,7,2,6,1,0,0,0,0,8,9,1,2,1,2,1,Om personer t_nker fr_mst p‘ sig sj_lva eller andra i f_rstahand. ,nej,2,4,3,4,73,1,"V_stervik, Sverige",0,58.41670227,15.61669922,-1,,3
R_2YeJ3llbjn1TFEm,Default Response Set,Anonymous,,,130.236.248.206,0,11/3/15 16:13,11/3/15 16:28,1,1,1,0,0,80.317,0,1,,,,,,,40,1,0,0,27.342,0,1,9,1,Man kan inte f_rv_nta sig att andra ska ge om inte jag sj_lv _r beredd att g_ra det. Med det menar jag att jag f_rv_ntar mig inte att de andra l_gger hela sin summa p‘ 40 kr om jag sj_lv inte g_r det. ,1,5,1,2,6,6,7,8,6,9,3,8,5,1,8,6,4,8,3,6,8,3,8,3,6,2,8,7,6,1,9,2,4,1,0,0,0,0,7,8,1,3,1,2,2,"Jag tror att denna studie f_rs_kte visa hur villig m_nniskan _r att ge n_r det kan vara till hennes egen f_rlust. Lite ungef_r som hur villig man _r att bidra till andra om det medf_r att jag sj_lv f‘r mindre. Framf_rallt visades detta genom testets f_rsta fr‘ga, hur m‘nga kronor av sina 40 kr som man skulle l_gga i gruppens gemensamma pott. ",S‘h_r en bit in i testet anar jag ju att det d_r med en grupp om tre personer och gruppens gemensamma pott inte _r sanning. ,9,6,2,7,75,2,"Sverige, Motala",0,58.41670227,15.61669922,-1,,10
R_2YJlamNhArwdgJP,Default Response Set,Anonymous,,,130.236.248.210,0,11/3/15 09:19,11/3/15 09:42,1,1,1,0,0,167.075,0,1,8,1,7.326,9.61,13.428,4,,,,,,,1,4,3,"Eftersom jag f_rlora pengar p‘ att bidra till gruppen, men det finns _nd‘ en chans att tj_na pengar med bidraget, lite beroende p‘ vad de andra deltagarna i gruppen bidragit med. S‘ bidrog jag med 8 kr f_r att inte g‘ _ver h_lften med det jag tj_nar, f_r att inte f_rlora allt f_r mycket. Men det beror ju i stora drag p‘ vad de andra i gruppen bidragit med.",1,4,7,7,3,6,6,6,6,7,8,6,6,2,6,3,7,7,7,8,8,4,6,8,7,3,8,6,5,2,9,4,6,1,0,0,0,0,3,7,3,1,2,2,2,"Hur m_nniskor t_nker n_r det g_ller att f_rh‘lla sig till pengar. Och hur personer i sig t_nker n_r de g_ller att dela med sig eller inte, om de bara t_nker p‘ sig sj_lv eller kan t_nka sig hj_lpa andra.  ","Kan ha  missf_rst‘tt studiens fr‘gor, men har svarat s‘ gott de g‘r",9,3,9,2,74,2,Bor‘s,0,58.41670227,15.61669922,-1,,4
R_2ZPQOogs3ejcM99,Default Response Set,Anonymous,,,130.236.248.213,0,11/4/15 10:21,11/4/15 10:34,1,1,1,0,0,60.709,0,1,40,1,0,0,8.822,0,,,,,,,1,5,5,"Det handlade inte om stora summor och pengarna kunde dubbleras om jag l_mnade in de, vilket skulle gynna gruppen. Sj_lvklart finns det en risk att jag i slutendan inte tj_nar p‘ det.",1,7,3,2,8,5,5,3,4,3,7,6,7,3,5,8,1,7,7,6,8,3,6,6,7,6,5,2,5,1,3,3,7,1,0,0,0,0,4,8,3,2,3,2,2,Vad m_nniskor har f_r trov_rdighet till folk omkring sig och om man s_tter sig sj_lv f_re andra.,Fr‘gorna k_ndes ibland formulerade s‘ man skulle ge ett visst svar,4,4,4,4,75,1,G_teborg,0,58.41670227,15.61669922,-1,,11
R_2zUw7QHfKrEulVP,Default Response Set,Anonymous,,,130.236.248.220,0,11/3/15 11:36,11/3/15 11:46,1,1,1,0,0,49.323,0,1,,,,,,,35,1,0,0,16.023,0,1,9,1,maximalt utfall f_r gruppen med lite extra egen vinning,1,5,7,9,8,7,7,7,2,8,9,6,9,8,7,9,1,5,7,8,5,3,3,4,4,8,6,4,2,4,3,1,5,1,0,1,0,0,3,4,2,1,2,1,2,folks egenvinningsintresse och kopplingar till personlighet,nej,9,9,9,7,76,1,stockholm,0,58.41670227,15.61669922,-1,,4
R_31FNtJvQveTx3yf,Default Response Set,Anonymous,,,130.236.248.222,0,11/3/15 14:19,11/3/15 14:38,1,1,1,0,0,149.745,0,1,,,,,,,30,1,0,0,63.092,0,1,9,1,F_r att jag upplevde att jag riskerar lite i hopp om att de resterande medlemmarna ocks‘ g_r det. Om alla riskerar vinner alla p‘ det. Om dock majoriteteten av medlemmarna v_ljer att beh‘lla pengarna missgynnas _vriga i gruppen. Med det utfallet i ‘tanke valde jag att beh‘lla en del av pengarna f_r att i alla fall f‘ en viss utdelning.,1,6,1,3,7,7,7,7,6,1,5,1,5,1,1,6,3,9,9,7,9,6,7,9,7,6,6,6,6,3,9,5,9,1,0,0,0,0,5,7,2,3,3,2,2,"Att man inte ska lita p‘ allt andra s_ger, i det h_r fallet utdelningen fr‘n studien.",Att det bland annat var ett experiment om tillit till vad fr_mlingar s_ger.,6,7,5,2,76,2,Stockholm,1,58.41670227,15.61669922,-1,,10
R_32QvrAd8g42Uao0,Default Response Set,Anonymous,,,130.236.248.205,0,11/3/15 09:18,11/3/15 09:36,1,1,1,0,0,75.644,0,1,,,,,,,40,1,0,0,16.275,0,1,9,1,"Jag beslutade mig f_r att bidra med hela summan d‘ den initialt _r relativt obetydande, men d‘ det finns en chans att _ka den till en mer betydande summa s‘ _r det v_rt risken. Jag v_ljer ocks‘ att tro p‘ resterande gruppen i detta fall pga. den risk jag tar k_nns relativt liten - jag kommer ej att k_nna att f_rlusten _r s_rskilt stor om jag g‘r ut lottl_s. ",1,6,1,7,7,9,7,9,9,8,6,3,9,4,9,7,5,9,7,9,9,5,9,8,8,1,1,8,4,3,7,6,9,1,0,0,0,0,8,10,1,3,1,2,2,"Jag tror att denna studie f_rs_kte visa min tillit till fr_mmande m_nniskor, vilket _r en viktig grundbult i dagens samh_lle. En tanke som har kommit upp under denna studie _r om den kan vara till f_r att unders_ka hur tilliten har _ndrats under tiden med tanke p‘ den _kande invandringen vi har idag (ni st_llde fr‘gor om jag har varit med i tidigare liknande studier, en likadan studie kanske utf_rdes f_r exempelvis 10 ‘r sedan och ni vill se hur tilliten m_nniskor emellan har _ndrats sedan den _kande invandringen, _kande fr_mlingsfientligheten etc.) /  / ",Nej,4,2,4,5,72,2,"S_derhamn, Sverige",0,58.41670227,15.61669922,-1,,10
R_33r6uuBNrpnhKbz,Default Response Set,Anonymous,,,130.236.248.207,0,11/3/15 14:18,11/3/15 14:31,1,1,1,0,0,49.942,0,1,,,,,,,24,1,0,0,15.498,0,1,3,6,"Det var lite _ver h_lften och d_rf_r k_ndes det som en bra summa. Man _r inte f_r sn‘l mot sin grupp samtidigt som man vill beh‘lla en relativt stor summa f_r sig sj_lv. Jag tycker att det skulle gynna alla om man bidrog med h_lften av sin ""skatt"".",1,8,7,5,7,8,6,8,8,2,7,1,7,3,4,6,7,9,9,7,7,9,6,8,5,5,8,6,6,6,9,3,6,1,0,0,0,0,7,8,1,2,3,2,2,"Jag tror att studien f_rs_kte visa hur en individ _r _ppet mot andra ut‘t och hur ett f_rsta intryck av en m_nniska kan ges. Dessutom hur mycket man kan lita p‘ sina medarbetare/kompisar, exempelvis med pengarna tror jag att det har mycket tillit med hur mycket pengar man skulle bidra med.","Nej, men jag t_nkte p‘ hur man ska visa att det ena eller det andra i studien p‘verkar eller p‘verkas av m_nniskor.",9,2,2,2,76,2,"Sverige,Link_ping",2,58.41670227,15.61669922,-1,,4
R_3e20apMj8rVK3eM,Default Response Set,Anonymous,,,130.236.248.203,0,11/3/15 12:20,11/3/15 12:40,1,1,1,0,0,130.602,0,1,30,1,0,0,10.717,0,,,,,,,1,9,1,"Valde 30 kr d‘ jag dels bidrar med pengar f_r dubblering och utdelning inom gruppen samt beh_ll lite f_r att p‘ s‘ s_tt kunna _ka p‘ min vinst ytterligare, om de andra i gruppen delat med sig av hela sin pott, kommer jag att ha tj_nat lite mer _n de andra _ven om det _r marginellt. Har de t_nkt som jag s‘ kommer ingen av oss att ha tj_nat n‘got extra men vi kommer iaf ha dubblerat v‘r insats.",1,8,6,8,7,6,8,9,4,8,8,2,9,6,8,7,4,9,7,9,9,7,8,8,9,5,2,1,7,7,4,6,5,1,1,1,0,0,7,8,1,3,2,2,2,"tillit inom gruppdynamik, genom monet_ra vinster/chanser till vinster och mer vinster utifall man _r l_msk eller ej.",nej,9,7,5,6,69,1,"Link_ping, Sverige",1,58.41670227,15.61669922,-1,,3
R_3eqLYfqyRBRuKZM,Default Response Set,Anonymous,,,130.236.248.205,0,11/3/15 10:47,11/3/15 10:57,1,1,1,0,0,47.12,0,1,40,1,0,0,7.792,0,,,,,,,1,9,1,Det var det beslut som gynnade gruppen som helhet mest. Alla g‘r d_rifr‘n med en st_rre summa _n vad de f_rst var givna och alla blir p‘ s‘ vis vinnare. ,1,7,8,6,7,9,7,8,6,4,7,4,7,3,6,8,3,9,8,8,9,9,9,9,9,6,8,8,7,6,6,5,9,1,0,0,0,0,6,8,3,2,1,2,2,Vad folk har f_r syns_tt kring pengar och f_rtroende f_r ok_nda m_nniskor genom att v_lja hur mycket av sina egna pengar man _r villig att riskera att f_rlora genom att f_rlita sig p‘ fr_mlingar.,nej,9,2,6,2,75,1,"V_xj_, Sverige",1,58.41670227,15.61669922,-1,,5
R_3EuwXwQ3YeJgBJs,Default Response Set,Anonymous,,,130.236.248.214,0,11/3/15 11:35,11/3/15 11:58,1,1,1,0,0,42.154,0,1,,,,,,,40,1,0,0,18.944,0,1,9,1,F_r att vinsten f_r gruppen skulle bli s‘ stor som m_jligt,1,7,5,7,8,8,7,7,5,3,5,7,7,4,3,5,7,5,6,6,6,9,8,3,8,1,1,3,5,2,7,1,2,1,0,1,0,1,8,9,1,2,3,2,2,att best_mma vilka typer av personer som ser till sitt eget respektive gruppens b_sta. Finns det n‘gra fr‘gor som kan f_ruts_ga hur mycket av sina egna pengar personerna _r villiga att riskera f_r gruppens b_sta.,nej,6,9,6,9,77,1,tullinge stockholm sverige,0,58.41670227,15.61669922,-1,,2
R_3flX2eiyx4BTu6M,Default Response Set,Anonymous,,,130.236.248.205,0,11/3/15 14:18,11/3/15 14:33,1,1,1,0,0,94.855,0,1,,,,,,,30,1,0,0,18.096,0,1,9,1,"F_r att jag vill vara gener_s och hoppas att de andra deltagarna t_nker likadant, trevligt med en givmild grupp. ",1,9,3,4,7,4,6,6,8,5,4,4,5,1,5,3,8,8,8,7,5,5,9,8,7,2,6,7,6,6,6,4,3,1,1,1,0,0,6,8,3,3,1,1,2,Tillf_rlitlighet till andra individer som en inte k_nner genom att involvera pengar (vilket f_rmodligen _r en stark drivkraft f_r m‘nga),"Har eventuella misstankar eftersom det efterfr‘gas misstankar, lite meta s‘d_r. K_nns som att det _r n‘got mer som testas.",4,6,4,5,74,2,"Stockholm, Sverige",0,58.41670227,15.61669922,-1,,11
R_3g13j6Yy4HdOf51,Default Response Set,Anonymous,,,130.236.248.214,0,11/3/15 09:20,11/3/15 09:32,1,1,1,23.502,46.225,54.249,5,1,,,,,,,20,1,0,0,9.816,0,1,9,2,Balanserar risk och avkastning,1,5,6,7,8,7,6,7,3,6,9,6,9,5,7,6,3,7,5,5,7,3,7,8,7,5,7,9,5,3,7,3,7,1,0,0,0,0,3,8,3,3,2,2,2,Jag tror den f_rs_ker visa p‘ hur vi m_nniskor beter oss n_r vi kan tj_na p‘ att vara sj_lviska. Tar folk och dubblar sitt eget kapital eller s_tter in f_r att man litar p‘ andra m_nniskor? Det _r i princip om_jligt att veta vad de andra svarade d‘ jag aldrig sett m_nniskorna f_rut. Jag tror att man b_rjar t_nka efter vad man faktiskt har gjort n_r man f‘r alla fr‘gar efter att ha satt in sina pengar i den gemensamma potten. I b_rjan _r det bara en avv_gning hur mycket man vill satsa med en chans att f‘ mer.,nej,3,4,4,4,75,1,"V_xj_, Sverige",1,58.41670227,15.61669922,-1,,3
